SEMEL_YISHUV,ZOMET_IRONI,total_acc,fatal_acc,severe_acc,light_acc
5000,11180522.0,4,0,2,2
5000,11270523.0,2,0,0,2
5000,11420534.0,5,0,2,3
5000,11450534.0,2,0,0,2
5000,11460541.0,2,0,0,2
5000,11680545.0,2,0,0,2
5000,11780613.0,5,0,0,5
5000,11840612.0,4,0,2,2
5000,11890612.0,2,0,2,0
5000,11950611.0,2,0,0,2
5000,11960611.0,1,0,0,1
5000,12260911.0,2,0,2,0
5000,12280911.0,3,0,0,3
5000,12490623.0,2,0,2,0
5000,12500912.0,1,0,1,0
5000,12690913.0,4,0,0,4
5000,12920551.0,2,0,0,2
5000,12950556.0,10,2,0,8
5000,12960556.0,1,0,0,1
5000,12970556.0,8,0,2,6
5000,13000556.0,2,0,0,2
5000,13020557.0,1,0,0,1
5000,13030557.0,5,0,2,3
5000,13230555.0,2,0,0,2
5000,13340815.0,1,0,0,1
5000,13370814.0,3,0,0,3
5000,13430812.0,1,0,0,1
5000,13510812.0,1,0,0,1
5000,13520814.0,2,0,0,2
5000,13530713.0,5,0,4,1
5000,14290714.0,6,0,0,6
5000,14350714.0,6,0,0,6
5000,14360714.0,2,0,0,2
5000,14390711.0,2,0,0,2
5000,14510713.0,2,0,0,2
5000,14540714.0,2,0,0,2
5000,14550714.0,1,0,0,1
5000,14560714.0,1,0,0,1
5000,14590825.0,3,0,0,3
5000,14620713.0,3,0,0,3
5000,14730823.0,2,0,0,2
5000,14880823.0,4,0,2,2
5000,14900823.0,8,2,0,6
5000,14970816.0,1,0,1,0
5000,15000817.0,4,2,0,2
5000,15170817.0,2,0,2,0
5000,15240927.0,2,0,2,0
5000,15250925.0,6,0,0,6
5000,15270924.0,2,0,2,0
5000,15600733.0,2,0,0,2
5000,15760734.0,10,0,0,10
5000,15840734.0,2,0,2,0
5000,15850725.0,1,0,0,1
5000,15930724.0,1,0,0,1
5000,15990732.0,2,0,0,2
5000,16000732.0,1,0,0,1
5000,16080732.0,2,0,0,2
5000,16210711.0,1,0,0,1
5000,16270721.0,1,0,0,1
5000,16540221.0,2,0,0,2
5000,16810122.0,5,0,1,4
5000,17000211.0,3,0,3,0
5000,17060212.0,2,0,0,2
5000,17070212.0,2,0,0,2
5000,17120213.0,1,0,0,1
5000,17140215.0,3,0,0,3
5000,17430225.0,3,0,0,3
5000,17440225.0,2,0,0,2
5000,17600551.0,6,0,2,4
5000,17640554.0,1,0,0,1
5000,17680554.0,2,0,0,2
5000,17730555.0,5,1,0,4
5000,17800926.0,1,0,1,0
5000,17830926.0,1,0,0,1
5000,17850921.0,5,0,0,5
5000,18010924.0,2,0,2,0
5000,18040924.0,1,0,0,1
5000,18060924.0,3,0,1,2
5000,18100921.0,3,0,0,3
5000,18380937.0,1,0,1,0
5000,18460933.0,4,0,4,0
5000,18560937.0,3,0,0,3
5000,18630532.0,4,0,0,4
5000,18810533.0,1,0,0,1
5000,19190931.0,1,0,0,1
5000,19520934.0,1,0,0,1
5000,20420735.0,9,0,2,7
5000,20530725.0,1,0,0,1
5000,20700111.0,10,0,4,6
5000,20720111.0,4,0,0,4
5000,20780125.0,4,0,0,4
5000,20820125.0,1,0,0,1
5000,20880113.0,2,2,0,0
5000,21200744.0,5,0,0,5
5000,21220744.0,2,0,2,0
5000,21270744.0,2,0,0,2
5000,22330933.0,1,0,0,1
5000,22610125.0,1,0,0,1
5000,23550121.0,1,0,0,1
5000,23850114.0,2,0,0,2
5000,23870532.0,2,0,0,2
5000,23910937.0,2,0,2,0
5000,23920122.0,2,0,0,2
5000,24010531.0,1,0,1,0
5000,24140826.0,1,0,0,1
5000,24170112.0,9,0,0,9
5000,24180225.0,2,0,0,2
5000,24200942.0,1,0,0,1
5000,24320934.0,1,0,1,0
5000,24350531.0,1,0,1,0
5000,24380215.0,2,0,2,0
5000,24600214.0,1,0,0,1
5000,24800244.0,2,0,0,2
5000,24810225.0,1,0,0,1
5000,25070122.0,1,0,0,1
5000,25430112.0,3,0,0,3
5000,25440222.0,2,0,0,2
5000,25630222.0,3,0,0,3
5000,25740943.0,3,0,0,3
5000,52980001.0,2,0,0,2
5000,53000001.0,2,0,0,2
5000,60350943.0,4,2,0,2
5000,60400943.0,2,0,0,2
5000,80040125.0,1,0,0,1
5000,80130554.0,2,0,0,2
5000,80150397.0,3,0,0,3
5000,80150483.0,1,0,1,0
5000,80150502.0,2,0,0,2
5000,80150533.0,3,1,0,2
5000,80150544.0,2,0,0,2
5000,80150574.0,3,0,3,0
5000,80150615.0,1,0,0,1
5000,80150675.0,3,1,0,2
5000,80150679.0,1,1,0,0
5000,80150684.0,2,0,0,2
5000,80150765.0,2,0,0,2
5000,80150783.0,1,0,0,1
5000,80150879.0,2,0,0,2
5000,80150888.0,2,0,2,0
5000,80150917.0,1,0,0,1
5000,80150931.0,1,0,0,1
5000,80150944.0,1,0,0,1
5000,80151147.0,2,0,0,2
5000,80151220.0,2,0,0,2
5000,80151338.0,1,0,0,1
5000,80151401.0,1,0,0,1
5000,80151416.0,2,0,2,0
5000,80151491.0,2,0,0,2
5000,80151659.0,1,0,0,1
5000,80152037.0,2,0,2,0
6000,2.0,2,0,0,2
6000,3.0,3,0,3,0
6100,30041.0,1,0,0,1
6100,60013.0,2,0,0,2
6100,60025.0,1,0,1,0
6100,120011.0,3,0,0,3
6100,130054.0,1,0,1,0
6100,160021.0,4,0,0,4
6100,180012.0,3,0,0,3
6100,340042.0,1,0,0,1
6100,350043.0,1,0,1,0
6100,690042.0,2,0,0,2
6100,810042.0,1,0,0,1
6100,7740011.0,4,0,4,0
6100,7790016.0,1,0,0,1
6100,7880015.0,3,0,3,0
6100,7930014.0,3,0,2,1
6100,8160013.0,1,0,0,1
6100,8230012.0,1,0,0,1
6100,8260012.0,2,0,0,2
6100,8270012.0,3,0,1,2
6100,8320031.0,1,0,0,1
6100,8470025.0,1,0,0,1
6100,8560024.0,2,0,0,2
6100,8730022.0,3,0,0,3
6100,8770021.0,1,0,1,0
6100,8820021.0,2,0,0,2
6100,8940022.0,1,0,1,0
6100,9000022.0,1,0,0,1
6100,9360043.0,1,0,0,1
6100,9520041.0,1,0,0,1
6100,9680042.0,1,0,0,1
6100,9890041.0,2,0,2,0
6100,10140014.0,3,0,2,1
6100,10360016.0,2,0,0,2
6100,10370025.0,1,0,0,1
6100,10590001.0,1,0,0,1
6100,67630011.0,16,0,2,14
6100,67750011.0,2,0,0,2
6100,67750026.0,1,0,0,1
6100,67750041.0,1,0,0,1
6100,67750068.0,1,0,0,1
6100,67750091.0,1,0,0,1
6100,67750100.0,1,0,1,0
6100,67750146.0,1,0,0,1
6100,67750173.0,1,0,0,1
6200,20032.0,2,0,0,2
6200,30021.0,1,0,0,1
6200,30023.0,2,0,2,0
6200,90023.0,2,0,0,2
6200,90032.0,2,0,0,2
6200,90033.0,2,0,2,0
6200,140033.0,1,0,0,1
6200,200032.0,7,0,0,7
6200,250032.0,2,0,0,2
6200,7490011.0,2,0,2,0
6200,7500013.0,1,0,0,1
6200,7670023.0,2,0,0,2
6200,7690023.0,4,0,0,4
6200,7770031.0,6,0,0,6
6200,7810031.0,2,0,0,2
6200,7820031.0,2,0,2,0
6200,7870032.0,2,0,0,2
6200,7880032.0,1,0,1,0
6200,7890032.0,2,0,0,2
6200,7920032.0,1,0,0,1
6200,8000033.0,15,0,6,9
6200,8010033.0,6,0,2,4
6200,8020033.0,2,0,0,2
6200,8040033.0,2,0,0,2
6200,8180061.0,2,0,0,2
6200,8190051.0,2,0,0,2
6200,8200052.0,2,0,0,2
6200,8210041.0,3,0,2,1
6200,8230041.0,1,0,1,0
6200,8470012.0,2,0,0,2
6200,8480012.0,2,0,2,0
6200,8490012.0,3,0,0,3
6200,8540011.0,2,0,0,2
6200,8930061.0,2,0,1,1
6200,8940031.0,3,1,1,1
6200,8960051.0,2,0,0,2
6200,9070213.0,1,0,0,1
6200,9210033.0,1,0,0,1
6200,10070083.0,2,0,0,2
6200,68880031.0,2,0,0,2
6200,80230079.0,3,0,2,1
6200,80230106.0,1,0,1,0
6200,80230140.0,1,0,0,1
6300,390042.0,1,0,0,1
6300,7490010.0,1,0,0,1
6300,7920003.0,4,0,0,4
6300,8010004.0,1,0,1,0
6300,8020008.0,1,0,0,1
6300,8150009.0,2,0,0,2
6300,8180011.0,1,0,0,1
6300,8440005.0,1,0,0,1
6300,8980009.0,6,0,2,4
6300,47840003.0,3,0,0,3
6300,47860028.0,2,0,0,2
6300,47860047.0,1,0,0,1
6400,120004.0,1,0,1,0
6400,240022.0,10,0,0,10
6400,410009.0,2,0,0,2
6400,550007.0,2,0,0,2
6400,820007.0,2,0,0,2
6400,1070009.0,1,0,0,1
6400,1080007.0,1,0,0,1
6400,1160007.0,2,0,0,2
6400,1180007.0,4,0,0,4
6400,7820009.0,2,0,0,2
6400,8220011.0,2,0,0,2
6400,8260002.0,2,0,0,2
6400,8270005.0,2,0,2,0
6400,8510004.0,2,0,2,0
6400,8530004.0,3,0,0,3
6400,8560004.0,3,0,0,3
6400,9810033.0,4,0,0,4
6400,9850034.0,2,0,0,2
6400,10290021.0,4,0,2,2
6400,10350008.0,2,0,0,2
6400,10500159.0,1,0,0,1
6400,10500350.0,3,0,1,2
6400,10500351.0,2,0,0,2
6500,60007.0,12,0,2,10
6500,120007.0,1,0,0,1
6500,170007.0,3,0,0,3
6500,210007.0,4,0,0,4
6500,230008.0,1,0,0,1
6500,250007.0,7,0,0,7
6500,280008.0,2,0,0,2
6500,310005.0,1,0,0,1
6500,320007.0,2,0,0,2
6500,390004.0,2,0,0,2
6500,7730007.0,2,0,0,2
6500,7740007.0,1,0,0,1
6500,7790007.0,2,0,0,2
6500,7860004.0,15,0,4,11
6500,8040002.0,1,0,0,1
6500,8060002.0,1,0,1,0
6500,8350001.0,2,2,0,0
6500,8520001.0,2,0,0,2
6500,9120004.0,2,0,0,2
6500,9220009.0,2,0,0,2
6500,9290009.0,3,0,3,0
6500,9400004.0,2,0,0,2
6500,9510004.0,4,0,0,4
6500,9600014.0,4,0,0,4
6500,9780007.0,2,0,0,2
6500,9800053.0,2,0,0,2
6500,9800130.0,2,0,0,2
6500,9800132.0,5,0,0,5
6500,9800154.0,2,0,0,2
6500,9800200.0,1,0,0,1
6500,9800443.0,1,0,0,1
6500,9800532.0,2,0,0,2
6500,9800555.0,3,0,0,3
6500,9800557.0,1,0,0,1
6600,10052.0,2,0,2,0
6600,10054.0,2,0,2,0
6600,40012.0,1,0,0,1
6600,100041.0,1,0,0,1
6600,110012.0,1,0,1,0
6600,120012.0,1,0,0,1
6600,170011.0,1,0,1,0
6600,170012.0,2,0,2,0
6600,180024.0,2,0,0,2
6600,190011.0,2,0,1,1
6600,260052.0,2,0,0,2
6600,330042.0,3,0,3,0
6600,330062.0,1,0,0,1
6600,360042.0,1,0,0,1
6600,380042.0,1,0,1,0
6600,7090000.0,2,0,0,2
6600,7660041.0,1,0,0,1
6600,7770034.0,1,0,0,1
6600,7990042.0,4,0,2,2
6600,8120051.0,1,0,0,1
6600,8150051.0,1,0,1,0
6600,8220052.0,4,0,0,4
6600,8260053.0,2,0,2,0
6600,8270053.0,3,0,0,3
6600,8400034.0,2,0,0,2
6600,8690056.0,2,0,0,2
6600,8710056.0,2,0,0,2
6600,8740056.0,6,0,0,6
6600,8960073.0,2,0,0,2
6600,8970074.0,1,0,0,1
6600,8990071.0,4,0,4,0
6600,9040011.0,6,0,2,4
6600,9140022.0,1,0,1,0
6600,9170022.0,4,0,0,4
6600,9210023.0,1,0,0,1
6600,9660011.0,2,0,0,2
6600,9670011.0,2,0,0,2
6600,9910052.0,1,0,1,0
6600,9930054.0,4,0,0,4
6600,10120023.0,1,0,0,1
6600,10140055.0,9,0,2,7
6600,10170071.0,2,0,0,2
6600,10180074.0,1,0,0,1
6600,10240123.0,4,0,1,3
6600,10300412.0,1,0,0,1
6600,10390071.0,4,0,0,4
6600,10420054.0,1,0,0,1
6600,10720056.0,2,0,2,0
6600,10750011.0,2,0,0,2
6600,10880056.0,6,0,4,2
6600,10930835.0,1,0,0,1
6600,11100001.0,1,0,0,1
6600,11100006.0,2,0,0,2
6600,11100157.0,1,0,0,1
6600,11100309.0,4,4,0,0
6600,11100319.0,1,0,0,1
6600,11100351.0,2,0,0,2
6600,11100356.0,1,0,0,1
6700,90004.0,2,0,0,2
6700,350001.0,1,0,1,0
6700,7480001.0,2,0,0,2
6700,7600002.0,2,0,0,2
6700,7620002.0,4,0,0,4
6700,7690002.0,1,0,1,0
6700,7960002.0,2,0,2,0
6700,8030003.0,2,0,0,2
6700,8090006.0,7,0,2,5
6700,8600177.0,2,0,0,2
6700,8600178.0,2,0,0,2
6800,30005.0,2,0,0,2
6800,230006.0,1,0,0,1
6800,250005.0,1,0,1,0
6800,270005.0,1,0,0,1
6800,310006.0,1,1,0,0
6800,390005.0,3,0,0,3
6800,540005.0,2,0,0,2
6800,7910004.0,3,0,0,3
6800,7960004.0,2,0,0,2
6800,8130002.0,3,0,1,2
6800,8140002.0,1,0,1,0
6800,13220012.0,12,0,0,12
6800,13240002.0,2,0,0,2
6800,13290041.0,2,0,2,0
6800,13290073.0,4,0,0,4
6800,13290074.0,4,0,0,4
6800,13290101.0,2,0,2,0
6900,20003.0,2,0,0,2
6900,40003.0,2,0,0,2
6900,200005.0,1,0,0,1
6900,200006.0,2,0,0,2
6900,280007.0,2,0,0,2
6900,350005.0,2,0,0,2
6900,450007.0,1,1,0,0
6900,1020008.0,4,0,2,2
6900,7280007.0,2,0,0,2
6900,7290007.0,4,0,2,2
6900,7310007.0,2,0,0,2
6900,7350007.0,4,0,0,4
6900,7400007.0,3,0,0,3
6900,7750004.0,1,0,0,1
6900,7810005.0,6,0,0,6
6900,7830006.0,2,0,0,2
6900,8300004.0,1,0,0,1
6900,8800002.0,6,0,0,6
6900,12540003.0,2,0,0,2
6900,12700001.0,1,0,0,1
6900,12800006.0,5,0,0,5
6900,12860012.0,2,0,0,2
6900,13030043.0,3,0,0,3
6900,13030222.0,1,0,0,1
6900,13030229.0,4,0,0,4
6900,13030310.0,1,0,0,1
6900,13030394.0,1,0,1,0
6900,13030396.0,1,0,0,1
7000,60003.0,2,0,0,2
7000,8160001.0,2,0,0,2
7000,8210001.0,2,2,0,0
7000,8260002.0,1,0,1,0
7000,8350002.0,2,0,0,2
7000,9240006.0,2,0,0,2
7000,9250002.0,1,0,0,1
7000,12840016.0,2,0,0,2
7000,12840034.0,2,0,0,2
7000,12840205.0,1,0,0,1
7100,100011.0,1,0,0,1
7100,360003.0,6,0,0,6
7100,570002.0,1,0,0,1
7100,600003.0,1,0,0,1
7100,1440002.0,4,0,0,4
7100,1560002.0,1,0,0,1
7100,1590002.0,2,0,0,2
7100,1600002.0,2,0,0,2
7100,7820003.0,4,0,0,4
7100,7900006.0,6,0,0,6
7100,7940002.0,2,0,0,2
7100,7960002.0,4,0,0,4
7100,7990002.0,2,0,0,2
7100,8020002.0,2,0,0,2
7100,8190009.0,1,0,1,0
7100,8210009.0,1,0,1,0
7100,8220008.0,3,0,3,0
7100,8230008.0,4,0,0,4
7100,8250010.0,1,0,0,1
7100,8280008.0,1,0,0,1
7100,8300008.0,1,0,0,1
7100,8450006.0,2,0,0,2
7100,8460006.0,2,0,2,0
7100,8550002.0,2,0,0,2
7100,8640009.0,6,0,0,6
7100,8660004.0,6,0,0,6
7100,8750001.0,1,0,0,1
7100,8770021.0,4,0,0,4
7100,8780021.0,5,0,0,5
7100,8830021.0,2,0,0,2
7100,8920021.0,1,0,0,1
7100,9860001.0,2,0,0,2
7100,9890002.0,3,0,0,3
7100,9920021.0,4,0,0,4
7100,9930002.0,13,0,0,13
7100,10130033.0,2,0,0,2
7100,10510017.0,2,0,0,2
7100,10590021.0,1,0,0,1
7100,10790001.0,1,0,1,0
7100,10800029.0,1,0,0,1
7100,10800080.0,1,0,1,0
7100,10800246.0,3,3,0,0
7100,10800341.0,8,0,0,8
7100,10800344.0,7,0,0,7
7100,10800352.0,2,0,0,2
7100,10800362.0,2,0,0,2
7100,10800444.0,2,0,0,2
7100,10800457.0,2,0,0,2
7200,70001.0,2,0,0,2
7200,410001.0,2,0,0,2
7200,7210002.0,1,0,1,0
7200,7240001.0,2,0,2,0
7200,7420002.0,6,0,0,6
7200,7500001.0,5,0,0,5
7200,17800001.0,2,0,0,2
7200,17810032.0,1,0,0,1
7200,17810060.0,1,0,0,1
7200,17810179.0,4,0,0,4
7200,17810189.0,3,0,0,3
7200,17810220.0,2,0,2,0
7300,250005.0,2,0,0,2
7300,8960002.0,1,0,0,1
7300,9160031.0,2,0,2,0
7300,9510006.0,2,0,0,2
7300,9820001.0,2,2,0,0
7300,91980001.0,2,0,0,2
7300,91980244.0,1,0,0,1
7400,30053.0,4,0,0,4
7400,60034.0,2,0,0,2
7400,70031.0,1,0,1,0
7400,80021.0,2,0,2,0
7400,80032.0,2,0,0,2
7400,100011.0,4,0,0,4
7400,100031.0,2,0,0,2
7400,110031.0,2,0,0,2
7400,110041.0,4,0,2,2
7400,130031.0,1,0,0,1
7400,150031.0,3,0,0,3
7400,160053.0,4,0,0,4
7400,190041.0,2,0,0,2
7400,200041.0,1,0,0,1
7400,210053.0,2,0,1,1
7400,240032.0,1,0,0,1
7400,250021.0,1,0,0,1
7400,250031.0,1,0,0,1
7400,260021.0,1,0,0,1
7400,280035.0,2,0,0,2
7400,300033.0,2,0,0,2
7400,450051.0,2,0,0,2
7400,510022.0,2,2,0,0
7400,670022.0,2,0,0,2
7400,690042.0,4,0,0,4
7400,910035.0,2,0,2,0
7400,7080022.0,1,0,1,0
7400,7810011.0,4,0,0,4
7400,7830011.0,1,1,0,0
7400,7950012.0,2,0,0,2
7400,7970012.0,6,0,0,6
7400,8030012.0,1,0,0,1
7400,8040012.0,2,0,0,2
7400,8190021.0,1,0,0,1
7400,8210022.0,2,0,0,2
7400,8260021.0,1,0,0,1
7400,8380023.0,4,0,0,4
7400,8450031.0,1,0,0,1
7400,8460031.0,2,0,0,2
7400,8550031.0,2,0,0,2
7400,8620023.0,2,0,0,2
7400,8640021.0,6,0,0,6
7400,8650023.0,1,0,0,1
7400,8840033.0,1,0,0,1
7400,8970035.0,3,0,0,3
7400,9020032.0,2,0,0,2
7400,9050035.0,2,0,0,2
7400,9130033.0,12,0,0,12
7400,9310051.0,1,0,0,1
7400,9370051.0,2,0,0,2
7400,9800033.0,5,0,0,5
7400,9860314.0,2,0,0,2
7400,9890314.0,1,0,0,1
7400,9900314.0,4,0,0,4
7400,9940053.0,1,0,0,1
7400,9950313.0,6,0,2,4
7400,9970053.0,12,0,0,12
7400,10000051.0,4,0,0,4
7400,10010313.0,1,0,0,1
7400,10090313.0,8,0,2,6
7400,10180323.0,2,0,0,2
7400,10190314.0,3,0,0,3
7400,10220113.0,1,0,0,1
7400,10490001.0,7,0,0,7
7400,10590029.0,1,0,0,1
7400,10590078.0,2,0,0,2
7400,10590080.0,2,0,0,2
7400,10590092.0,12,0,0,12
7400,10590095.0,1,1,0,0
7400,10590128.0,2,0,0,2
7400,10590185.0,1,0,0,1
7400,10590189.0,2,0,0,2
7400,10590237.0,1,0,0,1
7400,10590262.0,2,0,0,2
7400,10590335.0,2,0,2,0
7400,10590353.0,1,0,0,1
7400,10590359.0,4,0,0,4
7400,10590364.0,1,0,0,1
7400,10590376.0,1,0,1,0
7400,10590381.0,2,0,2,0
7400,10590420.0,1,0,0,1
7400,10590422.0,4,0,0,4
7400,10590439.0,2,0,0,2
7400,10590502.0,2,0,0,2
7400,10590509.0,2,0,0,2
7400,10590511.0,1,0,0,1
7400,10590523.0,1,0,0,1
7600,100005.0,2,0,0,2
7600,190005.0,1,0,0,1
7600,200006.0,2,0,0,2
7600,240001.0,2,0,0,2
7600,320006.0,1,0,0,1
7600,7470001.0,2,0,0,2
7600,7620005.0,1,0,0,1
7600,7660001.0,2,0,0,2
7600,7880004.0,7,4,1,2
7600,8080004.0,1,0,0,1
7600,8100002.0,6,0,2,4
7600,8190003.0,1,0,0,1
7600,10440034.0,1,0,0,1
7600,10440093.0,3,0,0,3
7600,10440172.0,1,0,0,1
7600,10440192.0,1,0,0,1
7700,400002.0,2,0,0,2
7700,830003.0,2,0,0,2
7700,7440002.0,2,0,0,2
7700,7490002.0,2,0,0,2
7700,8090003.0,2,0,0,2
7700,8150005.0,1,0,0,1
7700,8230004.0,3,0,0,3
7700,8310001.0,1,0,0,1
7700,8360001.0,3,0,0,3
7700,8370184.0,2,0,0,2
7700,8370258.0,2,0,0,2
7800,100002.0,6,0,0,6
7800,140005.0,2,0,0,2
7800,180002.0,2,0,0,2
7800,190002.0,4,0,0,4
7800,220002.0,3,0,0,3
7800,280004.0,4,0,0,4
7800,530005.0,4,0,0,4
7800,610005.0,2,0,0,2
7800,7660002.0,2,0,0,2
7800,7870002.0,1,0,0,1
7800,7890002.0,2,0,0,2
7800,7910002.0,2,0,0,2
7800,8690003.0,2,0,0,2
7800,8760003.0,4,0,0,4
7800,8840017.0,1,0,0,1
7800,8840029.0,2,0,0,2
7800,8840035.0,2,0,0,2
7800,8840076.0,1,0,0,1
7800,8840095.0,1,0,0,1
7800,8840139.0,2,0,0,2
7800,8840179.0,2,0,0,2
7800,8840299.0,2,0,0,2
7900,10022.0,2,0,0,2
7900,20031.0,1,0,0,1
7900,20041.0,1,0,0,1
7900,30041.0,3,0,1,2
7900,30054.0,1,0,0,1
7900,40014.0,1,0,0,1
7900,40041.0,2,0,0,2
7900,70032.0,2,0,0,2
7900,70064.0,3,0,0,3
7900,100043.0,1,0,0,1
7900,110024.0,2,0,0,2
7900,130031.0,2,0,0,2
7900,150023.0,2,0,0,2
7900,150061.0,1,0,0,1
7900,160023.0,1,0,0,1
7900,160041.0,2,0,0,2
7900,170033.0,4,0,0,4
7900,170042.0,1,0,0,1
7900,170055.0,1,0,1,0
7900,180014.0,2,0,2,0
7900,180042.0,1,0,1,0
7900,210055.0,2,0,0,2
7900,220041.0,2,0,0,2
7900,300052.0,2,0,2,0
7900,310052.0,1,0,0,1
7900,560053.0,1,0,0,1
7900,590053.0,2,0,0,2
7900,590062.0,2,0,0,2
7900,620062.0,2,0,0,2
7900,690062.0,2,0,0,2
7900,8310012.0,2,0,2,0
7900,8440012.0,1,0,0,1
7900,8470012.0,2,0,0,2
7900,8490012.0,2,0,0,2
7900,8540012.0,2,0,0,2
7900,8610023.0,1,0,0,1
7900,8660022.0,2,0,0,2
7900,8810021.0,1,0,0,1
7900,8830033.0,2,0,1,1
7900,8850022.0,2,0,0,2
7900,8940032.0,5,0,2,3
7900,9020032.0,2,0,0,2
7900,9030032.0,2,0,0,2
7900,9060032.0,2,0,0,2
7900,9090032.0,2,0,0,2
7900,9100032.0,2,0,0,2
7900,9220033.0,2,0,0,2
7900,9230033.0,2,0,0,2
7900,9280033.0,1,0,0,1
7900,9300021.0,4,0,2,2
7900,9390014.0,4,0,0,4
7900,9410014.0,5,0,0,5
7900,9430042.0,2,0,0,2
7900,9490041.0,4,0,0,4
7900,9510043.0,2,0,0,2
7900,9520043.0,1,0,0,1
7900,9540014.0,1,0,0,1
7900,9550014.0,3,0,0,3
7900,9770062.0,2,0,0,2
7900,9830062.0,6,0,0,6
7900,9850054.0,3,0,0,3
7900,9880054.0,1,0,0,1
7900,9900052.0,2,0,0,2
7900,9930052.0,2,0,0,2
7900,10010053.0,2,0,0,2
7900,10460041.0,2,0,0,2
7900,10480041.0,1,0,0,1
7900,10510031.0,2,0,2,0
7900,10890024.0,2,0,2,0
7900,11070061.0,2,0,0,2
7900,11170115.0,2,0,0,2
7900,11200014.0,3,0,0,3
7900,11300414.0,1,0,0,1
7900,11370031.0,3,0,0,3
7900,11510121.0,2,0,0,2
7900,11570011.0,4,0,0,4
7900,11590033.0,4,0,0,4
7900,11720111.0,2,0,0,2
7900,11740117.0,2,0,0,2
7900,11770121.0,12,0,2,10
7900,11780011.0,4,0,0,4
7900,11790115.0,2,0,0,2
7900,11850011.0,2,0,1,1
7900,11890117.0,4,2,0,2
7900,17100011.0,11,0,0,11
7900,17130001.0,8,0,0,8
7900,17200001.0,2,0,0,2
7900,17220001.0,1,0,0,1
7900,17330001.0,3,0,0,3
7900,17360001.0,2,0,2,0
7900,17400001.0,4,2,0,2
7900,17460001.0,2,0,0,2
7900,99970078.0,2,0,0,2
7900,99970104.0,2,0,0,2
7900,99970119.0,2,0,0,2
7900,99970141.0,1,0,1,0
7900,99970283.0,2,0,0,2
7900,99970296.0,4,0,0,4
7900,99970314.0,5,2,0,3
7900,99970319.0,1,0,0,1
7900,99970345.0,1,0,0,1
7900,99970349.0,2,0,0,2
7900,99970381.0,2,0,0,2
7900,99970417.0,1,0,0,1
7900,99970461.0,5,0,0,5
7900,99970465.0,2,0,0,2
7900,99970487.0,2,0,2,0
7900,99970512.0,6,0,0,6
7900,99970516.0,1,0,0,1
7900,99970551.0,2,0,0,2
7900,99970571.0,3,0,0,3
7900,99970575.0,1,0,0,1
7900,99970698.0,1,1,0,0
7900,99970731.0,1,0,0,1
7900,99970737.0,1,0,1,0
8000,7240002.0,2,0,0,2
8000,7870004.0,2,0,0,2
8200,350002.0,1,0,1,0
8200,7280001.0,2,0,0,2
8200,7350001.0,1,0,0,1
8200,7420003.0,2,0,0,2
8200,7690002.0,1,0,0,1
8200,12320002.0,2,0,0,2
8200,12340005.0,1,0,0,1
8200,12450001.0,1,0,0,1
8200,12500025.0,1,0,0,1
8200,12500070.0,1,0,0,1
8300,50005.0,1,0,0,1
8300,70003.0,2,0,0,2
8300,160006.0,1,0,0,1
8300,180002.0,1,0,0,1
8300,540007.0,1,0,0,1
8300,7300023.0,3,0,1,2
8300,7670010.0,1,0,1,0
8300,7920008.0,1,0,0,1
8300,7960008.0,1,0,0,1
8300,7990009.0,1,0,0,1
8300,8550021.0,4,0,3,1
8300,8610007.0,1,0,0,1
8300,8670004.0,2,0,0,2
8300,8720005.0,3,0,0,3
8300,8730005.0,3,0,0,3
8300,8950005.0,2,0,0,2
8300,9140004.0,1,1,0,0
8300,9190004.0,3,0,2,1
8300,9240003.0,3,0,0,3
8300,10270315.0,4,0,2,2
8300,10320315.0,6,0,2,4
8300,18110008.0,3,0,0,3
8300,18140111.0,4,0,0,4
8300,18240010.0,2,0,0,2
8300,18540315.0,3,0,0,3
8300,18610008.0,1,0,1,0
8300,19010136.0,2,0,2,0
8300,19270311.0,2,0,2,0
8300,19520322.0,2,0,2,0
8300,19860322.0,2,0,2,0
8300,20170001.0,2,0,0,2
8300,20220001.0,1,0,0,1
8300,20260001.0,2,0,0,2
8300,20290001.0,2,0,0,2
8300,20340001.0,2,0,2,0
8300,20390008.0,2,0,2,0
8300,20390339.0,2,0,0,2
8300,20390352.0,2,0,0,2
8300,20390613.0,2,0,0,2
8300,20390660.0,4,0,0,4
8300,20390661.0,1,0,0,1
8300,20390678.0,2,0,0,2
8300,20390779.0,2,0,0,2
8300,20390833.0,2,0,0,2
8300,20390849.0,2,0,0,2
8300,20390894.0,2,0,0,2
8300,20390895.0,5,0,2,3
8300,20390902.0,1,0,0,1
8400,110007.0,1,0,0,1
8400,110009.0,1,0,0,1
8400,290004.0,4,0,0,4
8400,7230000.0,2,0,0,2
8400,7900005.0,1,0,1,0
8400,8170007.0,2,0,0,2
8400,8370010.0,2,0,0,2
8400,8400010.0,2,0,0,2
8400,8430010.0,1,0,0,1
8400,8450010.0,2,0,0,2
8400,8470010.0,1,0,0,1
8400,8600005.0,2,0,0,2
8400,8630005.0,2,0,0,2
8400,8670005.0,3,0,0,3
8400,8980008.0,1,0,1,0
8400,9000008.0,1,0,0,1
8400,9180006.0,4,0,0,4
8400,12030011.0,2,0,0,2
8400,12130007.0,1,0,0,1
8400,12170004.0,3,0,0,3
