SEMEL_YISHUV,ZOMET_IRONI,total_acc,fatal_acc,severe_acc,light_acc
2600,7670003.0,1,0,0,1
2600,7770001.0,2,0,2,0
2600,7830005.0,1,0,0,1
2600,7930002.0,4,0,0,4
2600,8080004.0,2,0,0,2
2600,8270012.0,2,0,0,2
2600,8310001.0,2,0,0,2
2600,8370004.0,3,0,0,3
2600,8380006.0,2,0,0,2
2600,8450001.0,2,0,0,2
2600,8460001.0,1,0,0,1
2600,8480001.0,1,0,0,1
2600,8500001.0,1,0,0,1
2600,8540001.0,2,0,0,2
2600,8720001.0,1,0,0,1
2600,8760001.0,2,0,0,2
2600,8780063.0,2,0,0,2
2600,8780121.0,1,0,1,0
2600,8780147.0,1,0,0,1
2600,8780271.0,1,0,1,0
2610,7530002.0,1,0,0,1
2610,7540007.0,2,0,0,2
2610,7680002.0,2,0,0,2
2610,7820001.0,1,0,0,1
2610,7880004.0,1,0,0,1
2610,7920001.0,1,0,0,1
2610,8060001.0,1,0,0,1
2610,8180001.0,2,0,0,2
2610,8200001.0,1,0,1,0
2610,8270001.0,1,0,0,1
2610,8310018.0,2,0,0,2
2610,8310184.0,1,0,1,0
2610,8310195.0,2,0,2,0
2610,8310213.0,2,0,0,2
2610,8310214.0,1,0,0,1
2620,770002.0,2,0,0,2
2620,7460003.0,1,0,0,1
2620,7630003.0,1,0,0,1
2620,7680003.0,2,0,2,0
2620,7730005.0,6,0,6,0
2620,68150087.0,2,0,0,2
2620,68150088.0,1,0,0,1
2620,68150094.0,2,0,0,2
2620,68150106.0,1,0,0,1
2620,68150107.0,2,0,0,2
2620,68150136.0,2,0,0,2
2630,130003.0,3,0,0,3
2630,7280000.0,1,0,0,1
2630,7300004.0,4,0,2,2
2630,7450003.0,2,0,0,2
2630,7780001.0,2,0,0,2
2630,7830002.0,1,0,0,1
2630,8310008.0,1,0,0,1
2630,8580001.0,2,0,0,2
2630,8590059.0,2,0,0,2
2630,8590062.0,4,0,0,4
2630,8590240.0,1,0,0,1
2630,8590244.0,1,1,0,0
2630,8590247.0,2,0,0,2
2640,370003.0,2,0,0,2
2640,400001.0,3,0,0,3
2640,520003.0,1,0,0,1
2640,580003.0,2,0,0,2
2640,8020003.0,2,0,0,2
2640,8170007.0,2,0,0,2
2640,8190001.0,1,0,0,1
2640,8220006.0,3,0,0,3
2640,8400001.0,1,0,0,1
2640,28420065.0,1,0,0,1
2640,28420243.0,3,0,0,3
2640,28420249.0,2,0,0,2
2640,28420251.0,2,0,0,2
2650,90002.0,1,0,0,1
2650,130005.0,2,0,0,2
2650,370004.0,1,0,0,1
2650,7250003.0,2,0,0,2
2650,7260003.0,2,0,0,2
2650,9300003.0,2,0,0,2
2650,21860004.0,1,0,0,1
2650,22090001.0,1,0,1,0
2650,22110001.0,4,0,0,4
2660,10001.0,2,0,2,0
2660,190001.0,1,0,0,1
2660,7500002.0,2,0,0,2
2660,8050018.0,1,1,0,0
2660,8050135.0,1,0,1,0
2720,15.0,4,0,2,2
2800,70004.0,2,0,0,2
2800,280002.0,2,0,0,2
2800,7410004.0,2,0,0,2
2800,7420001.0,5,0,0,5
2800,7450004.0,2,0,0,2
2800,7470001.0,2,0,2,0
2800,7540004.0,2,0,2,0
2800,8000013.0,2,0,0,2
3000,10176.0,1,0,0,1
3000,30532.0,2,0,0,2
3000,30713.0,1,0,1,0
3000,40145.0,2,0,0,2
3000,60214.0,1,0,1,0
3000,60537.0,4,0,0,4
3000,70214.0,3,0,0,3
3000,70311.0,1,0,0,1
3000,70322.0,1,0,0,1
3000,90123.0,6,0,0,6
3000,90316.0,1,0,0,1
3000,100113.0,1,0,0,1
3000,100146.0,6,0,0,6
3000,110123.0,2,0,0,2
3000,110231.0,1,0,0,1
3000,110522.0,7,0,1,6
3000,120214.0,1,0,1,0
3000,120522.0,2,0,0,2
3000,140211.0,2,0,0,2
3000,140532.0,2,0,0,2
3000,150514.0,1,1,0,0
3000,150522.0,4,0,0,4
3000,170123.0,2,0,0,2
3000,180123.0,1,0,0,1
3000,180172.0,2,0,0,2
3000,190521.0,2,0,0,2
3000,200123.0,2,0,0,2
3000,200213.0,1,0,0,1
3000,210214.0,2,0,2,0
3000,210521.0,2,0,0,2
3000,230743.0,1,0,0,1
3000,240513.0,2,0,0,2
3000,250161.0,1,0,0,1
3000,250235.0,1,0,0,1
3000,250534.0,1,0,0,1
3000,260214.0,1,0,0,1
3000,310231.0,1,0,1,0
3000,330514.0,2,0,0,2
3000,380533.0,2,0,0,2
3000,510533.0,8,0,1,7
3000,7232440.0,3,0,0,3
3000,8310713.0,5,0,0,5
3000,8640112.0,7,0,0,7
3000,8650723.0,6,0,0,6
3000,8890111.0,3,1,0,2
3000,8940111.0,1,0,1,0
3000,9080121.0,3,0,1,2
3000,9110121.0,1,0,0,1
3000,9150121.0,1,0,0,1
3000,9190123.0,1,0,1,0
3000,9240176.0,3,0,0,3
3000,9410172.0,1,0,0,1
3000,9500175.0,4,0,2,2
3000,9740124.0,2,0,0,2
3000,10080175.0,2,0,0,2
3000,10230172.0,1,0,0,1
3000,10380127.0,2,0,0,2
3000,10490141.0,1,0,0,1
3000,10510131.0,4,0,0,4
3000,10770143.0,2,0,0,2
3000,10880146.0,2,0,0,2
3000,10910146.0,3,0,2,1
3000,10970141.0,1,0,0,1
3000,11130132.0,6,0,4,2
3000,11230642.0,2,0,0,2
3000,11680521.0,2,0,0,2
3000,11760521.0,1,1,0,0
3000,11770521.0,8,0,0,8
3000,11820152.0,1,0,1,0
3000,11900153.0,6,0,0,6
3000,12050152.0,1,0,1,0
3000,12270151.0,1,0,0,1
3000,12290151.0,1,0,0,1
3000,12490415.0,1,0,0,1
3000,12640532.0,4,0,3,1
3000,12650532.0,6,0,0,6
3000,12670532.0,8,0,0,8
3000,12730533.0,1,0,1,0
3000,12740533.0,3,0,0,3
3000,13590511.0,2,0,0,2
3000,13670412.0,1,0,0,1
3000,13810413.0,1,0,0,1
3000,13820416.0,2,1,0,1
3000,13840413.0,1,0,1,0
3000,13930415.0,2,0,0,2
3000,13940414.0,2,0,0,2
3000,14060423.0,1,0,0,1
3000,14100422.0,1,0,0,1
3000,14110423.0,2,0,0,2
3000,14210415.0,1,0,0,1
3000,14230422.0,2,0,0,2
3000,14280421.0,2,0,0,2
3000,14320411.0,2,0,0,2
3000,14590232.0,4,0,0,4
3000,14910321.0,1,0,0,1
3000,14920321.0,1,0,0,1
3000,15130313.0,1,0,0,1
3000,15200315.0,1,0,0,1
3000,15820232.0,1,0,1,0
3000,15900231.0,4,0,0,4
3000,16170164.0,7,0,0,7
3000,16240164.0,1,0,0,1
3000,16660165.0,1,0,0,1
3000,16740213.0,4,0,0,4
3000,16830164.0,4,0,0,4
3000,16980165.0,2,0,0,2
3000,18590533.0,1,0,0,1
3000,22480732.0,3,0,0,3
3000,22920113.0,4,0,0,4
3000,23670112.0,2,0,0,2
3000,23750724.0,5,0,1,4
3000,23760725.0,6,0,1,5
3000,23770724.0,1,0,0,1
3000,23780714.0,5,0,0,5
3000,23880254.0,7,0,2,5
3000,23890842.0,4,0,0,4
3000,23920844.0,2,0,0,2
3000,23940841.0,2,0,0,2
3000,23960845.0,2,0,0,2
3000,23990331.0,2,0,0,2
3000,24020251.0,2,0,0,2
3000,24030844.0,5,0,0,5
3000,24070123.0,4,0,0,4
3000,24100832.0,1,0,0,1
3000,24110844.0,1,0,0,1
3000,24240735.0,2,0,0,2
3000,24260723.0,5,0,0,5
3000,24310761.0,2,0,0,2
3000,24410661.0,2,0,0,2
3000,24490713.0,1,0,0,1
3000,24520714.0,2,0,0,2
3000,24530725.0,10,0,2,8
3000,24540111.0,6,0,0,6
3000,24580541.0,2,0,0,2
3000,24630724.0,1,0,0,1
3000,24640211.0,8,0,2,6
3000,24650735.0,2,0,0,2
3000,24750661.0,1,0,0,1
3000,24770842.0,8,0,0,8
3000,24810211.0,1,0,0,1
3000,24820713.0,1,0,0,1
3000,24840714.0,8,0,2,6
3000,24880844.0,1,0,0,1
3000,24900716.0,2,0,2,0
3000,24970714.0,4,0,0,4
3000,25030124.0,7,0,0,7
3000,25320223.0,2,0,0,2
3000,25330223.0,2,0,0,2
3000,25430121.0,3,0,1,2
3000,25520724.0,2,0,0,2
3000,25570724.0,1,0,1,0
3000,25610543.0,8,0,0,8
3000,25750735.0,1,0,0,1
3000,25760312.0,1,0,0,1
3000,25810842.0,2,0,0,2
3000,25820842.0,2,0,0,2
3000,25840735.0,1,0,1,0
3000,25950842.0,2,0,0,2
3000,26010412.0,5,0,0,5
3000,26110223.0,1,0,1,0
3000,26330536.0,2,0,0,2
3000,26410713.0,4,0,0,4
3000,26480415.0,1,0,0,1
3000,26490545.0,19,0,2,17
3000,26510545.0,6,0,0,6
3000,26560251.0,6,0,0,6
3000,26620214.0,6,0,1,5
3000,26630735.0,4,0,0,4
3000,26640236.0,5,0,0,5
3000,26820842.0,2,0,2,0
3000,26830735.0,2,0,0,2
3000,26910842.0,4,0,0,4
3000,26940211.0,1,0,0,1
3000,27730214.0,2,0,0,2
3000,27740214.0,3,0,0,3
3000,28040411.0,16,0,2,14
3000,28050251.0,1,0,0,1
3000,28080741.0,1,0,1,0
3000,28130725.0,2,0,2,0
3000,28440715.0,2,0,0,2
3000,28480713.0,4,0,0,4
3000,28670251.0,2,0,2,0
3000,28680721.0,3,0,0,3
3000,28690832.0,2,0,0,2
3000,28740735.0,2,0,0,2
3000,28780001.0,1,0,0,1
3000,28830001.0,1,0,0,1
3000,28880725.0,4,0,0,4
3000,28970001.0,2,0,0,2
3000,29210001.0,2,0,0,2
3000,29330001.0,2,0,0,2
3000,29610001.0,1,0,0,1
3000,29670001.0,1,0,0,1
3000,29870001.0,3,0,0,3
3000,92870548.0,1,0,1,0
3000,92870604.0,2,0,0,2
3000,92870635.0,4,0,2,2
3000,92870656.0,7,0,0,7
3000,92870663.0,1,0,0,1
3000,92870668.0,8,0,0,8
3000,92870670.0,1,0,0,1
3000,92870758.0,1,0,1,0
3000,92870766.0,1,0,0,1
3000,92870789.0,6,0,0,6
3000,92870804.0,4,2,0,2
3000,92870821.0,3,0,0,3
3000,92870846.0,1,0,0,1
3000,92870875.0,1,0,0,1
3000,92870888.0,6,0,0,6
3000,92870904.0,4,0,2,2
3000,92870952.0,1,0,0,1
3000,92870974.0,1,0,0,1
3000,92871045.0,2,0,0,2
3000,92871052.0,2,0,0,2
3000,92871079.0,1,0,1,0
3000,92871141.0,4,0,0,4
3000,92871151.0,1,0,1,0
3000,92871171.0,1,0,0,1
3000,92871182.0,2,0,0,2
3000,92871252.0,1,0,1,0
3000,92871276.0,6,0,1,5
3000,92871279.0,12,0,2,10
3000,92871280.0,2,0,0,2
3000,92871389.0,6,0,2,4
3000,92871401.0,1,0,0,1
3000,92871417.0,4,0,0,4
3000,92871424.0,2,0,0,2
3000,92871458.0,1,0,0,1
3000,92871461.0,6,0,2,4
3000,92871462.0,1,0,0,1
3000,92871586.0,2,0,0,2
3000,92871986.0,4,0,1,3
3000,92872000.0,1,0,0,1
3000,92872007.0,1,0,0,1
3000,92872049.0,1,0,0,1
3000,92872233.0,2,0,2,0
3000,92872248.0,8,0,0,8
3000,92872329.0,2,0,0,2
3000,92872348.0,2,0,0,2
3000,92872446.0,3,0,0,3
3000,92872453.0,4,0,0,4
3000,92872477.0,2,0,2,0
3000,92872554.0,2,0,1,1
3000,92872580.0,8,0,0,8
3000,92872736.0,2,0,0,2
3000,92872779.0,1,0,0,1
3000,92872780.0,1,0,0,1
3000,92872784.0,2,0,0,2
3000,92872786.0,2,0,2,0
3000,92872787.0,2,0,0,2
3000,92872792.0,2,0,0,2
3000,92872795.0,2,0,0,2
3000,92872798.0,2,0,0,2
3000,92872805.0,1,0,0,1
3570,120001.0,1,0,0,1
3570,230001.0,1,0,0,1
3574,51.0,1,0,0,1
3611,12.0,1,0,0,1
3611,13.0,1,0,0,1
3616,20001.0,2,0,0,2
3616,40001.0,2,0,0,2
3616,80001.0,2,0,0,2
3616,130073.0,7,0,0,7
3616,130104.0,1,0,0,1
3616,130133.0,2,0,0,2
3650,42.0,1,0,0,1
3730,20003.0,2,0,0,2
3780,10010.0,2,0,0,2
3780,10064.0,1,0,0,1
3797,36.0,1,0,0,1
4000,10516.0,1,0,1,0
4000,10528.0,8,0,0,8
4000,20223.0,1,0,0,1
4000,30111.0,6,0,0,6
4000,30131.0,5,0,0,5
4000,30223.0,2,0,0,2
4000,50515.0,1,0,0,1
4000,50525.0,3,0,0,3
4000,80224.0,2,0,0,2
4000,80525.0,5,0,0,5
4000,110233.0,2,0,0,2
4000,130223.0,2,0,0,2
4000,140411.0,2,0,0,2
4000,140431.0,1,0,0,1
4000,140616.0,2,0,0,2
4000,150122.0,1,0,0,1
4000,160131.0,2,0,0,2
4000,160525.0,1,0,0,1
4000,180622.0,2,0,0,2
4000,190122.0,1,0,0,1
4000,200422.0,2,0,0,2
4000,210412.0,1,0,0,1
4000,230425.0,2,0,0,2
4000,250224.0,3,0,2,1
4000,250412.0,2,0,0,2
4000,250623.0,4,0,2,2
4000,290113.0,2,0,0,2
4000,290211.0,6,0,2,4
4000,290616.0,3,0,0,3
4000,300112.0,4,0,2,2
4000,300121.0,2,0,2,0
4000,340131.0,1,0,1,0
4000,470131.0,4,0,0,4
4000,7730223.0,5,0,2,3
4000,7750223.0,2,0,0,2
4000,7760223.0,2,0,0,2
4000,7780224.0,2,0,0,2
4000,7800224.0,2,0,0,2
4000,7910213.0,1,0,0,1
4000,7940212.0,1,0,1,0
4000,8050132.0,2,0,0,2
4000,8120132.0,2,0,2,0
4000,8420525.0,4,0,0,4
4000,8490521.0,1,0,0,1
4000,8820421.0,5,0,0,5
4000,9000422.0,3,0,1,2
4000,9020422.0,2,0,0,2
4000,9030425.0,6,0,3,3
4000,9210322.0,2,0,0,2
4000,9430323.0,3,0,3,0
4000,9740422.0,2,0,0,2
4000,9950527.0,2,0,0,2
4000,9970526.0,4,0,0,4
4000,10280523.0,1,0,0,1
4000,10490233.0,2,0,0,2
4000,10520233.0,2,0,2,0
4000,10630313.0,2,0,0,2
4000,10700311.0,2,0,0,2
4000,10820231.0,4,0,2,2
4000,10910232.0,1,0,0,1
4000,11060231.0,1,0,0,1
4000,11080422.0,1,0,1,0
4000,11670122.0,11,0,5,6
4000,12240121.0,10,0,0,10
4000,12830122.0,1,0,0,1
4000,13210524.0,2,0,1,1
4000,14220421.0,2,0,0,2
4000,14280621.0,1,0,1,0
4000,14570313.0,1,0,0,1
4000,14600314.0,2,0,0,2
4000,14620222.0,2,1,1,0
4000,14650222.0,1,0,0,1
4000,14710412.0,5,0,0,5
4000,14730412.0,1,1,0,0
4000,14740412.0,5,0,3,2
4000,14790412.0,1,0,1,0
4000,14860411.0,1,0,0,1
4000,15030132.0,2,0,0,2
4000,16460323.0,9,0,1,8
4000,16510424.0,2,0,0,2
4000,16630121.0,1,0,0,1
4000,16720212.0,3,0,3,0
4000,16730517.0,3,0,0,3
4000,16740131.0,2,0,0,2
4000,16910623.0,4,0,0,4
4000,16990323.0,3,0,0,3
4000,17000742.0,1,0,0,1
4000,17070621.0,2,0,0,2
4000,17100616.0,1,0,0,1
4000,17340323.0,4,0,0,4
4000,17490223.0,6,0,0,6
4000,17530232.0,1,0,0,1
4000,17670010.0,2,0,2,0
4000,17800421.0,4,0,0,4
4000,17830424.0,2,0,0,2
4000,17850952.0,6,0,0,6
4000,17980412.0,2,0,0,2
4000,18060412.0,2,0,0,2
4000,18130001.0,1,0,0,1
4000,18150001.0,2,0,0,2
4000,18160001.0,4,0,0,4
4000,18170001.0,1,0,1,0
4000,18200001.0,4,0,0,4
4000,18260001.0,4,0,0,4
4000,18380039.0,1,0,1,0
4000,18380089.0,2,0,0,2
4000,18380099.0,1,0,0,1
4000,18380182.0,2,0,0,2
4000,18380186.0,2,0,0,2
4000,18380252.0,2,0,2,0
4000,18380271.0,2,0,0,2
4000,18380303.0,2,0,0,2
4000,18380336.0,4,0,0,4
4000,18380346.0,2,0,0,2
4000,18380355.0,4,0,0,4
4000,18380365.0,1,0,0,1
4000,18380370.0,1,0,0,1
4000,18380386.0,4,0,0,4
4000,18380605.0,2,0,0,2
4000,18380618.0,1,0,0,1
4000,18380665.0,9,0,0,9
4000,18380699.0,2,0,0,2
4000,18380717.0,2,0,2,0
4000,18380742.0,2,0,0,2
4000,18380745.0,4,0,0,4
4000,18380810.0,2,0,0,2
4000,18380868.0,4,0,0,4
4000,18380915.0,4,0,0,4
4000,18380972.0,1,0,0,1
4000,18380977.0,1,0,1,0
4000,18380979.0,1,0,0,1
4000,18380985.0,2,0,0,2
4000,18380992.0,1,0,0,1
4100,20001.0,1,0,0,1
4100,70097.0,2,0,0,2
5000,10433.0,2,0,0,2
5000,10624.0,2,0,0,2
5000,10815.0,2,0,0,2
5000,10827.0,1,0,0,1
5000,20227.0,1,0,0,1
5000,20557.0,2,0,0,2
5000,20814.0,1,0,0,1
5000,20912.0,3,0,0,3
5000,30554.0,4,0,0,4
5000,30816.0,2,0,0,2
5000,40624.0,2,0,2,0
5000,40714.0,2,0,0,2
5000,40815.0,4,0,2,2
5000,50517.0,2,0,2,0
5000,50554.0,4,0,2,2
5000,50815.0,2,0,2,0
5000,60422.0,1,0,0,1
5000,60714.0,2,0,0,2
5000,60816.0,2,0,0,2
5000,60822.0,2,0,0,2
5000,70624.0,1,0,0,1
5000,70743.0,1,0,0,1
5000,80431.0,1,0,0,1
5000,80522.0,2,0,0,2
5000,90515.0,3,0,0,3
5000,90556.0,1,0,0,1
5000,90715.0,2,0,0,2
5000,100911.0,2,0,2,0
5000,110815.0,1,0,0,1
5000,140523.0,2,0,2,0
5000,140816.0,2,0,2,0
5000,140921.0,2,0,2,0
5000,160114.0,2,0,0,2
5000,160624.0,2,0,0,2
5000,160911.0,2,0,0,2
5000,230624.0,4,0,0,4
5000,250612.0,3,0,0,3
5000,340744.0,6,0,2,4
5000,480724.0,2,0,0,2
5000,530215.0,3,0,0,3
5000,550225.0,1,0,0,1
5000,570523.0,2,0,0,2
5000,5313001.0,2,0,0,2
5000,7330313.0,2,0,0,2
5000,7430317.0,2,0,0,2
5000,7440317.0,2,0,2,0
5000,7630325.0,6,0,1,5
5000,7650326.0,1,0,1,0
5000,7700331.0,1,0,1,0
5000,7860341.0,2,0,2,0
5000,7870341.0,2,0,0,2
5000,8030337.0,2,0,0,2
5000,8340431.0,2,0,0,2
5000,8580344.0,3,0,0,3
5000,8600344.0,1,0,0,1
5000,8610344.0,1,0,0,1
5000,8710345.0,2,0,0,2
5000,8740345.0,5,0,1,4
5000,8920433.0,8,0,0,8
5000,8960432.0,2,0,0,2
5000,9190323.0,1,0,0,1
5000,9400316.0,7,0,0,7
5000,9450421.0,5,0,4,1
5000,9770414.0,2,0,0,2
5000,9850413.0,5,0,0,5
5000,9910422.0,1,0,0,1
5000,9920422.0,2,0,0,2
5000,9980413.0,9,0,0,9
5000,10060423.0,1,0,0,1
5000,10100424.0,4,0,2,2
5000,10150424.0,1,0,0,1
5000,10160424.0,2,0,0,2
5000,10180424.0,2,0,0,2
5000,10220434.0,4,0,0,4
5000,10500817.0,2,0,0,2
5000,10690513.0,1,0,0,1
5000,10800517.0,2,0,0,2
5000,10830517.0,2,0,0,2
5000,10900516.0,1,0,0,1
