ZOMET_IRONI,SEMEL_YISHUV,X,Y,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,SUG_DEREH,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,RAMZOR,BAKARA,MEZEG_AVIR,PNE_KVISH,NAFA,KVUZA_GIL,MIN,base_risk_score,veteran_driver_years
240022.0,6400,185326.0,674660.0,2023,4,3,3,5,1,1,8,1,0,1,1,4,5,6,1,2.0,1,1,51,99,0,6.36,
240022.0,6400,185326.0,674660.0,2023,4,3,3,5,1,1,8,1,0,1,1,4,5,6,1,2.0,1,1,51,99,0,6.36,
240022.0,6400,185326.0,674660.0,2023,4,3,3,5,1,1,8,1,0,1,1,4,5,6,1,2.0,1,1,51,99,0,6.36,
240022.0,6400,185326.0,674660.0,2023,4,3,3,5,1,1,8,1,0,1,1,4,5,6,1,2.0,1,1,51,99,0,6.36,
240022.0,6400,185326.0,674660.0,2023,4,3,3,5,1,1,8,1,0,1,1,4,5,6,1,2.0,1,1,51,99,0,6.36,
240022.0,6400,185326.0,674660.0,2023,4,3,3,5,1,1,8,1,0,1,1,4,5,6,1,2.0,1,1,51,99,0,6.36,
240022.0,6400,185326.0,674660.0,2023,4,3,3,5,1,1,8,1,0,1,1,4,5,6,1,2.0,1,1,51,5,1,6.36,6.0
240022.0,6400,185326.0,674660.0,2023,4,3,3,5,1,1,8,1,0,1,1,4,5,6,1,2.0,1,1,51,99,0,6.36,
240022.0,6400,185326.0,674660.0,2023,4,3,3,5,1,1,8,1,0,1,1,4,5,6,1,2.0,1,1,51,5,1,6.36,7.0
240022.0,6400,185326.0,674660.0,2023,4,3,3,5,1,1,8,1,0,1,1,4,5,6,1,2.0,1,1,51,99,0,6.36,
8670004.0,8300,181774.0,652150.0,2023,7,74,4,1,1,1,8,3,0,1,1,2,3,1,0,5.0,1,1,44,7,1,1.32,14.0
8670004.0,8300,181774.0,652150.0,2023,7,74,4,1,1,1,8,3,0,1,1,2,3,1,0,5.0,1,1,44,9,1,1.32,23.0
14900823.0,5000,179716.0,661605.0,2023,5,69,1,1,6,1,8,0,3,1,1,2,3,1,1,2.0,1,1,51,6,1,6.49,10.0
14900823.0,5000,179716.0,661605.0,2023,5,69,1,1,6,1,8,0,3,1,1,2,3,1,1,2.0,1,1,51,11,1,6.49,35.0
99970141.0,7900,189536.0,665923.0,2023,6,57,4,1,1,1,8,0,3,1,1,0,3,1,1,2.0,1,1,42,13,1,0.9,34.0
10180323.0,7400,187282.0,688132.0,2023,3,29,4,1,5,1,9,0,4,1,1,4,3,1,1,2.0,1,1,41,10,1,1.32,
10180323.0,7400,187282.0,688132.0,2023,3,29,4,1,5,1,9,0,4,1,1,4,3,1,1,2.0,1,1,41,15,1,1.32,51.0
250001.0,246,160344.0,591649.0,2023,9,48,4,1,5,1,9,9,0,0,0,0,5,11,9,,9,9,62,14,1,1.32,49.0
250001.0,246,160344.0,591649.0,2023,9,48,4,1,5,1,9,9,0,0,0,0,5,11,9,,9,9,62,4,1,1.32,2.0
60537.0,3000,220227.0,628851.0,2023,8,95,4,5,5,1,9,3,0,1,0,3,3,3,0,5.0,1,1,11,5,2,2.52,8.0
60537.0,3000,220227.0,628851.0,2023,8,95,4,5,5,1,9,3,0,1,0,3,3,3,0,5.0,1,1,11,4,2,2.52,4.0
14590232.0,3000,217543.0,631474.0,2023,11,51,4,1,4,1,9,0,3,1,0,5,3,1,1,2.0,1,1,11,5,1,2.52,6.0
14590232.0,3000,217543.0,631474.0,2023,11,51,4,1,4,1,9,0,3,1,0,5,3,1,1,2.0,1,1,11,8,1,2.52,19.0
11590033.0,7900,188668.0,665711.0,2023,5,91,4,5,4,1,9,0,3,1,1,2,3,3,0,5.0,1,1,42,8,1,2.52,22.0
11590033.0,7900,188668.0,665711.0,2023,5,91,4,5,4,1,9,0,3,1,1,2,3,3,0,5.0,1,1,42,8,1,2.52,15.0
190005.0,7600,207804.0,759279.0,2023,11,96,4,5,2,1,8,3,0,1,1,2,3,3,0,1.0,1,1,24,4,1,0.6,3.0
8550021.0,8300,181507.0,652178.0,2023,3,53,1,1,3,1,8,0,2,1,1,4,3,1,1,2.0,1,1,44,15,1,3.48,44.0
25330223.0,3000,218087.0,633328.0,2023,5,33,4,1,2,1,9,0,3,1,1,3,3,1,1,2.0,1,1,11,6,1,1.32,5.0
25330223.0,3000,218087.0,633328.0,2023,5,33,4,1,2,1,9,0,3,1,1,3,3,1,1,2.0,1,1,11,10,2,1.32,19.0
9910116.0,8600,181661.0,666195.0,2023,12,66,4,5,4,1,8,3,0,1,1,2,3,6,0,1.0,1,6,51,8,1,2.52,19.0
9910116.0,8600,181661.0,666195.0,2023,12,66,4,5,4,1,8,3,0,1,1,2,3,6,0,1.0,1,6,51,99,0,2.52,
15400023.0,9000,180686.0,572920.0,2023,10,77,3,5,1,1,8,0,3,3,1,5,3,3,1,2.0,1,1,62,6,1,1.98,11.0
15400023.0,9000,180686.0,572920.0,2023,10,77,3,5,1,1,8,0,3,3,1,5,3,3,1,2.0,1,1,62,14,2,1.98,46.0
7860001.0,9600,206930.0,749956.0,2023,7,63,4,1,5,1,8,1,0,1,1,1,3,1,0,6.0,1,1,31,9,2,6.17,25.0
11770121.0,7900,186980.0,665484.0,2023,5,55,4,1,5,1,9,3,0,3,1,3,3,1,1,2.0,1,1,42,9,2,8.24,25.0
11770121.0,7900,186980.0,665484.0,2023,5,55,4,1,5,1,9,3,0,3,1,3,3,1,1,2.0,1,1,42,12,1,8.24,43.0
550001.0,8700,188683.0,676828.0,2023,9,35,4,1,3,1,8,0,3,1,1,2,3,1,0,5.0,1,1,42,14,2,1.32,51.0
550001.0,8700,188683.0,676828.0,2023,9,35,4,1,3,1,8,0,3,1,1,2,3,1,0,5.0,1,1,42,14,2,1.32,46.0
12840034.0,7000,189916.0,651845.0,2023,7,85,4,5,3,1,8,0,3,1,1,2,3,3,1,2.0,1,1,43,3,1,1.32,
12840034.0,7000,189916.0,651845.0,2023,7,85,4,5,3,1,8,0,3,1,1,2,3,3,1,2.0,1,1,43,5,1,1.32,7.0
7350007.0,6900,190700.0,676627.0,2023,11,47,4,1,6,1,8,0,3,1,1,4,3,1,0,5.0,1,1,42,16,2,2.52,52.0
7350007.0,6900,190700.0,676627.0,2023,11,47,4,1,6,1,8,0,3,1,1,4,3,1,0,5.0,1,1,42,12,1,2.52,21.0
14230422.0,3000,219477.0,630484.0,2023,3,30,4,1,4,1,8,0,3,1,1,5,3,1,1,2.0,1,1,11,16,1,1.32,
14230422.0,3000,219477.0,630484.0,2023,3,30,4,1,4,1,8,0,3,1,1,5,3,1,1,2.0,1,1,11,6,2,1.32,8.0
8060011.0,70,168598.0,632683.0,2023,5,31,4,1,1,1,8,0,3,3,1,3,3,1,1,2.0,1,1,61,14,1,3.12,26.0
8060011.0,70,168598.0,632683.0,2023,5,31,4,1,1,1,8,0,3,3,1,3,3,1,1,2.0,1,1,61,11,2,3.12,18.0
8060011.0,70,168598.0,632683.0,2023,5,31,4,1,1,1,8,0,3,3,1,3,3,1,1,2.0,1,1,61,11,2,3.12,36.0
9030425.0,4000,199106.0,745787.0,2023,12,4,4,5,6,1,8,1,0,1,1,3,3,3,1,2.0,1,1,31,4,1,4.8,4.0
9030425.0,4000,199106.0,745787.0,2023,12,4,4,5,6,1,8,1,0,1,1,3,3,3,1,2.0,1,1,31,9,1,4.8,25.0
8740056.0,6600,178183.0,656537.0,2023,3,31,4,1,2,1,5,0,3,1,1,2,3,1,9,,1,1,51,14,1,3.84,46.0
7860004.0,6500,191807.0,704994.0,2023,11,51,4,1,1,1,9,0,2,1,1,3,3,1,1,2.0,2,2,32,9,1,10.74,30.0
7860004.0,6500,191807.0,704994.0,2023,11,51,4,1,1,1,9,0,2,1,1,3,3,1,1,2.0,2,2,32,10,2,10.74,16.0
7860004.0,6500,191807.0,704994.0,2023,11,51,4,1,1,1,9,0,2,1,1,3,3,1,1,2.0,2,2,32,6,1,10.74,3.0
18170001.0,4000,197798.0,743271.0,2023,9,31,1,1,2,1,8,1,0,3,1,2,3,1,0,1.0,1,1,31,14,1,0.9,52.0
10800341.0,7100,161755.0,620861.0,2023,12,47,4,1,1,1,9,0,3,4,1,5,3,1,1,2.0,1,1,61,7,2,5.04,14.0
10800341.0,7100,161755.0,620861.0,2023,12,47,4,1,1,1,9,0,3,4,1,5,3,1,1,2.0,1,1,61,16,1,5.04,51.0
160021.0,6100,183653.0,666222.0,2023,3,30,4,1,1,1,8,1,0,1,1,3,3,1,0,5.0,1,1,51,7,1,2.52,18.0
160021.0,6100,183653.0,666222.0,2023,3,30,4,1,1,1,8,1,0,1,1,3,3,1,0,5.0,1,1,51,5,1,2.52,4.0
160021.0,6100,183653.0,666222.0,2023,3,30,4,1,1,1,8,1,0,1,1,3,3,1,0,5.0,1,1,51,99,0,2.52,
160021.0,6100,183653.0,666222.0,2023,3,30,4,1,1,1,8,1,0,1,1,3,3,1,0,5.0,1,1,51,99,0,2.52,
690042.0,7400,189222.0,691130.0,2023,12,65,4,1,3,1,8,3,0,1,1,1,3,11,0,5.0,1,1,41,6,1,2.52,7.0
690042.0,7400,189222.0,691130.0,2023,12,65,4,1,3,1,8,3,0,1,1,1,3,11,0,5.0,1,1,41,5,2,2.52,8.0
7550119.0,9400,189115.0,660568.0,2023,2,73,4,5,4,1,8,3,0,1,1,4,3,3,0,1.0,1,1,42,8,1,0.6,22.0
11770121.0,7900,186980.0,665484.0,2023,10,27,4,5,6,1,8,0,3,1,1,0,3,6,1,2.0,1,1,42,13,2,8.24,36.0
11770121.0,7900,186980.0,665484.0,2023,10,27,4,5,6,1,8,0,3,1,1,0,3,6,1,2.0,1,1,42,13,1,8.24,42.0
8610011.0,70,166991.0,632566.0,2023,1,77,4,5,5,1,9,9,0,0,0,0,5,6,9,,9,9,61,16,1,5.7,35.0
8610011.0,70,166991.0,632566.0,2023,1,77,4,5,5,1,9,9,0,0,0,0,5,6,9,,9,9,61,7,1,5.7,8.0
40001.0,1063,226849.0,769287.0,2023,7,57,4,1,4,1,9,3,0,1,1,3,3,1,0,1.0,1,1,24,12,2,0.6,34.0
98340741.0,9000,178198.0,572158.0,2023,8,35,4,1,4,1,9,3,0,1,1,3,3,1,0,6.0,1,1,62,6,2,1.32,8.0
98340741.0,9000,178198.0,572158.0,2023,8,35,4,1,4,1,9,3,0,1,1,3,3,1,0,6.0,1,1,62,7,2,1.32,14.0
17810189.0,7200,181037.0,647596.0,2023,6,62,4,1,2,1,8,0,3,2,1,4,3,1,1,2.0,1,1,44,7,1,1.92,16.0
17810189.0,7200,181037.0,647596.0,2023,6,62,4,1,2,1,8,0,3,2,1,4,3,1,1,2.0,1,1,44,10,2,1.92,32.0
17810189.0,7200,181037.0,647596.0,2023,6,62,4,1,2,1,8,0,3,2,1,4,3,1,1,2.0,1,1,44,14,1,1.92,34.0
9120004.0,6500,191415.0,706249.0,2023,12,37,4,1,6,1,9,9,0,0,0,0,5,11,0,6.0,9,9,32,11,2,1.32,35.0
9120004.0,6500,191415.0,706249.0,2023,12,37,4,1,6,1,9,9,0,0,0,0,5,11,0,6.0,9,9,32,10,1,1.32,32.0
25810842.0,3000,218005.0,628901.0,2023,3,51,4,1,1,1,8,0,3,1,1,3,3,1,1,2.0,1,9,11,6,2,1.32,2.0
25810842.0,3000,218005.0,628901.0,2023,3,51,4,1,1,1,8,0,3,1,1,3,3,1,1,2.0,1,9,11,5,1,1.32,3.0
15140002.0,2500,204060.0,742487.0,2023,3,88,4,5,4,1,8,0,2,1,1,5,3,3,1,2.0,1,1,31,6,1,5.04,3.0
15140002.0,2500,204060.0,742487.0,2023,3,88,4,5,4,1,8,0,2,1,1,5,3,3,1,2.0,1,1,31,16,1,5.04,54.0
92870789.0,3000,218991.0,632935.0,2023,3,86,4,5,3,1,8,0,3,1,1,4,3,3,1,2.0,9,2,11,11,1,3.84,33.0
92870789.0,3000,218991.0,632935.0,2023,3,86,4,5,3,1,8,0,3,1,1,4,3,3,1,2.0,9,2,11,6,2,3.84,10.0
7350001.0,8200,207520.0,748792.0,2023,9,53,4,1,4,1,8,0,3,1,1,2,3,1,0,1.0,1,1,31,15,1,0.6,47.0
10750052.0,9000,178129.0,572877.0,2023,10,57,4,1,6,1,8,0,4,1,1,3,4,1,0,1.0,1,1,62,11,1,0.6,28.0
16170164.0,3000,219833.0,632258.0,2023,6,58,4,1,4,1,8,0,3,1,1,3,3,1,1,2.0,1,1,11,7,1,4.44,15.0
10050006.0,8700,187299.0,677710.0,2023,6,94,4,5,4,1,8,3,0,1,1,5,3,3,1,2.0,1,1,42,5,1,6.96,7.0
10050006.0,8700,187299.0,677710.0,2023,6,94,4,5,4,1,8,3,0,1,1,5,3,3,1,2.0,1,1,42,11,1,6.96,35.0
99970731.0,7900,188261.0,664651.0,2023,7,27,4,1,6,1,8,0,3,1,1,2,3,1,9,7.0,1,1,42,6,1,0.6,6.0
7860004.0,6500,191807.0,704994.0,2023,9,61,4,1,5,1,8,0,2,1,1,5,4,1,1,2.0,1,1,32,5,1,10.74,7.0
7860004.0,6500,191807.0,704994.0,2023,9,61,4,1,5,1,8,0,2,1,1,5,4,1,1,2.0,1,1,32,5,1,10.74,6.0
7930002.0,2600,195434.0,386412.0,2023,3,41,4,1,1,1,8,3,0,1,1,3,3,1,0,6.0,1,1,62,16,1,2.52,59.0
7930002.0,2600,195434.0,386412.0,2023,3,41,4,1,1,1,8,3,0,1,1,3,3,1,0,6.0,1,1,62,17,1,2.52,65.0
7620002.0,6700,250721.0,743574.0,2023,6,61,4,1,6,1,8,1,0,1,1,2,3,1,0,5.0,1,1,22,5,1,2.52,4.0
7620002.0,6700,250721.0,743574.0,2023,6,61,4,1,6,1,8,1,0,1,1,2,3,1,0,5.0,1,1,22,10,1,2.52,31.0
8370184.0,7700,228044.0,722929.0,2023,4,45,4,1,3,1,9,3,0,1,1,2,3,1,0,6.0,1,1,23,16,1,1.32,60.0
8370184.0,7700,228044.0,722929.0,2023,4,45,4,1,3,1,9,3,0,1,1,2,3,1,0,6.0,1,1,23,5,1,1.32,5.0
9110121.0,3000,221101.0,633436.0,2023,1,63,4,1,1,1,9,2,0,1,0,3,1,1,1,2.0,1,1,11,7,1,0.6,17.0
8660022.0,7900,188372.0,665772.0,2023,6,64,4,1,2,1,8,3,0,1,1,4,3,1,0,5.0,1,1,42,8,2,1.32,20.0
8660022.0,7900,188372.0,665772.0,2023,6,64,4,1,2,1,8,3,0,1,1,4,3,1,0,5.0,1,1,42,4,2,1.32,3.0
190521.0,3000,220905.0,630927.0,2023,1,73,4,5,2,1,8,3,0,1,1,2,3,3,0,6.0,1,1,11,5,1,1.32,3.0
190521.0,3000,220905.0,630927.0,2023,1,73,4,5,2,1,8,3,0,1,1,2,3,3,0,6.0,1,1,11,15,2,1.32,52.0
11840612.0,5000,180373.0,664530.0,2023,5,55,4,1,2,1,8,1,0,1,1,4,5,1,1,2.0,9,1,51,4,1,3.2,
9770062.0,7900,190864.0,667095.0,2023,12,54,4,1,7,1,9,0,3,3,3,3,3,1,1,2.0,2,2,42,9,1,1.32,
9770062.0,7900,190864.0,667095.0,2023,12,54,4,1,7,1,9,0,3,3,3,3,3,1,1,2.0,2,2,42,9,1,1.32,28.0
7470001.0,7600,208084.0,758800.0,2023,2,52,4,1,6,1,9,0,2,1,1,3,3,1,0,7.0,1,1,24,16,1,1.32,49.0
7470001.0,7600,208084.0,758800.0,2023,2,52,4,1,6,1,9,0,2,1,1,3,3,1,0,7.0,1,1,24,12,2,1.32,22.0
92870663.0,3000,220479.0,632032.0,2023,8,56,4,1,5,1,8,1,0,1,1,2,3,1,1,2.0,1,1,11,99,0,0.6,
19190931.0,5000,180455.0,662209.0,2023,8,60,4,1,6,1,8,3,0,1,1,3,3,1,0,1.0,1,1,51,99,0,0.6,
11060231.0,4000,199734.0,747020.0,2023,11,77,4,5,4,1,8,1,0,1,1,2,3,6,0,1.0,1,1,31,14,1,0.6,50.0
10590029.0,7400,187781.0,693936.0,2023,9,33,4,1,2,1,9,0,1,1,1,1,3,1,0,1.0,1,1,41,10,1,0.6,30.0
9500175.0,3000,220845.0,633054.0,2023,5,60,4,1,5,1,9,1,0,1,1,5,3,1,1,2.0,1,1,11,4,1,3.2,5.0
9500175.0,3000,220845.0,633054.0,2023,5,60,4,1,5,1,9,1,0,1,1,5,3,1,1,2.0,1,1,11,7,1,3.2,16.0
23670112.0,3000,222005.0,633924.0,2023,4,49,4,1,3,1,8,0,3,1,1,2,3,1,1,2.0,1,1,11,7,2,1.32,9.0
23670112.0,3000,222005.0,633924.0,2023,4,49,4,1,3,1,8,0,3,1,1,2,3,1,1,2.0,1,1,11,13,1,1.32,43.0
9060032.0,7900,189413.0,665475.0,2023,7,38,4,1,5,1,9,1,0,1,1,2,3,1,0,5.0,1,1,42,6,1,1.32,14.0
9060032.0,7900,189413.0,665475.0,2023,7,38,4,1,5,1,9,1,0,1,1,2,3,1,0,5.0,1,1,42,7,2,1.32,14.0
12170004.0,8400,183640.0,645166.0,2023,10,70,4,5,2,1,9,3,0,1,1,2,3,3,0,1.0,1,1,44,10,1,1.92,30.0
10190314.0,7400,187374.0,687384.0,2023,11,51,4,1,3,1,8,3,0,1,1,3,3,1,0,6.0,1,1,41,13,1,1.92,34.0
10190314.0,7400,187374.0,687384.0,2023,11,51,4,1,3,1,8,3,0,1,1,3,3,1,0,6.0,1,1,41,9,1,1.92,25.0
10190314.0,7400,187374.0,687384.0,2023,11,51,4,1,3,1,8,3,0,1,1,3,3,1,0,6.0,1,1,41,8,1,1.92,21.0
60007.0,6500,192131.0,704919.0,2023,7,72,4,1,5,1,9,0,3,1,1,2,3,1,1,2.0,1,1,32,5,1,8.24,7.0
60007.0,6500,192131.0,704919.0,2023,7,72,4,1,5,1,9,0,3,1,1,2,3,1,1,2.0,1,1,32,6,1,8.24,10.0
250001.0,1200,200565.0,645887.0,2023,6,65,4,1,3,1,9,9,0,0,0,0,5,11,9,,9,9,43,6,1,3.2,9.0
250001.0,1200,200565.0,645887.0,2023,6,65,4,1,3,1,9,9,0,0,0,0,5,11,9,,9,9,43,11,2,3.2,36.0
11300414.0,7900,190570.0,665100.0,2023,6,43,4,1,4,1,9,3,0,1,1,2,3,1,0,7.0,1,1,42,7,1,0.6,11.0
28780001.0,3000,219155.0,635420.0,2023,10,35,4,1,4,1,8,1,0,1,1,2,4,1,0,1.0,1,1,11,7,1,0.6,15.0
440022.0,9000,180302.0,572247.0,2023,6,74,4,1,5,1,8,3,0,1,1,3,3,1,1,2.0,1,1,62,15,1,1.32,25.0
440022.0,9000,180302.0,572247.0,2023,6,74,4,1,5,1,8,3,0,1,1,3,3,1,1,2.0,1,1,62,6,2,1.32,11.0
7600002.0,6700,250423.0,743684.0,2023,10,48,4,1,3,1,8,0,3,1,1,3,3,1,0,1.0,1,1,22,5,1,1.32,6.0
7600002.0,6700,250423.0,743684.0,2023,10,48,4,1,3,1,8,0,3,1,1,3,3,1,0,1.0,1,1,22,11,2,1.32,36.0
8480001.0,2600,194805.0,385382.0,2023,5,48,4,1,2,1,8,0,3,1,1,2,3,1,9,7.0,1,1,62,11,2,0.6,33.0
60001.0,240,210141.0,729002.0,2023,4,89,4,5,1,1,9,0,3,1,1,2,3,3,1,2.0,5,1,23,9,1,1.32,28.0
60001.0,240,210141.0,729002.0,2023,4,89,4,5,1,1,9,0,3,1,1,2,3,3,1,2.0,5,1,23,5,2,1.32,6.0
80151416.0,5000,181076.0,666472.0,2023,1,90,4,5,2,1,10,3,0,1,1,2,3,6,0,5.0,1,1,51,6,2,1.98,9.0
80151416.0,5000,181076.0,666472.0,2023,1,90,4,5,2,1,10,3,0,1,1,2,3,6,0,5.0,1,1,51,10,1,1.98,31.0
8980009.0,6300,182079.0,663761.0,2023,11,90,4,5,1,1,8,1,0,1,1,2,3,3,1,3.0,1,1,51,9,1,4.5,23.0
8980009.0,6300,182079.0,663761.0,2023,11,90,4,5,1,1,8,1,0,1,1,2,3,3,1,3.0,1,1,51,9,1,4.5,25.0
13030557.0,5000,178685.0,663125.0,2023,2,53,4,1,1,1,9,3,0,1,1,3,5,1,0,1.0,1,1,51,16,2,3.8,57.0
13030557.0,5000,178685.0,663125.0,2023,2,53,4,1,1,1,9,3,0,1,1,3,5,1,0,1.0,1,1,51,8,1,3.8,
11100001.0,6600,178011.0,656176.0,2023,9,43,2,1,1,1,8,3,0,1,1,4,3,1,0,1.0,1,1,51,11,1,0.6,37.0
10660022.0,9000,177013.0,574008.0,2023,4,30,4,1,1,1,9,0,3,2,1,5,4,1,1,2.0,1,1,62,8,1,5.04,5.0
10660022.0,9000,177013.0,574008.0,2023,4,30,4,1,1,1,9,0,3,2,1,5,4,1,1,2.0,1,1,62,12,1,5.04,40.0
10660022.0,9000,177013.0,574008.0,2023,4,30,4,1,1,1,9,0,3,2,1,5,4,1,1,2.0,1,1,62,7,2,5.04,15.0
10050006.0,8700,187299.0,677710.0,2023,9,82,4,5,7,1,8,0,3,1,1,4,3,3,1,2.0,1,1,42,8,2,6.96,19.0
10050006.0,8700,187299.0,677710.0,2023,9,82,4,5,7,1,8,0,3,1,1,4,3,3,1,2.0,1,1,42,12,2,6.96,33.0
8090006.0,6700,249061.0,744954.0,2023,12,82,4,5,2,1,8,0,2,1,1,3,3,3,1,2.0,1,1,22,12,2,5.1,40.0
8090006.0,6700,249061.0,744954.0,2023,12,82,4,5,2,1,8,0,2,1,1,3,3,3,1,2.0,1,1,22,8,1,5.1,19.0
18380336.0,4000,202120.0,744316.0,2023,6,57,4,1,5,1,8,3,0,1,0,2,3,1,0,5.0,1,1,31,12,2,2.52,24.0
18380336.0,4000,202120.0,744316.0,2023,6,57,4,1,5,1,8,3,0,1,0,2,3,1,0,5.0,1,1,31,10,1,2.52,34.0
180014.0,7900,189584.0,667046.0,2023,1,51,4,1,6,1,9,0,3,1,1,4,3,1,0,6.0,1,1,42,7,1,1.98,18.0
180014.0,7900,189584.0,667046.0,2023,1,51,4,1,6,1,9,0,3,1,1,4,3,1,0,6.0,1,1,42,14,1,1.98,50.0
180005.0,2600,194123.0,385321.0,2023,7,70,4,1,1,1,8,3,0,1,1,2,3,1,0,6.0,1,1,62,9,1,0.6,25.0
18380089.0,4000,201361.0,745555.0,2023,9,32,4,1,2,1,8,1,0,1,1,3,3,1,1,2.0,1,1,31,11,2,1.32,35.0
18380089.0,4000,201361.0,745555.0,2023,9,32,4,1,2,1,8,1,0,1,1,3,3,1,1,2.0,1,1,31,7,2,1.32,16.0
10800341.0,7100,161755.0,620861.0,2023,5,36,4,1,3,1,8,0,3,1,1,5,3,1,1,2.0,1,1,61,7,2,5.04,13.0
10800341.0,7100,161755.0,620861.0,2023,5,36,4,1,3,1,8,0,3,1,1,5,3,1,1,2.0,1,1,61,8,1,5.04,19.0
90316.0,3000,216399.0,630642.0,2023,3,50,4,1,1,1,8,3,0,1,1,3,3,1,1,2.0,1,1,11,18,1,0.6,31.0
10780012.0,9000,177945.0,575074.0,2023,2,33,4,1,1,1,8,0,3,3,1,4,3,1,1,2.0,1,1,62,6,1,2.22,12.0
10780012.0,9000,177945.0,575074.0,2023,2,33,4,1,1,1,8,0,3,3,1,4,3,1,1,2.0,1,1,62,8,1,2.22,21.0
7940212.0,4000,200718.0,746411.0,2023,10,14,4,5,5,1,8,0,5,2,1,2,3,6,0,1.0,1,1,31,5,1,0.9,5.0
24970714.0,3000,221566.0,637379.0,2023,6,7,4,5,6,1,9,3,0,1,1,3,3,3,1,2.0,1,1,11,9,1,2.52,20.0
24970714.0,3000,221566.0,637379.0,2023,6,7,4,5,6,1,9,3,0,1,1,3,3,3,1,2.0,1,1,11,4,1,2.52,3.0
10800341.0,7100,161755.0,620861.0,2023,6,74,4,1,6,1,8,0,3,3,1,5,3,1,1,2.0,1,1,61,8,1,5.04,19.0
10800341.0,7100,161755.0,620861.0,2023,6,74,4,1,6,1,8,0,3,3,1,5,3,1,1,2.0,1,1,61,12,1,5.04,31.0
7690002.0,6700,250857.0,743778.0,2023,8,80,4,5,1,1,9,9,0,0,0,0,5,6,1,2.0,9,9,22,4,1,0.9,4.0
24630724.0,3000,219123.0,635968.0,2023,1,67,4,1,2,1,8,0,3,1,1,4,3,1,0,1.0,1,1,11,7,1,0.6,12.0
30131.0,4000,205428.0,747125.0,2023,2,5,4,5,1,1,8,0,3,1,1,5,4,3,1,2.0,1,1,31,5,2,3.12,5.0
30131.0,4000,205428.0,747125.0,2023,2,5,4,5,1,1,8,0,3,1,1,5,4,3,1,2.0,1,1,31,5,1,3.12,6.0
30131.0,4000,205428.0,747125.0,2023,2,5,4,5,1,1,8,0,3,1,1,5,4,3,1,2.0,1,1,31,7,1,3.12,6.0
92871417.0,3000,219563.0,627920.0,2023,3,82,4,5,4,1,8,3,0,1,1,2,3,3,0,5.0,1,1,11,5,1,2.52,4.0
92871417.0,3000,219563.0,627920.0,2023,3,82,4,5,4,1,8,3,0,1,1,2,3,3,0,5.0,1,1,11,9,2,2.52,9.0
10030201.0,8500,187134.0,647854.0,2023,1,54,4,1,1,1,8,0,2,1,1,2,3,1,0,7.0,1,1,43,16,2,0.6,49.0
170011.0,6600,181704.0,657808.0,2023,7,47,4,1,3,1,8,3,0,1,1,3,2,1,0,1.0,1,1,51,10,1,0.9,33.0
7910002.0,7800,198219.0,708717.0,2023,6,75,4,1,2,1,8,3,0,1,1,2,3,1,0,6.0,1,1,32,6,2,1.32,9.0
10880056.0,6600,178509.0,656894.0,2023,12,49,4,1,6,1,8,1,0,1,1,4,3,1,1,2.0,1,1,51,4,1,5.1,2.0
10880056.0,6600,178509.0,656894.0,2023,12,49,4,1,6,1,8,1,0,1,1,4,3,1,1,2.0,1,1,51,7,1,5.1,13.0
10150345.0,70,167813.0,635340.0,2023,12,44,4,1,5,1,8,0,3,3,1,3,3,1,1,2.0,1,1,61,16,1,3.97,30.0
10150345.0,70,167813.0,635340.0,2023,12,44,4,1,5,1,8,0,3,3,1,3,3,1,1,2.0,1,1,61,6,1,3.97,9.0
8060002.0,6500,193219.0,704397.0,2023,1,76,4,5,2,1,9,0,3,1,1,2,3,3,0,1.0,1,1,32,12,1,0.9,41.0
24070123.0,3000,220646.0,633506.0,2023,2,62,4,1,5,1,8,2,0,1,1,3,3,1,9,7.0,1,1,11,7,1,2.52,17.0
24070123.0,3000,220646.0,633506.0,2023,2,62,4,1,5,1,8,2,0,1,1,3,3,1,9,7.0,1,1,11,8,1,2.52,13.0
16730517.0,4000,199954.0,743602.0,2023,1,29,4,1,4,1,9,0,3,2,1,3,3,1,1,2.0,1,1,31,11,1,1.92,38.0
16730517.0,4000,199954.0,743602.0,2023,1,29,4,1,4,1,9,0,3,2,1,3,3,1,1,2.0,1,1,31,99,2,1.92,4.0
8500001.0,2600,193323.0,384473.0,2023,2,55,4,1,1,1,8,1,0,1,1,2,3,1,0,6.0,1,1,62,12,1,0.6,35.0
190122.0,4000,207357.0,747110.0,2023,2,81,4,5,3,1,9,0,3,1,1,3,3,3,9,,1,1,31,10,1,0.6,33.0
9720005.0,70,165760.0,633281.0,2023,6,81,4,5,2,1,9,0,3,1,1,4,3,3,0,7.0,1,1,61,18,1,2.58,66.0
9720005.0,70,165760.0,633281.0,2023,6,81,4,5,2,1,9,0,3,1,1,4,3,3,0,7.0,1,1,61,4,2,2.58,
92872779.0,3000,215743.0,628847.0,2023,2,94,4,5,3,1,8,3,0,1,1,2,3,3,0,1.0,1,1,11,6,2,0.6,4.0
