ZOMET_IRONI,SEMEL_YISHUV,X,Y,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,SUG_DEREH,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,RAMZOR,BAKARA,MEZEG_AVIR,PNE_KVISH,NAFA,KVUZA_GIL,MIN,base_risk_score,veteran_driver_years
10590420.0,7400,185528.0,687473.0,2023,3,40,4,1,1,1,9,0,3,1,1,2,3,1,9,,2,2,41,14,1,0.6,34.0
13030396.0,6900,189773.0,677934.0,2023,11,73,4,5,3,1,8,0,3,1,1,4,3,6,0,6.0,1,1,42,12,1,0.6,38.0
8630005.0,8400,181205.0,645021.0,2023,4,55,1,1,4,1,9,9,0,0,0,0,5,11,1,2.0,9,9,44,5,1,1.32,5.0
8630005.0,8400,181205.0,645021.0,2023,4,55,1,1,4,1,9,9,0,0,0,0,5,11,1,2.0,9,9,44,9,1,1.32,24.0
12690913.0,5000,181180.0,663516.0,2023,7,52,4,1,5,1,8,1,0,1,1,3,3,1,1,2.0,1,1,51,9,2,2.52,17.0
12690913.0,5000,181180.0,663516.0,2023,7,52,4,1,5,1,8,1,0,1,1,3,3,1,1,2.0,1,1,51,6,2,2.52,10.0
430122.0,1015,215287.0,634361.0,2023,6,42,4,1,3,1,9,3,0,1,1,3,4,1,0,1.0,1,1,11,5,1,1.32,4.0
430122.0,1015,215287.0,634361.0,2023,6,42,4,1,3,1,9,3,0,1,1,3,4,1,0,1.0,1,1,11,5,1,1.32,7.0
10130033.0,7100,161862.0,618992.0,2023,2,29,4,1,6,1,9,3,0,1,1,4,3,1,0,5.0,1,1,61,5,2,1.32,8.0
10130033.0,7100,161862.0,618992.0,2023,2,29,4,1,6,1,9,3,0,1,1,4,3,1,0,5.0,1,1,61,8,1,1.32,23.0
26640236.0,3000,218356.0,629343.0,2023,12,60,4,1,2,1,8,0,3,1,1,3,3,1,1,2.0,1,1,11,9,2,3.12,18.0
26640236.0,3000,218356.0,629343.0,2023,12,60,4,1,2,1,8,0,3,1,1,3,3,1,1,2.0,1,1,11,5,1,3.12,4.0
180622.0,4000,201182.0,742287.0,2023,1,91,4,5,7,1,9,0,3,1,1,2,3,3,0,1.0,2,2,31,4,1,1.32,3.0
180622.0,4000,201182.0,742287.0,2023,1,91,4,5,7,1,9,0,3,1,1,2,3,3,0,1.0,2,2,31,6,1,1.32,10.0
20700111.0,5000,180659.0,667465.0,2023,12,47,4,1,2,1,5,0,3,1,1,2,3,1,0,6.0,1,1,51,5,2,7.62,3.0
20700111.0,5000,180659.0,667465.0,2023,12,47,4,1,2,1,5,0,3,1,1,2,3,1,0,6.0,1,1,51,7,2,7.62,16.0
80150533.0,5000,180989.0,665365.0,2023,7,22,4,5,7,1,8,0,3,2,1,3,3,10,0,1.0,1,1,51,7,1,2.57,
8840029.0,7800,199867.0,709014.0,2023,11,35,4,1,2,1,9,0,3,1,1,2,3,1,0,5.0,1,1,32,15,1,1.32,57.0
8840029.0,7800,199867.0,709014.0,2023,11,35,4,1,2,1,9,0,3,1,1,2,3,1,0,5.0,1,1,32,7,1,1.32,8.0
8270012.0,6100,184929.0,666995.0,2023,1,87,4,5,1,1,8,3,0,6,1,5,3,10,1,3.0,9,5,51,8,1,2.22,21.0
8270012.0,6100,184929.0,666995.0,2023,1,87,4,5,1,1,8,3,0,6,1,5,3,10,1,3.0,9,5,51,5,1,2.22,4.0
8820421.0,4000,199178.0,744595.0,2023,5,63,4,1,3,1,8,3,0,1,1,2,3,1,0,1.0,1,1,31,9,2,3.12,23.0
8820421.0,4000,199178.0,744595.0,2023,5,63,4,1,3,1,8,3,0,1,1,2,3,1,0,1.0,1,1,31,5,1,3.12,6.0
8820421.0,4000,199178.0,744595.0,2023,5,63,4,1,3,1,8,3,0,1,1,2,3,1,0,1.0,1,1,31,15,2,3.12,47.0
18380937.0,5000,181696.0,661474.0,2023,12,37,4,1,1,1,8,3,0,1,1,3,3,1,0,1.0,9,2,51,4,1,0.9,2.0
12500025.0,8200,208979.0,750607.0,2023,8,72,4,1,3,1,8,3,0,1,1,2,3,1,0,1.0,1,1,31,6,2,0.6,6.0
8660004.0,7100,161558.0,618724.0,2023,11,44,4,1,5,1,8,0,3,1,1,3,3,1,1,2.0,1,1,61,6,1,3.84,9.0
8660004.0,7100,161558.0,618724.0,2023,11,44,4,1,5,1,8,0,3,1,1,3,3,1,1,2.0,1,1,61,13,1,3.84,47.0
10490233.0,4000,199438.0,746890.0,2023,1,93,4,5,3,1,8,3,0,1,1,2,3,3,1,2.0,1,1,31,9,1,1.32,26.0
10490233.0,4000,199438.0,746890.0,2023,1,93,4,5,3,1,8,3,0,1,1,2,3,3,1,2.0,1,1,31,99,0,1.32,
8450001.0,70,182631.0,664944.0,2023,6,92,4,5,5,1,8,0,4,1,1,3,5,6,0,6.0,9,1,61,5,1,1.32,8.0
8450001.0,70,182631.0,664944.0,2023,6,92,4,5,5,1,8,0,4,1,1,3,5,6,0,6.0,9,1,61,6,1,1.32,6.0
98340042.0,9000,180042.0,573302.0,2023,1,65,4,1,1,1,9,0,3,1,1,2,3,1,0,7.0,1,1,62,13,2,0.6,19.0
260006.0,9100,209225.0,768551.0,2023,4,69,4,1,3,1,9,1,0,1,1,1,3,1,9,,1,1,24,5,2,0.6,6.0
92870668.0,3000,220715.0,631394.0,2023,6,85,4,5,2,1,9,3,0,2,1,3,3,3,1,2.0,1,1,11,4,1,5.04,4.0
92870668.0,3000,220715.0,631394.0,2023,6,85,4,5,2,1,9,3,0,2,1,3,3,3,1,2.0,1,1,11,5,1,5.04,4.0
13810413.0,3000,219451.0,629228.0,2023,6,75,4,1,4,1,9,1,0,1,1,3,4,11,1,2.0,9,1,11,5,1,0.6,6.0
99970349.0,7900,186368.0,666642.0,2023,1,50,4,1,6,1,9,0,3,2,1,4,3,1,0,1.0,1,1,42,8,1,1.32,20.0
99970349.0,7900,186368.0,666642.0,2023,1,50,4,1,6,1,9,0,3,2,1,4,3,1,0,1.0,1,1,42,12,1,1.32,41.0
8310001.0,7700,227073.0,724132.0,2023,6,67,4,1,2,1,9,3,0,1,1,4,3,1,0,1.0,1,1,23,9,2,0.6,25.0
29670001.0,3000,222071.0,632604.0,2023,5,63,4,1,4,1,9,1,0,1,1,3,3,1,9,,1,1,11,5,1,0.6,4.0
350022.0,9000,180111.0,572022.0,2023,10,90,3,5,3,1,9,1,0,1,1,2,3,3,0,5.0,1,1,62,11,1,3.84,30.0
350022.0,9000,180111.0,572022.0,2023,10,90,3,5,3,1,9,1,0,1,1,2,3,3,0,5.0,1,1,62,6,1,3.84,3.0
10500817.0,5000,179614.0,662556.0,2023,5,27,4,1,7,1,8,0,3,1,1,2,3,1,1,2.0,1,1,51,16,1,1.32,58.0
10500817.0,5000,179614.0,662556.0,2023,5,27,4,1,7,1,8,0,3,1,1,2,3,1,1,2.0,1,1,51,6,1,1.32,
18460933.0,5000,181166.0,661597.0,2023,11,60,4,1,7,1,8,3,0,1,1,3,3,1,1,2.0,1,1,51,11,1,3.78,
18460933.0,5000,181166.0,661597.0,2023,11,60,4,1,7,1,8,3,0,1,1,3,3,1,1,2.0,1,1,51,7,1,3.78,
120012.0,6600,181039.0,658830.0,2023,7,39,4,1,5,1,9,3,0,1,0,2,3,1,0,1.0,1,1,51,14,1,0.6,48.0
8920433.0,5000,179797.0,664785.0,2023,11,44,4,1,7,1,8,1,0,1,1,3,3,1,1,2.0,1,1,51,17,1,5.04,62.0
8920433.0,5000,179797.0,664785.0,2023,11,44,4,1,7,1,8,1,0,1,1,3,3,1,1,2.0,1,1,51,7,1,5.04,18.0
8210009.0,7100,159216.0,618863.0,2023,7,69,4,1,1,1,9,9,0,0,0,0,5,11,9,,9,9,61,8,2,0.9,19.0
15920001.0,9000,182130.0,569379.0,2023,3,29,4,1,1,1,8,1,0,1,1,2,5,1,0,6.0,9,1,62,7,1,1.32,15.0
15920001.0,9000,182130.0,569379.0,2023,3,29,4,1,1,1,8,1,0,1,1,2,5,1,0,6.0,9,1,62,5,1,1.32,7.0
7460001.0,2600,194639.0,385189.0,2023,6,33,4,1,3,1,8,0,3,1,1,2,3,1,0,1.0,1,1,62,7,1,2.52,16.0
18380186.0,4000,200798.0,746169.0,2023,2,59,4,1,3,1,8,1,0,1,1,2,3,1,1,2.0,1,1,31,14,1,1.32,50.0
18380186.0,4000,200798.0,746169.0,2023,2,59,4,1,3,1,8,1,0,1,1,2,3,1,1,2.0,1,1,31,8,2,1.32,17.0
9910052.0,6600,178144.0,657971.0,2023,9,37,4,1,2,1,8,3,0,1,1,3,3,1,0,1.0,1,1,51,9,2,0.9,22.0
410062.0,9000,179614.0,572128.0,2023,9,93,4,5,2,1,8,3,0,1,1,2,3,3,0,6.0,1,1,62,6,1,1.32,13.0
410062.0,9000,179614.0,572128.0,2023,9,93,4,5,2,1,8,3,0,1,1,2,3,3,0,6.0,1,1,62,5,1,1.32,6.0
7770001.0,2600,195586.0,385860.0,2023,5,72,4,1,3,1,8,1,0,1,1,3,3,1,0,5.0,1,1,62,7,1,1.98,15.0
7770001.0,2600,195586.0,385860.0,2023,5,72,4,1,3,1,8,1,0,1,1,3,3,1,0,5.0,1,1,62,15,1,1.98,24.0
7280001.0,8200,208035.0,748951.0,2023,9,52,4,1,4,1,8,0,3,1,1,3,3,1,0,6.0,1,1,31,8,1,1.32,18.0
7280001.0,8200,208035.0,748951.0,2023,9,52,4,1,4,1,8,0,3,1,1,3,3,1,0,6.0,1,1,31,7,1,1.32,13.0
9140004.0,8300,182446.0,652214.0,2023,11,24,4,5,2,1,8,0,3,1,1,2,3,3,0,7.0,2,2,44,11,1,1.25,35.0
7480002.0,70,166640.0,635157.0,2023,12,71,4,5,5,1,9,9,0,0,0,0,5,6,1,2.0,9,9,61,10,1,0.6,25.0
80130554.0,5000,178957.0,663539.0,2023,9,43,4,1,2,1,8,3,0,1,1,3,3,1,1,3.0,1,1,51,7,1,1.32,
80130554.0,5000,178957.0,663539.0,2023,9,43,4,1,2,1,8,3,0,1,1,3,3,1,1,3.0,1,1,51,10,1,1.32,24.0
150023.0,7900,187914.0,665836.0,2023,5,82,4,5,4,1,9,3,0,1,1,2,3,3,0,6.0,1,1,42,10,1,1.32,30.0
150023.0,7900,187914.0,665836.0,2023,5,82,4,5,4,1,9,3,0,1,1,2,3,3,0,6.0,1,1,42,5,2,1.32,6.0
98340048.0,9000,183424.0,574035.0,2023,6,44,4,1,6,1,9,0,3,2,1,5,4,1,1,2.0,1,1,62,8,2,3.12,10.0
98340048.0,9000,183424.0,574035.0,2023,6,44,4,1,6,1,9,0,3,2,1,5,4,1,1,2.0,1,1,62,12,1,3.12,31.0
98340048.0,9000,183424.0,574035.0,2023,6,44,4,1,6,1,9,0,3,2,1,5,4,1,1,2.0,1,1,62,9,2,3.12,24.0
22430077.0,9700,189870.0,672291.0,2023,6,36,4,1,5,1,9,0,3,1,1,3,3,1,1,3.0,1,1,42,10,2,0.6,20.0
7540007.0,2610,198405.0,627413.0,2023,1,74,4,5,2,1,8,3,0,1,1,0,3,6,0,1.0,1,1,11,5,2,1.32,4.0
7540007.0,2610,198405.0,627413.0,2023,1,74,4,5,2,1,8,3,0,1,1,0,3,6,0,1.0,1,1,11,11,1,1.32,35.0
10001.0,182,189741.0,687196.0,2023,2,74,4,5,2,1,9,0,3,1,1,2,3,3,0,6.0,1,1,41,13,2,0.9,42.0
9800532.0,6500,190800.0,705243.0,2023,2,75,4,5,3,1,8,0,2,1,1,5,3,3,1,2.0,1,1,32,14,1,1.32,49.0
9800532.0,6500,190800.0,705243.0,2023,2,75,4,5,3,1,8,0,2,1,1,5,3,3,1,2.0,1,1,32,13,2,1.32,41.0
210053.0,7400,186316.0,687478.0,2023,7,51,4,1,7,1,9,0,3,1,1,2,3,1,1,2.0,1,1,41,13,2,1.6,34.0
15850725.0,5000,176533.0,660567.0,2023,12,62,4,1,3,1,8,3,0,1,1,3,3,1,1,2.0,1,1,51,99,0,0.6,
24100832.0,3000,222271.0,628930.0,2023,7,69,4,1,1,1,8,3,0,1,1,3,3,1,0,6.0,1,1,11,5,1,0.6,7.0
170055.0,7900,190927.0,664492.0,2023,6,72,4,1,4,1,9,0,1,1,1,2,3,1,0,6.0,1,1,42,15,2,0.9,47.0
7760223.0,4000,199939.0,747132.0,2023,4,64,1,1,5,1,9,1,0,1,1,2,3,1,0,6.0,1,1,31,8,1,1.32,23.0
7760223.0,4000,199939.0,747132.0,2023,4,64,1,1,5,1,9,1,0,1,1,2,3,1,0,6.0,1,1,31,13,1,1.32,42.0
14570313.0,4000,197501.0,748447.0,2023,4,56,3,1,6,1,2,0,3,1,1,3,3,1,0,1.0,1,1,31,5,1,0.6,4.0
8120051.0,6600,177949.0,658711.0,2023,12,74,4,5,3,1,8,1,0,1,1,2,3,6,0,1.0,9,1,51,99,0,0.6,
330042.0,6600,178465.0,659183.0,2023,7,33,4,1,2,1,8,3,0,1,1,2,3,1,0,1.0,1,1,51,10,1,2.88,34.0
330042.0,6600,178465.0,659183.0,2023,7,33,4,1,2,1,8,3,0,1,1,2,3,1,0,1.0,1,1,51,5,2,2.88,7.0
330042.0,6600,178465.0,659183.0,2023,7,33,4,1,2,1,8,3,0,1,1,2,3,1,0,1.0,1,1,51,99,0,2.88,
20912.0,5000,180692.0,664202.0,2023,2,53,4,1,4,1,8,3,0,1,1,4,3,1,1,2.0,1,1,51,9,1,1.92,6.0
20912.0,5000,180692.0,664202.0,2023,2,53,4,1,4,1,8,3,0,1,1,4,3,1,1,2.0,1,1,51,8,1,1.92,14.0
20557.0,5000,178427.0,663387.0,2023,4,7,4,5,1,1,8,1,0,1,1,2,3,6,1,2.0,1,1,51,7,1,1.32,15.0
20557.0,5000,178427.0,663387.0,2023,4,7,4,5,1,1,8,1,0,1,1,2,3,6,1,2.0,1,1,51,6,1,1.32,9.0
10200521.0,9000,180478.0,571946.0,2023,3,43,4,1,4,1,8,0,3,3,1,2,3,1,1,2.0,1,1,62,17,2,1.32,53.0
10200521.0,9000,180478.0,571946.0,2023,3,43,4,1,4,1,8,0,3,3,1,2,3,1,1,2.0,1,1,62,6,1,1.32,6.0
120011.0,6100,183994.0,667272.0,2023,1,94,4,5,3,1,9,3,0,1,1,5,5,9,1,2.0,2,2,51,5,1,1.92,8.0
120011.0,6100,183994.0,667272.0,2023,1,94,4,5,3,1,9,3,0,1,1,5,5,9,1,2.0,2,2,51,9,1,1.92,17.0
9410014.0,7900,189359.0,666843.0,2023,8,37,4,1,3,1,9,0,2,1,1,2,3,1,0,1.0,1,1,42,17,1,3.12,58.0
9410014.0,7900,189359.0,666843.0,2023,8,37,4,1,3,1,9,0,2,1,1,2,3,1,0,1.0,1,1,42,7,2,3.12,19.0
8180001.0,2610,199612.0,625576.0,2023,6,72,4,1,5,1,8,0,3,1,1,2,1,1,0,1.0,1,1,11,6,1,1.32,8.0
8180001.0,2610,199612.0,625576.0,2023,6,72,4,1,5,1,8,0,3,1,1,2,1,1,0,1.0,1,1,11,3,1,1.32,
20052.0,65,246516.0,749674.0,2023,5,45,4,1,7,1,8,3,0,1,1,2,3,1,0,1.0,1,1,22,3,1,0.9,
9890011.0,70,166640.0,634062.0,2023,4,62,3,1,6,1,9,0,3,1,1,4,3,1,0,7.0,1,1,61,5,1,0.6,5.0
4.0,542,229505.0,736267.0,2023,12,59,4,1,7,1,9,3,0,1,1,3,3,1,0,6.0,1,1,23,10,2,1.32,13.0
4.0,542,229505.0,736267.0,2023,12,59,4,1,7,1,9,3,0,1,1,3,3,1,0,6.0,1,1,23,7,2,1.32,16.0
130003.0,2630,177411.0,613456.0,2023,3,44,4,1,6,1,9,0,3,1,1,3,3,1,0,6.0,1,1,61,5,1,1.92,3.0
130003.0,2630,177411.0,613456.0,2023,3,44,4,1,6,1,9,0,3,1,1,3,3,1,0,6.0,1,1,61,9,2,1.92,
10930835.0,6600,178203.0,656725.0,2023,6,59,4,1,1,1,8,3,0,1,1,2,3,1,0,1.0,1,1,51,7,2,0.6,12.0
12350008.0,9600,206583.0,749315.0,2023,4,70,1,1,4,1,9,0,2,1,1,3,3,1,1,2.0,1,1,31,14,1,6.36,45.0
12350008.0,9600,206583.0,749315.0,2023,4,70,1,1,4,1,9,0,2,1,1,3,3,1,1,2.0,1,1,31,10,2,6.36,12.0
10054.0,6600,178372.0,658251.0,2023,1,64,4,1,3,1,9,1,0,1,1,0,3,1,0,5.0,1,1,51,11,1,1.98,35.0
10054.0,6600,178372.0,658251.0,2023,1,64,4,1,3,1,9,1,0,1,1,0,3,1,0,5.0,1,1,51,13,1,1.98,33.0
7500013.0,6200,176332.0,659295.0,2023,11,42,4,1,5,1,8,1,0,1,1,2,3,1,1,2.0,1,1,51,14,2,0.6,26.0
16460323.0,4000,196225.0,746476.0,2023,3,85,4,5,6,1,9,9,0,0,0,0,5,6,9,,9,9,31,7,1,5.94,16.0
1030001.0,9400,190411.0,659475.0,2023,10,56,3,1,5,1,8,1,0,1,1,2,3,1,9,7.0,1,1,42,6,1,0.9,8.0
12800006.0,6900,189854.0,675722.0,2023,2,80,4,5,3,1,9,0,3,1,1,3,3,3,1,2.0,1,1,42,10,1,3.12,34.0
12800006.0,6900,189854.0,675722.0,2023,2,80,4,5,3,1,9,0,3,1,1,3,3,3,1,2.0,1,1,42,12,2,3.12,35.0
92870904.0,3000,218023.0,629550.0,2023,2,96,4,5,2,1,5,1,0,1,1,3,4,3,0,1.0,1,1,11,9,2,3.2,23.0
92870904.0,3000,218023.0,629550.0,2023,2,96,4,5,2,1,5,1,0,1,1,3,4,3,0,1.0,1,1,11,6,1,3.2,11.0
10590523.0,7400,187236.0,687979.0,2023,5,61,4,1,4,1,8,0,3,1,1,3,3,1,1,2.0,1,1,41,5,1,0.6,7.0
7790001.0,1061,229598.0,733792.0,2023,2,53,4,1,6,1,8,3,0,1,1,5,3,1,0,1.0,1,1,23,12,1,0.6,31.0
10590092.0,7400,186737.0,692817.0,2023,1,67,4,1,3,1,9,0,3,1,1,3,3,11,1,2.0,1,1,41,8,1,7.56,14.0
10590092.0,7400,186737.0,692817.0,2023,1,67,4,1,3,1,9,0,3,1,1,3,3,11,1,2.0,1,1,41,12,2,7.56,15.0
9520113.0,8600,182575.0,666128.0,2023,5,55,4,1,2,1,9,1,0,1,1,3,3,1,1,2.0,1,1,51,14,1,0.9,48.0
21800004.0,9700,190329.0,671692.0,2023,7,92,4,5,6,1,8,3,0,1,1,3,3,3,1,2.0,1,1,42,12,1,3.12,41.0
8440005.0,6300,182627.0,664832.0,2023,1,43,4,1,3,1,9,3,0,1,1,3,3,1,0,1.0,1,1,51,14,2,0.6,51.0
67630011.0,6100,183972.0,667355.0,2023,12,25,4,5,3,1,8,0,2,3,1,3,3,6,1,2.0,1,1,51,14,1,10.76,52.0
67630011.0,6100,183972.0,667355.0,2023,12,25,4,5,3,1,8,0,2,3,1,3,3,6,1,2.0,1,1,51,12,1,10.76,34.0
9950527.0,4000,200604.0,745765.0,2023,2,9,4,5,6,1,8,3,0,1,1,3,3,3,1,2.0,2,2,31,7,1,1.32,8.0
9950527.0,4000,200604.0,745765.0,2023,2,9,4,5,6,1,8,3,0,1,1,3,3,3,1,2.0,2,2,31,4,1,1.32,3.0
8650723.0,3000,222404.0,633726.0,2023,8,93,4,5,3,1,9,0,3,1,0,5,3,3,1,2.0,1,1,11,5,2,3.84,5.0
8650723.0,3000,222404.0,633726.0,2023,8,93,4,5,3,1,9,0,3,1,0,5,3,3,1,2.0,1,1,11,7,1,3.84,15.0
18630532.0,5000,177459.0,662709.0,2023,3,52,4,1,3,1,8,1,0,1,1,2,3,1,0,1.0,1,1,51,9,1,2.52,27.0
18630532.0,5000,177459.0,662709.0,2023,3,52,4,1,3,1,8,1,0,1,1,2,3,1,0,1.0,1,1,51,14,1,2.52,49.0
7240001.0,7200,181268.0,648590.0,2023,9,43,2,1,1,1,8,3,0,1,1,3,3,1,0,6.0,1,1,44,10,2,1.98,13.0
7240001.0,7200,181268.0,648590.0,2023,9,43,2,1,1,1,8,3,0,1,1,3,3,1,0,6.0,1,1,44,13,1,1.98,27.0
18810533.0,5000,178196.0,663017.0,2023,2,47,4,1,4,1,8,3,0,1,1,4,3,1,0,1.0,1,1,51,14,1,0.6,48.0
8460041.0,70,167753.0,633015.0,2023,4,38,4,1,3,1,8,0,3,1,1,1,3,1,0,7.0,1,1,61,12,1,2.58,23.0
11400522.0,9000,181398.0,572669.0,2023,9,46,4,1,7,1,9,0,3,1,1,3,3,1,1,2.0,1,1,62,13,2,7.62,45.0
11400522.0,9000,181398.0,572669.0,2023,9,46,4,1,7,1,9,0,3,1,1,3,3,1,1,2.0,1,1,62,13,2,7.62,35.0
9400021.0,9000,182311.0,573605.0,2023,12,80,4,5,7,1,8,1,0,1,1,2,5,3,1,2.0,1,1,62,5,1,6.96,5.0
9400021.0,9000,182311.0,573605.0,2023,12,80,4,5,7,1,8,1,0,1,1,2,5,3,1,2.0,1,1,62,5,1,6.96,8.0
17890040.0,8400,180311.0,644818.0,2023,5,82,1,5,6,1,9,0,3,1,1,2,3,3,1,2.0,1,1,44,9,1,1.32,28.0
17890040.0,8400,180311.0,644818.0,2023,5,82,1,5,6,1,9,0,3,1,1,2,3,3,1,2.0,1,1,44,7,1,1.32,15.0
99970487.0,7900,186706.0,667595.0,2023,5,68,4,1,3,1,8,0,2,1,1,4,3,1,1,2.0,1,1,42,10,2,1.98,25.0
1180021.0,9000,182049.0,572666.0,2023,9,92,4,5,4,1,8,1,0,1,1,0,5,3,1,2.0,1,1,62,13,1,2.52,42.0
1180021.0,9000,182049.0,572666.0,2023,9,92,4,5,4,1,8,1,0,1,1,0,5,3,1,2.0,1,1,62,6,2,2.52,12.0
7920011.0,70,166921.0,633332.0,2023,1,56,4,1,6,1,8,0,3,1,1,5,4,1,1,2.0,1,1,61,5,1,8.88,6.0
7920011.0,70,166921.0,633332.0,2023,1,56,4,1,6,1,8,0,3,1,1,5,4,1,1,2.0,1,1,61,8,1,8.88,21.0
7920011.0,70,166921.0,633332.0,2023,1,56,4,1,6,1,8,0,3,1,1,5,4,1,1,2.0,1,1,61,8,1,8.88,16.0
97710578.0,8600,182674.0,665493.0,2023,1,38,4,1,3,1,9,0,5,1,0,3,3,1,0,1.0,1,1,51,14,1,0.6,55.0
10800344.0,7100,159695.0,620025.0,2023,7,52,4,1,1,1,8,0,3,1,1,5,3,1,1,2.0,1,1,61,4,1,4.44,4.0
10800344.0,7100,159695.0,620025.0,2023,7,52,4,1,1,1,8,0,3,1,1,5,3,1,1,2.0,1,1,61,6,2,4.44,9.0
99970461.0,7900,186932.0,664536.0,2023,8,56,4,1,7,1,9,0,2,3,1,4,3,1,1,2.0,1,1,42,7,1,3.12,
99970461.0,7900,186932.0,664536.0,2023,8,56,4,1,7,1,9,0,2,3,1,4,3,1,1,2.0,1,1,42,10,1,3.12,30.0
50554.0,5000,179066.0,663653.0,2023,6,73,4,1,4,1,8,1,0,1,1,2,3,1,1,2.0,1,1,51,11,2,3.2,38.0
50554.0,5000,179066.0,663653.0,2023,6,73,4,1,4,1,8,1,0,1,1,2,3,1,1,2.0,1,1,51,7,1,3.2,6.0
30041.0,7900,189246.0,665894.0,2023,4,33,4,1,3,1,9,0,3,1,1,2,3,1,9,7.0,1,1,42,15,1,2.22,44.0
92872248.0,3000,221539.0,633012.0,2023,5,86,4,5,2,1,9,3,0,7,1,3,5,10,1,3.0,9,1,11,5,1,5.04,7.0
92872248.0,3000,221539.0,633012.0,2023,5,86,4,5,2,1,9,3,0,7,1,3,5,10,1,3.0,9,1,11,5,1,5.04,4.0
12950556.0,5000,178713.0,663450.0,2023,8,59,4,1,2,1,9,3,0,1,1,0,5,1,1,2.0,1,1,51,11,1,7.79,
12950556.0,5000,178713.0,663450.0,2023,8,59,4,1,2,1,9,3,0,1,1,0,5,1,1,2.0,1,1,51,15,1,7.79,57.0
8830033.0,7900,188670.0,665825.0,2023,7,74,4,1,6,1,8,0,3,1,1,3,3,1,1,2.0,1,1,42,17,2,1.6,48.0
80021.0,7400,187371.0,694138.0,2023,2,91,4,5,7,1,8,1,0,1,1,3,3,7,9,7.0,1,1,41,7,2,1.98,11.0
80021.0,7400,187371.0,694138.0,2023,2,91,4,5,7,1,8,1,0,1,1,3,3,7,9,7.0,1,1,41,4,1,1.98,2.0
18380182.0,4000,200565.0,746635.0,2023,7,37,4,1,2,1,8,0,3,2,1,4,3,1,1,2.0,1,1,31,12,2,1.32,16.0
10900516.0,5000,178813.0,664063.0,2023,11,76,4,5,1,1,8,1,0,1,1,2,3,3,0,1.0,1,1,51,12,1,0.6,42.0
650002.0,9500,208810.0,749403.0,2023,4,55,4,1,1,1,9,3,0,1,1,3,3,1,0,1.0,1,1,31,12,2,0.6,34.0
270002.0,9200,246641.0,712425.0,2023,5,72,4,1,2,1,8,3,0,1,1,3,3,1,9,,1,1,23,6,1,0.6,11.0
260215.0,8600,183460.0,664473.0,2023,4,72,4,1,4,1,9,1,0,1,0,2,3,1,0,7.0,1,1,51,5,2,0.6,7.0
110007.0,8400,182063.0,644775.0,2023,5,69,4,1,2,1,8,3,0,1,1,2,3,1,0,1.0,1,1,44,13,1,0.6,40.0
7820003.0,7100,161420.0,619217.0,2023,9,47,4,1,3,1,8,3,0,1,1,3,3,1,0,6.0,1,1,61,15,1,2.52,33.0
7820003.0,7100,161420.0,619217.0,2023,9,47,4,1,3,1,8,3,0,1,1,3,3,1,0,6.0,1,1,61,9,1,2.52,25.0
13930415.0,3000,220182.0,629627.0,2023,2,68,4,1,1,1,8,0,3,1,1,2,3,1,0,6.0,1,1,11,12,1,1.32,38.0
480724.0,5000,176508.0,661044.0,2023,4,63,2,1,4,1,8,1,0,1,1,2,1,1,0,1.0,1,1,51,10,1,1.32,34.0
480724.0,5000,176508.0,661044.0,2023,4,63,2,1,4,1,8,1,0,1,1,2,1,1,0,1.0,1,1,51,12,2,1.32,43.0
14350714.0,5000,177902.0,661953.0,2023,10,33,3,1,3,1,8,1,0,1,1,5,3,1,1,2.0,1,1,51,11,1,3.84,34.0
14350714.0,5000,177902.0,661953.0,2023,10,33,3,1,3,1,8,1,0,1,1,5,3,1,1,2.0,1,1,51,8,2,3.84,
15760734.0,5000,177063.0,660636.0,2023,8,25,4,5,3,1,8,0,3,1,1,2,3,6,1,2.0,1,1,51,12,1,6.36,36.0
15760734.0,5000,177063.0,660636.0,2023,8,25,4,5,3,1,8,0,3,1,1,2,3,6,1,2.0,1,1,51,11,1,6.36,35.0
390042.0,6300,182821.0,663002.0,2023,2,50,4,1,3,1,8,0,3,1,1,2,3,1,0,7.0,9,2,51,16,2,0.6,50.0
9800443.0,6500,195516.0,704255.0,2023,6,51,4,1,3,1,9,0,5,1,1,2,3,1,9,7.0,1,1,32,11,1,0.6,35.0
20780125.0,5000,180651.0,667796.0,2023,3,73,4,5,5,1,8,1,0,1,1,4,3,6,1,2.0,1,1,51,8,1,2.52,16.0
20780125.0,5000,180651.0,667796.0,2023,3,73,4,5,5,1,8,1,0,1,1,4,3,6,1,2.0,1,1,51,5,1,2.52,7.0
8300054.0,70,166497.0,633493.0,2023,3,2,4,5,6,1,8,0,3,3,1,3,3,3,1,2.0,1,1,61,9,1,4.45,27.0
8300054.0,70,166497.0,633493.0,2023,3,2,4,5,6,1,8,0,3,3,1,3,3,3,1,2.0,1,1,61,7,1,4.45,14.0
600006.0,9100,209344.0,767928.0,2023,9,77,1,5,1,1,9,0,5,1,1,3,3,3,1,2.0,1,1,24,4,2,3.84,
