HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,SUG_DEREH,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,RAMZOR,BAKARA,MEZEG_AVIR,PNE_KVISH,NAFA,KVUZA_GIL,MIN,base_risk_score,veteran_driver_years
1,55,4,1,2,1,9,1,0,1,1,2,5,1,1,2,1,1,51,99,0,4.44,
10,50,4,1,1,1,9,0,3,2,1,5,3,1,1,2,1,1,31,10,1,2.25,24
8,65,4,1,5,1,8,0,3,3,1,3,4,1,1,2,1,1,61,7,1,3.2,17
8,65,4,1,5,1,8,0,3,3,1,3,4,1,1,2,1,1,61,3,1,3.2,
7,69,4,1,3,1,9,3,0,1,1,3,3,1,0,7,1,1,31,6,1,0.6,8
10,89,4,5,4,1,8,3,0,1,1,3,3,3,1,2,1,1,51,10,1,0.6,30
10,65,4,1,5,1,8,3,0,1,1,2,3,1,0,5,1,1,51,5,1,1.32,5
10,65,4,1,5,1,8,3,0,1,1,2,3,1,0,5,1,1,51,5,1,1.32,5
4,32,4,1,2,1,8,1,0,1,1,1,3,1,0,7,1,1,51,6,1,0.6,11
6,49,4,1,5,1,9,3,0,1,1,3,3,1,0,5,1,1,24,8,2,1.32,7
6,49,4,1,5,1,9,3,0,1,1,3,3,1,0,5,1,1,24,7,2,1.32,4
6,75,4,1,2,1,8,3,0,1,1,2,3,1,0,5,1,1,51,6,2,1.32,6
6,75,4,1,2,1,8,3,0,1,1,2,3,1,0,5,1,1,51,7,1,1.32,18
5,70,4,1,4,1,8,3,0,1,1,3,3,1,0,7,1,1,51,15,1,0.6,45
3,49,2,1,2,1,8,0,3,1,1,3,3,1,1,2,1,1,42,10,1,0.6,31
11,63,4,1,1,1,9,9,0,0,0,0,5,11,1,4,9,9,43,9,1,1.32,25
11,63,4,1,1,1,9,9,0,0,0,0,5,11,1,4,9,9,43,7,1,1.32,17
8,40,4,1,3,1,9,0,3,1,1,4,3,1,1,2,1,1,61,5,2,2.52,4
8,40,4,1,3,1,9,0,3,1,1,4,3,1,1,2,1,1,61,13,1,2.52,45
3,95,4,5,2,1,8,1,0,1,1,3,3,6,1,2,1,2,51,10,1,0.6,31
11,47,4,1,3,1,8,1,0,1,1,1,3,1,0,1,1,1,31,12,1,0.6,33
8,46,4,1,5,1,8,1,0,1,1,2,3,1,0,6,1,1,61,12,2,1.32,39
8,46,4,1,5,1,8,1,0,1,1,2,3,1,0,6,1,1,61,12,1,1.32,39
12,45,4,1,6,1,9,9,0,0,0,0,5,11,1,2,9,9,11,18,1,3.42,19
12,45,4,1,6,1,9,9,0,0,0,0,5,11,1,2,9,9,11,8,1,3.42,22
3,74,4,1,1,1,8,0,3,1,0,4,3,1,0,6,1,1,61,9,2,3.97,22
3,74,4,1,1,1,8,0,3,1,0,4,3,1,0,6,1,1,61,8,1,3.97,21
8,47,4,1,1,1,8,3,0,1,1,3,3,1,0,1,1,1,51,16,1,0.6,49
6,65,4,1,2,1,9,9,0,0,0,0,5,11,1,2,9,9,51,7,1,3.2,17
6,65,4,1,2,1,9,9,0,0,0,0,5,11,1,2,9,9,51,5,1,3.2,4
9,54,4,1,1,1,9,9,0,0,0,0,5,11,0,1,9,9,43,11,1,0.6,35
9,52,4,1,5,1,8,3,0,1,1,4,4,1,0,1,1,1,32,7,2,1.32,12
9,52,4,1,5,1,8,3,0,1,1,4,4,1,0,1,1,1,32,6,1,1.32,6
7,35,4,1,3,1,8,0,3,1,1,5,3,1,0,7,1,1,61,8,1,0.6,23
10,93,4,5,5,1,9,3,0,1,1,2,3,3,0,6,1,1,41,7,1,1.32,15
10,93,4,5,5,1,9,3,0,1,1,2,3,3,0,6,1,1,41,4,2,1.32,4
7,78,4,1,6,1,8,1,0,1,1,1,3,11,0,6,1,1,62,4,1,3.84,3
7,78,4,1,6,1,8,1,0,1,1,1,3,11,0,6,1,1,62,10,1,3.84,28
1,67,4,1,2,1,9,3,0,1,1,2,3,1,0,7,1,1,41,10,1,1.92,29
9,47,4,1,6,1,9,9,0,0,0,0,5,11,9,,9,9,51,13,1,1.32,23
9,47,4,1,6,1,9,9,0,0,0,0,5,11,9,,9,9,51,10,2,1.32,31
6,69,4,1,1,1,9,3,0,1,1,4,3,1,0,1,1,1,31,6,2,1.32,4
6,69,4,1,1,1,9,3,0,1,1,4,3,1,0,1,1,1,31,4,1,1.32,3
1,51,4,1,2,1,8,1,0,1,1,2,3,1,0,6,1,1,11,10,2,4.5,25
1,51,4,1,2,1,8,1,0,1,1,2,3,1,0,6,1,1,11,6,1,4.5,11
12,32,4,1,3,1,9,0,5,1,1,2,3,1,0,7,1,1,61,12,1,1.32,40
7,65,4,1,3,1,8,3,0,1,1,2,3,1,0,6,1,1,42,14,2,1.32,44
7,65,4,1,3,1,8,3,0,1,1,2,3,1,0,6,1,1,42,4,2,1.32,2
4,72,4,1,1,1,9,9,0,0,0,0,5,11,1,2,9,9,11,11,1,0.9,33
2,25,4,5,3,1,8,0,3,1,1,2,1,3,1,2,1,1,41,8,1,7.56,5
2,25,4,5,3,1,8,0,3,1,1,2,1,3,1,2,1,1,41,10,1,7.56,31
12,33,4,1,1,1,9,3,0,1,1,2,3,1,9,7,1,1,42,8,2,0.6,21
5,78,4,5,2,1,8,2,0,1,1,3,3,3,0,1,1,1,42,99,0,1.32,
5,78,4,5,2,1,8,2,0,1,1,3,3,3,0,1,1,1,42,99,0,1.32,
4,90,3,5,6,1,9,3,0,2,1,0,3,6,0,1,1,1,51,99,0,0.9,
2,93,4,5,5,1,9,3,0,1,1,2,3,3,0,1,1,1,32,4,2,1.32,2
2,93,4,5,5,1,9,3,0,1,1,2,3,3,0,1,1,1,32,4,1,1.32,4
11,28,4,1,1,1,8,0,3,3,1,3,3,1,1,2,9,1,11,10,1,8.24,24
11,28,4,1,1,1,8,0,3,3,1,3,3,1,1,2,9,1,11,7,1,8.24,11
8,62,4,1,6,1,8,0,3,1,1,5,3,1,1,3,1,1,61,6,1,1.32,10
8,62,4,1,6,1,8,0,3,1,1,5,3,1,1,3,1,1,61,10,1,1.32,23
5,55,4,1,4,1,9,1,0,1,1,0,3,1,0,1,1,1,51,10,1,4.12,30
5,55,4,1,4,1,9,1,0,1,1,0,3,1,0,1,1,1,51,99,0,4.12,
4,50,4,1,1,1,8,3,0,1,1,5,3,1,1,2,1,1,31,16,2,7.02,34
4,50,4,1,1,1,8,3,0,1,1,5,3,1,1,2,1,1,31,8,1,7.02,22
8,43,4,1,3,1,8,0,3,1,1,3,3,1,1,2,1,1,41,11,1,7.56,34
8,43,4,1,3,1,8,0,3,1,1,3,3,1,1,2,1,1,41,9,2,7.56,25
6,68,4,1,4,1,8,3,0,1,1,2,3,1,0,6,1,1,62,5,2,3.12,6
6,68,4,1,4,1,8,3,0,1,1,2,3,1,0,6,1,1,62,6,2,3.12,4
6,68,4,1,4,1,8,3,0,1,1,2,3,1,0,6,1,1,62,99,0,3.12,
4,59,4,1,1,1,8,0,3,2,1,5,3,1,1,2,1,1,62,5,1,7.09,6
4,59,4,1,1,1,8,0,3,2,1,5,3,1,1,2,1,1,62,99,0,7.09,
4,59,4,1,1,1,8,0,3,2,1,5,3,1,1,2,1,1,62,14,2,7.09,39
4,59,4,1,1,1,8,0,3,2,1,5,3,1,1,2,1,1,62,9,1,7.09,17
11,46,4,1,4,1,8,3,0,1,1,3,4,1,1,2,1,1,51,12,2,3.42,37
11,46,4,1,4,1,8,3,0,1,1,3,4,1,1,2,1,1,51,15,1,3.42,53
5,55,4,1,4,1,8,3,0,1,1,2,3,1,1,3,1,1,62,12,1,3.42,40
11,74,4,5,3,1,8,2,0,1,1,2,3,3,1,2,9,1,11,9,1,5.34,27
1,45,4,1,3,1,8,0,3,1,1,2,3,1,1,2,1,1,32,10,2,8.24,12
1,45,4,1,3,1,8,0,3,1,1,2,3,1,1,2,1,1,32,5,2,8.24,5
8,84,4,5,4,1,9,3,0,1,1,0,3,3,1,2,1,1,51,7,1,11.4,13
8,84,4,5,4,1,9,3,0,1,1,0,3,3,1,2,1,1,51,11,1,11.4,38
6,93,4,5,5,1,8,3,0,1,1,3,3,3,1,2,1,1,51,13,1,1.32,
6,93,4,5,5,1,8,3,0,1,1,3,3,3,1,2,1,1,51,8,1,1.32,16
3,59,4,1,4,1,9,0,3,3,0,5,3,1,1,2,1,1,11,5,1,4.12,6
3,59,4,1,4,1,9,0,3,3,0,5,3,1,1,2,1,1,11,5,1,4.12,3
8,69,4,1,3,1,9,3,0,1,0,2,3,1,0,1,1,1,11,6,1,0.6,6
7,87,4,5,2,1,8,3,0,1,1,3,3,3,0,1,1,1,11,6,2,0.6,7
6,83,4,5,7,1,8,0,3,3,1,3,3,3,1,2,1,1,11,5,1,8.24,5
6,83,4,5,7,1,8,0,3,3,1,3,3,3,1,2,1,1,11,6,1,8.24,10
5,33,4,1,7,1,8,3,0,1,1,2,3,11,1,2,1,1,31,9,2,2.52,21
5,33,4,1,7,1,8,3,0,1,1,2,3,11,1,2,1,1,31,8,1,2.52,22
6,35,4,1,3,1,8,0,3,1,1,3,3,1,1,2,1,1,61,15,1,3.2,51
6,35,4,1,3,1,8,0,3,1,1,3,3,1,1,2,1,1,61,10,1,3.2,32
1,63,4,1,2,1,8,0,3,1,1,5,3,1,1,2,1,1,44,8,1,3.84,20
1,63,4,1,2,1,8,0,3,1,1,5,3,1,1,2,1,1,44,13,1,3.84,30
1,63,4,1,2,1,8,0,3,1,1,5,3,1,1,2,1,1,44,6,1,3.84,6
1,63,4,1,2,1,8,0,3,1,1,5,3,1,1,2,1,1,44,13,2,3.84,45
7,56,4,1,4,1,9,0,3,2,1,3,3,1,1,2,1,1,31,14,1,2.52,29
7,56,4,1,4,1,9,0,3,2,1,3,3,1,1,2,1,1,31,6,2,2.52,8
7,56,4,1,4,1,9,0,3,2,1,3,3,1,1,2,1,1,31,14,1,2.52,34
7,56,4,1,4,1,9,0,3,2,1,3,3,1,1,2,1,1,31,10,2,2.52,33
8,73,4,1,1,1,8,0,3,1,1,5,3,1,1,2,1,1,31,10,2,4.8,28
8,73,4,1,1,1,8,0,3,1,1,5,3,1,1,2,1,1,31,17,1,4.8,63
8,73,4,1,1,1,8,0,3,1,1,5,3,1,1,2,1,1,31,4,2,4.8,3
2,67,4,1,6,1,8,2,0,1,2,3,3,1,0,1,1,1,32,13,1,1.32,42
2,67,4,1,6,1,8,2,0,1,2,3,3,1,0,1,1,1,32,4,1,1.32,3
11,93,4,5,1,1,8,0,5,3,1,3,5,3,1,2,1,1,61,8,1,2.57,15
11,93,4,5,1,1,8,0,5,3,1,3,5,3,1,2,1,1,61,8,1,2.57,21
12,89,4,5,5,1,9,1,0,1,1,0,5,6,1,2,9,9,62,7,1,3.12,8
12,89,4,5,5,1,9,1,0,1,1,0,5,6,1,2,9,9,62,14,1,3.12,47
10,74,4,5,3,1,8,1,0,1,1,2,3,10,0,5,1,1,51,13,1,1.98,32
10,74,4,5,3,1,8,1,0,1,1,2,3,10,0,5,1,1,51,12,1,1.98,36
9,45,4,1,3,1,8,1,0,1,1,4,3,1,1,2,1,1,51,8,1,1.92,21
9,45,4,1,3,1,8,1,0,1,1,4,3,1,1,2,1,1,51,6,1,1.92,4
9,45,4,1,3,1,8,1,0,1,1,4,3,1,1,2,1,1,51,13,1,1.92,46
5,61,4,1,4,1,8,1,0,1,1,2,3,1,0,7,1,1,51,99,0,0.6,
1,58,4,1,2,1,8,3,0,1,1,2,3,1,0,6,1,1,32,6,1,1.32,10
1,58,4,1,2,1,8,3,0,1,1,2,3,1,0,6,1,1,32,15,1,1.32,47
2,1,4,5,1,1,9,3,0,1,1,0,3,3,1,2,1,1,51,6,1,11.4,
2,1,4,5,1,1,9,3,0,1,1,0,3,3,1,2,1,1,51,4,2,11.4,3
2,1,4,5,1,1,9,3,0,1,1,0,3,3,1,2,1,1,51,5,2,11.4,7
8,70,4,1,4,1,9,0,4,2,1,4,3,1,1,2,1,1,41,9,1,1.32,26
8,70,4,1,4,1,9,0,4,2,1,4,3,1,1,2,1,1,41,11,2,1.32,31
3,44,4,1,5,1,8,3,0,1,1,4,3,1,1,2,9,1,11,6,1,5.34,10
3,44,4,1,5,1,8,3,0,1,1,4,3,1,1,2,9,1,11,8,2,5.34,12
7,96,4,5,5,1,9,0,3,1,0,3,3,3,1,2,1,1,11,14,1,1.32,47
7,96,4,5,5,1,9,0,3,1,0,3,3,3,1,2,1,1,11,5,1,1.32,6
11,6,4,5,1,1,8,0,3,1,1,2,3,3,1,2,1,1,22,4,2,1.98,4
11,6,4,5,1,1,8,0,3,1,1,2,3,3,1,2,1,1,22,5,1,1.98,6
4,40,4,1,3,1,8,0,3,1,1,3,3,1,1,2,1,1,11,8,2,4.5,11
4,40,4,1,3,1,8,0,3,1,1,3,3,1,1,2,1,1,11,6,1,4.5,12
9,32,4,1,4,1,8,3,0,1,1,3,3,1,1,2,1,1,11,10,1,5.04,32
9,32,4,1,4,1,8,3,0,1,1,3,3,1,1,2,1,1,11,11,1,5.04,38
7,78,4,1,3,1,8,3,0,1,1,2,5,1,1,2,1,1,51,7,1,6.32,13
7,78,4,1,3,1,8,3,0,1,1,2,5,1,1,2,1,1,51,6,2,6.32,14
4,77,4,5,2,1,9,3,0,7,1,3,4,6,1,2,9,5,11,6,1,4.44,6
4,77,4,5,2,1,9,3,0,7,1,3,4,6,1,2,9,5,11,99,0,4.44,
5,27,4,1,1,1,9,3,0,1,1,0,3,1,0,1,1,1,51,13,1,0.6,48
5,67,4,1,1,1,9,3,0,1,1,1,5,1,0,1,1,1,11,5,1,1.92,6
8,67,4,1,2,1,9,0,3,1,1,2,3,1,0,1,1,1,31,14,1,1.92,50
8,67,4,1,2,1,9,0,3,1,1,2,3,1,0,1,1,1,31,4,1,1.92,4
12,67,4,5,1,1,8,3,0,1,1,3,3,3,0,1,2,2,51,17,1,0.6,59
3,75,4,5,7,1,9,3,0,1,1,2,3,3,1,2,1,1,32,6,1,8.24,8
3,75,4,5,7,1,9,3,0,1,1,2,3,3,1,2,1,1,32,10,1,8.24,26
7,59,4,1,6,1,9,9,0,0,0,0,5,11,9,,9,9,61,13,1,2.22,47
7,95,4,5,6,1,8,1,0,1,1,2,3,3,0,1,1,1,51,12,1,0.6,39
12,75,4,5,4,1,9,0,3,1,1,2,3,3,0,1,1,2,61,6,1,0.9,11
9,37,4,1,4,1,9,9,0,0,0,0,5,11,9,,9,9,62,13,1,0.9,42
12,41,4,1,3,1,8,0,3,1,1,2,3,1,0,1,1,1,61,6,1,2.52,11
12,41,4,1,3,1,8,0,3,1,1,2,3,1,0,1,1,1,61,14,2,2.52,35
12,49,4,1,5,1,8,3,0,1,1,2,3,1,1,2,1,1,51,9,1,5.04,26
12,49,4,1,5,1,8,3,0,1,1,2,3,1,1,2,1,1,51,11,2,5.04,32
3,39,4,1,4,1,9,3,0,1,1,3,3,1,0,6,1,1,11,8,1,5.72,18
3,39,4,1,4,1,9,3,0,1,1,3,3,1,0,6,1,1,11,9,1,5.72,25
3,33,4,1,1,1,8,3,0,1,1,2,5,1,9,7,2,2,51,9,1,2.52,23
3,33,4,1,1,1,8,3,0,1,1,2,5,1,9,7,2,2,51,6,2,2.52,11
7,57,4,1,7,1,9,0,1,1,1,0,3,1,1,2,1,1,44,7,2,2.52,12
7,57,4,1,7,1,9,0,1,1,1,0,3,1,1,2,1,1,44,8,2,2.52,22
5,35,4,1,1,1,5,0,3,1,1,4,5,1,0,7,1,1,61,15,1,0.6,20
6,1,4,5,5,1,8,0,3,1,1,2,3,3,1,2,1,1,51,11,1,4.12,26
5,33,4,1,5,1,9,3,0,6,1,4,3,11,1,2,9,5,11,6,1,5.04,7
5,33,4,1,5,1,9,3,0,6,1,4,3,11,1,2,9,5,11,7,1,5.04,12
7,55,4,1,4,1,8,3,0,1,1,3,3,1,0,1,1,1,51,12,1,1.32,
7,55,4,1,4,1,8,3,0,1,1,3,3,1,0,1,1,1,51,7,1,1.32,18
6,51,4,1,3,1,9,0,3,1,1,3,5,1,1,2,1,1,62,16,1,2.88,33
2,72,4,5,3,1,9,0,3,1,1,3,3,6,1,2,1,1,62,13,1,1.92,47
2,72,4,5,3,1,9,0,3,1,1,3,3,6,1,2,1,1,62,13,1,1.92,24
2,72,4,5,3,1,9,0,3,1,1,3,3,6,1,2,1,1,62,6,1,1.92,11
11,96,4,5,6,1,8,0,3,2,1,3,4,3,0,1,1,1,11,6,1,1.32,7
11,96,4,5,6,1,8,0,3,2,1,3,4,3,0,1,1,1,11,5,2,1.32,7
4,85,4,5,2,1,8,3,0,1,1,2,3,3,0,1,1,1,51,13,1,0.6,27
4,39,4,1,2,1,9,3,0,1,1,2,5,1,9,7,1,1,42,14,2,0.6,45
12,23,4,5,3,1,9,3,0,1,1,2,3,3,1,2,1,1,51,12,1,7.79,40
12,23,4,5,3,1,9,3,0,1,1,2,3,3,1,2,1,1,51,7,2,7.79,14
9,63,4,1,4,1,9,0,3,1,1,2,3,1,0,1,1,1,42,15,1,0.6,55
6,45,4,1,3,1,9,3,0,1,1,0,5,1,1,2,1,1,51,8,1,1.98,13
6,45,4,1,3,1,9,3,0,1,1,0,5,1,1,2,1,1,51,8,1,1.98,22
7,84,4,5,3,1,9,9,0,0,0,0,5,6,0,1,9,9,62,10,1,0.6,
2,65,4,1,4,1,8,3,0,1,1,2,3,1,0,1,2,2,11,8,2,0.6,21
1,84,4,5,2,1,9,3,0,1,1,0,3,3,1,2,1,1,51,7,2,3.42,12
1,84,4,5,2,1,9,3,0,1,1,0,3,3,1,2,1,1,51,7,1,3.42,14
6,52,4,1,4,1,8,1,0,1,1,0,3,1,0,1,1,1,42,7,1,1.32,18
9,85,4,5,6,1,9,9,0,0,0,0,5,6,9,,9,9,44,8,1,0.9,17
7,80,4,5,2,1,6,3,0,1,1,2,5,6,1,2,1,1,11,11,1,2.52,35
7,80,4,5,2,1,6,3,0,1,1,2,5,6,1,2,1,1,11,4,1,2.52,4
5,44,4,1,5,1,8,1,0,1,1,2,3,1,0,5,1,1,51,12,1,1.32,43
5,44,4,1,5,1,8,1,0,1,1,2,3,1,0,5,1,1,51,4,1,1.32,4
2,45,4,1,7,1,8,0,2,1,1,4,3,1,1,2,1,1,31,9,2,1.98,3
2,45,4,1,7,1,8,0,2,1,1,4,3,1,1,2,1,1,31,5,2,1.98,5
9,89,1,5,2,1,8,0,2,2,1,3,3,3,1,2,1,1,51,99,0,3.84,
9,89,1,5,2,1,8,0,2,2,1,3,3,3,1,2,1,1,51,8,1,3.84,20
12,55,4,1,1,1,8,0,2,1,1,3,3,1,1,2,1,1,24,8,2,0.6,6
11,36,4,1,6,1,5,0,2,1,1,2,3,1,1,2,1,1,61,12,2,4.45,42
5,73,4,1,5,1,9,0,3,1,0,3,3,1,1,2,1,1,11,5,1,3.2,7
5,73,4,1,5,1,9,0,3,1,0,3,3,1,1,2,1,1,11,5,1,3.2,7
10,62,4,1,5,1,8,1,0,1,1,1,2,1,0,6,1,1,62,6,1,1.32,6
10,62,4,1,5,1,8,1,0,1,1,1,2,1,0,6,1,1,62,11,2,1.32,36
7,17,4,5,4,1,9,3,0,1,1,1,3,3,1,2,1,1,51,12,1,1.32,43
7,17,4,5,4,1,9,3,0,1,1,1,3,3,1,2,1,1,51,7,1,1.32,14
1,85,4,5,1,1,8,0,3,3,1,5,3,3,1,2,1,1,44,6,1,3.8,12
1,85,4,5,1,1,8,0,3,3,1,5,3,3,1,2,1,1,44,4,1,3.8,4
4,34,4,1,3,1,11,3,0,1,1,2,3,1,0,1,1,1,11,7,1,0.6,6
7,57,4,1,1,1,9,0,2,1,1,5,4,1,1,2,1,1,62,13,1,2.22,43
7,57,4,1,1,1,9,0,2,1,1,5,4,1,1,2,1,1,62,8,1,2.22,
7,50,4,1,5,1,8,1,0,1,1,4,3,1,1,2,1,1,51,11,1,1.32,39
7,50,4,1,5,1,8,1,0,1,1,4,3,1,1,2,1,1,51,13,1,1.32,24
4,70,4,1,2,1,8,0,3,1,1,3,3,1,9,7,1,1,44,9,1,0.6,25
6,49,4,1,5,1,8,0,3,1,1,3,3,1,1,2,1,1,61,13,2,1.32,28
6,49,4,1,5,1,8,0,3,1,1,3,3,1,1,2,1,1,61,15,2,1.32,50
9,51,4,1,1,1,2,1,0,1,1,4,3,1,1,2,1,1,51,6,1,2.52,12
9,51,4,1,1,1,2,1,0,1,1,4,3,1,1,2,1,1,51,10,1,2.52,30
3,53,4,1,2,1,9,0,3,2,1,3,3,1,1,2,1,1,21,13,1,3.12,44
3,53,4,1,2,1,9,0,3,2,1,3,3,1,1,2,1,1,21,12,2,3.12,23
6,51,4,1,5,1,9,0,3,1,1,4,3,1,1,2,1,1,41,7,2,2.52,12
6,51,4,1,5,1,9,0,3,1,1,4,3,1,1,2,1,1,41,12,2,2.52,39
5,64,4,1,1,1,8,3,0,1,1,2,3,1,0,1,1,1,51,99,0,1.32,
7,52,4,1,5,1,8,3,0,1,1,2,3,1,0,1,1,1,51,13,1,1.98,44
7,52,4,1,5,1,8,3,0,1,1,2,3,1,0,1,1,1,51,9,1,1.98,28
3,81,4,5,5,1,9,0,3,1,1,2,3,3,0,6,1,1,31,15,1,0.6,52
12,30,4,1,7,1,8,1,0,1,1,2,3,1,0,1,1,1,62,7,2,0.6,3
4,2,4,5,2,1,8,3,0,3,1,3,3,4,1,2,1,1,11,6,1,3.84,3
4,2,4,5,2,1,8,3,0,3,1,3,3,4,1,2,1,1,11,6,2,3.84,4
2,6,4,5,7,1,9,1,0,1,1,2,3,4,1,2,1,1,51,13,1,3.12,45
2,6,4,5,7,1,9,1,0,1,1,2,3,4,1,2,1,1,51,7,1,3.12,11
2,6,4,5,7,1,9,1,0,1,1,2,3,4,1,2,1,1,51,99,0,3.12,
2,76,4,5,7,1,8,3,0,1,1,3,3,7,1,3,2,2,51,16,1,0.6,57
8,40,4,1,1,1,8,0,3,2,1,4,3,1,1,2,1,1,61,12,2,5.04,31
8,40,4,1,1,1,8,0,3,2,1,4,3,1,1,2,1,1,61,8,1,5.04,22
4,35,4,1,5,1,8,3,0,6,3,2,3,11,1,2,2,1,51,5,1,1.92,7
11,75,4,5,3,1,8,0,3,2,1,2,3,3,1,2,5,1,23,6,2,1.92,11
11,75,4,5,3,1,8,0,3,2,1,2,3,3,1,2,5,1,23,6,1,1.92,8
11,75,4,5,3,1,8,0,3,2,1,2,3,3,1,2,5,1,23,4,2,1.92,4
8,72,4,1,1,1,9,1,0,1,1,2,3,1,0,6,1,1,62,7,2,0.6,19
1,57,4,1,6,1,8,3,0,1,1,5,3,1,0,5,1,1,41,5,1,1.98,7
1,57,4,1,6,1,8,3,0,1,1,5,3,1,0,5,1,1,41,6,1,1.98,7
10,49,4,1,2,1,8,0,3,1,1,2,3,1,1,2,1,1,11,17,2,3.12,58
10,49,4,1,2,1,8,0,3,1,1,2,3,1,1,2,1,1,11,9,1,3.12,6
3,46,4,1,2,1,8,3,0,4,1,4,3,1,0,1,1,1,11,5,2,1.32,6
3,46,4,1,2,1,8,3,0,4,1,4,3,1,0,1,1,1,11,5,1,1.32,7
11,52,4,1,6,1,9,0,3,1,0,3,3,1,1,2,1,1,11,6,1,2.58,8
6,54,4,1,5,1,8,0,3,1,1,1,3,1,0,1,1,1,32,99,0,0.6,
2,34,4,1,4,1,8,3,0,1,1,2,5,1,0,1,5,1,11,99,0,0.6,
1,69,4,5,3,1,8,0,3,1,1,2,3,3,1,2,1,1,51,7,1,2.22,6
7,59,4,1,2,1,8,1,0,1,1,2,3,1,0,5,1,1,51,3,1,1.32,
7,59,4,1,2,1,8,1,0,1,1,2,3,1,0,5,1,1,51,5,1,1.32,9
6,36,4,1,3,1,8,0,3,2,1,3,3,1,0,7,1,1,61,12,1,1.32,32
6,36,4,1,3,1,8,0,3,2,1,3,3,1,0,7,1,1,61,12,2,1.32,30
4,91,1,5,5,1,8,0,4,1,1,5,3,8,1,2,1,1,42,9,2,1.32,14
4,91,1,5,5,1,8,0,4,1,1,5,3,8,1,2,1,1,42,12,1,1.32,38
8,63,4,1,4,1,8,0,3,1,1,3,3,1,1,2,1,1,11,7,1,3.84,4
9,74,4,1,2,1,8,3,0,2,1,3,3,1,1,2,1,1,51,8,1,1.92,
1,50,4,1,2,1,8,3,0,1,1,3,3,1,0,1,1,1,51,5,1,1.92,8
9,77,4,5,5,1,8,3,0,1,1,3,3,3,0,1,1,1,11,11,1,0.6,32
7,7,4,5,1,1,9,3,0,1,1,2,3,3,1,2,1,1,11,6,1,2.52,4
7,7,4,5,1,1,9,3,0,1,1,2,3,3,1,2,1,1,11,6,1,2.52,6
4,53,4,1,4,1,9,3,0,1,1,2,3,1,0,6,1,1,62,15,2,1.32,38
4,53,4,1,4,1,9,3,0,1,1,2,3,1,0,6,1,1,62,12,2,1.32,30
7,15,4,5,6,1,9,1,0,6,1,4,5,10,1,2,2,1,11,4,1,4.44,4
7,15,4,5,6,1,9,1,0,6,1,4,5,10,1,2,2,1,11,11,1,4.44,36
2,60,4,1,3,1,8,0,3,1,1,3,4,1,0,1,1,1,11,10,1,2.52,30
2,60,4,1,3,1,8,0,3,1,1,3,4,1,0,1,1,1,11,5,1,2.52,7
8,74,4,1,1,1,8,3,0,1,1,3,3,1,1,2,1,1,11,9,1,3.97,24
8,74,4,1,1,1,8,3,0,1,1,3,3,1,1,2,1,1,11,7,1,3.97,17
2,31,4,1,1,1,8,1,0,1,1,2,3,1,0,6,1,1,51,17,1,0.9,67
6,47,4,1,6,1,8,0,3,1,1,3,3,1,0,1,1,1,61,11,2,4.44,8
5,42,4,1,4,1,8,3,0,1,1,2,3,1,1,2,1,1,11,15,1,5.04,46
5,42,4,1,4,1,8,3,0,1,1,2,3,1,1,2,1,1,11,7,1,5.04,18
5,55,4,1,1,1,9,3,0,1,1,2,3,1,0,5,1,1,32,6,2,2.52,10
5,55,4,1,1,1,9,3,0,1,1,2,3,1,0,5,1,1,32,5,1,2.52,3
8,74,4,1,2,1,8,0,3,2,1,5,3,1,1,2,1,1,51,11,2,2.88,27
8,74,4,1,2,1,8,0,3,2,1,5,3,1,1,2,1,1,51,8,1,2.88,
8,74,4,1,2,1,8,0,3,2,1,5,3,1,1,2,1,1,51,10,1,2.88,32
9,31,4,1,1,1,8,3,0,1,1,5,3,1,1,2,1,1,41,10,1,3.2,25
9,31,4,1,1,1,8,3,0,1,1,5,3,1,1,2,1,1,41,14,1,3.2,46
2,67,4,1,1,1,8,1,0,1,1,4,3,1,0,1,1,1,51,12,1,0.6,38
5,37,4,1,2,1,8,3,0,1,0,2,3,1,0,1,1,1,62,6,1,0.9,9
12,36,4,1,1,1,8,1,0,1,1,2,3,1,1,2,1,1,31,9,2,2.52,17
12,36,4,1,1,1,8,1,0,1,1,2,3,1,1,2,1,1,31,13,2,2.52,21
4,59,4,1,2,1,8,0,3,2,1,3,5,1,1,2,1,1,11,13,2,5.04,45
4,59,4,1,2,1,8,0,3,2,1,3,5,1,1,2,1,1,11,8,2,5.04,18
2,65,4,1,6,1,9,3,0,1,1,3,3,1,0,6,1,1,24,4,1,1.32,4
2,65,4,1,6,1,9,3,0,1,1,3,3,1,0,6,1,1,24,11,1,1.32,20
12,45,4,1,4,1,9,9,0,0,0,0,5,11,9,,9,9,31,99,0,1.98,
12,45,4,1,4,1,9,9,0,0,0,0,5,11,9,,9,9,31,8,1,1.98,7
4,86,3,5,1,1,9,3,0,2,1,2,3,3,1,2,1,1,41,7,1,2.52,12
5,84,4,5,3,1,9,0,3,1,1,2,3,3,0,6,1,1,61,99,0,0.6,
12,61,4,1,1,1,8,2,0,1,1,4,3,1,0,7,1,1,31,9,2,1.92,20
