pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,YOM_BE_HODESH,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,RAMZOR,HUMRAT_TEUNA,SUG_TEUNA,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,BAKARA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y
2023039712,1,1,2,3000,4276,,2,,,,,,61,2023,4,25,64,2,1,3,9,2,8,9,3,0,1,1,4,3,11,,9,5,2,9,9,0,0,9,1,11,111,0,12,1,221990,634157
2023039715,1,1,2,5000,1571,,12,,,,,,20,2023,7,17,27,4,1,2,9,3,3,8,0,2,1,1,4,3,1,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180575,664495
2023039726,1,1,2,6200,211,,25,,,,,,20,2023,9,29,62,2,1,6,9,3,1,8,1,0,1,1,1,3,1,,1,1,9,9,9,0,0,9,5,51,513,0,14,1,175987,659597
2023039742,1,2,3,0,,,,,505,5,366,7147,41,2023,2,3,91,4,5,6,1,3,2,8,0,3,4,1,3,3,3,2,1,1,9,9,9,0,0,9,7,77,777,99,99,1,215793,668429
2023039744,1,1,1,5000,461,1380,,11180522,,,,,20,2023,11,16,65,4,1,5,1,2,2,8,1,0,1,1,3,3,1,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,177862,663922
2023039746,1,1,4,0,,,,,2,0,380,,51,2023,10,11,40,4,1,4,9,3,3,8,0,3,5,1,5,3,1,,1,1,9,9,9,0,0,9,4,41,411,99,99,1,186482,686709
2023039747,1,1,4,0,,,,,554,0,25,,51,2023,9,20,86,4,5,4,9,2,4,9,0,2,3,1,3,3,3,,1,1,9,9,9,0,0,9,4,42,421,99,99,1,191719,677867
2023039773,1,1,1,5000,180,1011,,20700111,,,,,20,2023,6,2,80,4,5,6,1,3,4,9,1,0,1,1,2,3,3,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180659,667465
2023039779,1,1,1,3000,513,409,,11130132,,,,,61,2023,6,19,85,4,5,2,1,2,2,8,3,0,1,1,2,3,10,3,9,1,9,9,9,0,0,9,1,11,111,0,12,1,221329,631776
2023039787,1,1,3,0,,,,,411,40,99,727,52,2023,2,23,15,4,5,5,9,2,11,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,4,44,441,99,99,1,182538,641532
2023039799,1,1,2,6500,780,,4,,,,,,12,2023,3,7,11,1,5,3,9,3,7,8,3,0,1,1,2,3,3,,1,1,9,9,9,0,0,9,3,32,324,0,14,1,193418,704427
2023039815,1,1,1,5000,116,101,,20820125,,,,,20,2023,4,27,42,4,1,5,0,3,1,8,3,0,1,1,2,3,1,1,1,1,9,9,9,4,3,9,5,51,511,0,13,1,180764,667850
2023039837,1,1,4,0,,,,,293,0,81,,34,2023,2,13,42,4,1,2,9,3,5,8,3,0,4,1,3,4,1,,1,1,9,9,9,0,0,9,6,62,621,99,99,1,168713,593962
2023039838,1,1,1,1015,110,309,,360001,,,,,61,2023,12,14,41,4,1,5,1,3,2,9,9,0,0,0,0,5,11,2,9,9,9,9,9,0,0,9,1,11,111,99,16,1,213973,633589
2023039839,1,1,1,9000,615,616,,14560523,,,,,34,2023,12,21,62,4,1,5,9,3,2,9,9,0,0,0,0,5,11,7,9,9,9,9,9,0,0,9,6,62,623,0,13,1,182228,570833
2023039864,1,1,2,70,240,,6,,,,,,38,2023,8,17,59,4,1,5,9,2,1,9,9,0,0,0,0,5,11,,9,9,9,9,9,3,3,9,6,61,613,0,13,1,166958,634186
2023039868,1,1,2,7000,231,,8,,,,,,52,2023,6,13,52,4,1,3,9,3,1,8,3,0,1,1,3,4,1,,1,1,9,9,9,1,2,2,4,43,432,0,15,1,189777,650695
2023039883,1,1,2,5000,3007,,56,,,,,,20,2023,7,10,57,4,1,2,9,3,3,8,3,0,1,1,2,3,1,,1,1,9,9,9,0,0,9,5,51,511,0,13,1,177745,660896
2023039904,1,1,2,7300,962,,9,,,,,,14,2023,7,27,35,4,1,5,9,3,5,9,3,0,1,1,2,3,1,,1,1,9,9,9,0,0,9,2,23,237,0,25,1,228679,735544
2023039914,1,1,2,5000,1554,,32,,,,,,20,2023,8,28,69,4,1,2,9,3,12,8,0,3,1,1,3,3,1,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179921,663503
2023039916,1,1,2,5000,1201,,35,,,,,,20,2023,12,30,82,4,5,7,9,2,1,8,1,0,1,1,2,3,3,,1,1,9,9,9,3,3,9,5,51,511,0,13,1,178271,664402
2023039922,1,1,2,8800,815,,9999,,,,,,12,2023,3,11,52,4,1,7,9,3,1,9,3,0,1,1,3,3,1,,1,1,9,9,9,2,3,2,2,24,241,0,26,3,215349,746224
2023039955,1,1,4,0,,,,,2,0,410,,51,2023,10,6,73,2,1,6,9,2,3,8,3,0,5,1,3,4,1,,1,1,9,9,9,0,0,9,4,41,411,99,99,1,187316,689676
2023039956,1,1,2,5000,2648,,9,,,,,,20,2023,3,20,82,4,5,2,9,2,4,8,1,0,1,1,3,3,3,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179901,662969
2023039989,1,2,4,0,,,,,90,0,3452,,41,2023,5,25,17,2,5,5,9,3,1,9,1,0,4,1,3,3,3,,1,1,9,9,4,8,0,9,7,77,777,99,99,1,252321,682900
2023040018,1,1,1,6500,606,611,,170007,,,,,12,2023,8,6,82,4,5,1,1,3,1,8,0,3,1,1,3,3,3,2,1,1,9,9,9,3,4,1,3,32,324,0,14,1,192865,705048
2023040066,1,1,1,3000,4628,5127,,23780714,,,,,61,2023,1,18,95,4,5,4,1,3,2,9,0,3,1,1,5,3,3,2,1,1,9,9,9,0,0,9,1,11,111,0,12,1,221705,637323
2023040098,1,1,1,3000,4752,4820,,92872580,,,,,61,2023,4,17,60,4,1,2,1,3,2,8,1,0,1,1,3,3,1,2,1,1,9,9,9,0,0,9,1,11,111,0,12,1,223611,637331
2023040100,1,1,2,8600,1108,,9999,,,,,,20,2023,3,6,81,2,5,2,9,2,1,8,3,0,1,1,3,3,3,,1,1,9,9,9,3,3,2,5,51,512,0,14,3,183859,664686
2023040101,1,1,3,0,,,,,4,5,1228,323,20,2023,5,5,46,4,1,6,9,2,4,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,5,51,511,99,99,1,186556,670189
2023040108,1,1,1,3000,1105,1121,,26560251,,,,,61,2023,8,11,3,4,5,6,1,3,2,8,1,0,1,1,3,3,3,2,1,1,9,9,9,0,0,9,1,11,111,0,12,1,218427,630493
2023040115,1,2,4,0,,,,,4490,0,293,,43,2023,1,12,53,4,1,5,9,2,10,8,3,0,4,1,3,3,1,,1,1,6,2,9,0,0,9,7,77,777,99,99,1,240005,646642
2023040124,1,1,1,9000,988,956,,8490021,,,,,34,2023,2,3,5,4,5,6,1,3,2,9,0,3,2,1,3,4,3,2,1,1,9,9,9,0,0,9,6,62,623,0,13,1,180222,571834
2023040126,1,1,1,5000,1511,1107,,11950611,,,,,20,2023,3,5,55,4,1,1,1,3,2,8,0,3,1,1,2,3,1,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179638,664145
2023040136,1,1,2,8300,543,,9999,,,,,,52,2023,7,25,77,4,1,3,9,1,10,8,0,3,2,1,2,3,11,7,1,1,9,9,9,0,0,9,4,44,442,0,13,3,182711,650398
2023040152,1,1,2,7900,227,,2,,,,,,51,2023,7,31,70,4,1,2,9,3,11,8,1,0,1,1,2,3,1,,1,1,9,9,9,0,0,9,4,42,422,0,13,1,189546,666000
2023040167,1,1,2,1054,,,9999,,,,,,34,2023,6,19,29,4,1,2,9,2,2,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,6,62,623,99,26,2,186703,573041
2023040182,1,1,4,0,,,,,804,0,22,,12,2023,9,24,33,2,1,1,9,3,5,8,3,0,4,1,4,3,1,5,1,1,9,9,9,0,0,9,2,24,242,99,99,1,231839,753680
2023040202,1,1,1,7200,135,183,,17810032,,,,,52,2023,1,8,34,4,1,1,0,3,1,8,0,3,1,1,2,3,1,6,1,1,9,9,9,3,3,2,4,44,442,0,15,1,182275,648419
2023040206,1,1,2,1063,235,,9999,,,,,,12,2023,2,25,76,4,5,7,9,1,8,9,0,3,1,1,5,4,3,,1,1,2,9,9,0,0,9,2,24,243,0,16,3,226163,769723
2023040213,1,2,4,0,,,,,5545,0,21,,41,2023,10,19,96,4,5,5,9,2,10,4,1,0,1,1,2,3,3,7,1,9,9,9,9,0,0,9,7,77,777,99,99,1,226076,662960
2023040255,1,1,1,6200,639,221,,68880031,,,,,20,2023,10,24,79,4,5,3,0,3,2,8,0,3,1,0,2,3,3,6,1,1,9,9,9,0,0,9,5,51,513,0,14,1,176006,658227
2023040258,1,1,1,8300,540,307,,20260001,,,,,52,2023,11,18,82,4,5,7,1,3,2,9,0,2,1,1,5,3,3,2,1,1,9,9,9,0,0,9,4,44,442,0,13,1,181392,650755
2023040260,1,1,2,5000,2958,,80,,,,,,20,2023,7,11,71,4,1,3,9,3,1,9,3,0,1,0,2,3,1,,1,1,9,9,6,8,0,9,5,51,511,0,13,1,182373,661858
2023040272,1,1,1,8200,123,145,,350002,,,,,12,2023,8,24,54,4,1,5,9,2,1,9,3,0,1,1,5,3,1,,1,1,9,9,9,3,3,2,3,31,311,0,16,1,207034,748811
2023040275,1,1,4,0,,,,,420,,10,,52,2023,1,24,94,4,5,3,9,2,8,9,0,3,3,1,3,3,3,,1,1,2,2,9,0,0,9,4,44,441,99,99,1,183795,644622
2023040285,1,1,2,259,,,9999,,,,,,14,2023,4,10,69,3,1,2,9,3,2,8,2,0,1,1,2,3,1,,1,1,9,9,9,0,0,9,2,23,231,7,33,2,245478,714878
2023040300,1,1,1,6600,800,797,,10140055,,,,,20,2023,5,12,75,4,1,6,1,3,2,8,3,0,1,1,2,3,1,2,1,1,9,9,9,0,0,9,5,51,513,0,14,1,178162,656320
2023040326,1,1,3,0,,,,,65,0,291,1113,12,2023,3,13,82,4,5,2,1,3,2,9,0,3,5,1,4,3,3,2,1,2,9,9,9,0,0,9,3,32,323,99,99,1,214973,716402
2023040346,1,1,4,0,,,,,20,0,161,,20,2023,8,3,74,4,1,5,9,3,11,8,0,2,5,1,5,5,1,,1,1,9,9,9,0,0,9,5,51,511,99,99,1,180633,664463
2023040382,1,1,4,0,,,,,42,0,853,,52,2023,2,16,30,4,1,5,9,3,5,8,2,0,3,1,3,4,1,,1,2,9,9,9,0,0,9,4,44,441,99,99,1,172527,637135
2023040399,1,1,1,4000,856,311,,10528,,,,,11,2023,8,9,49,4,1,4,1,3,4,8,3,0,1,1,2,3,1,2,1,1,9,9,9,0,0,9,3,31,311,0,13,1,200530,745721
2023040435,1,1,1,4000,413,420,,10520233,,,,,11,2023,1,18,9,4,5,4,0,2,2,8,3,0,1,1,3,3,3,5,1,1,9,9,9,0,0,9,3,31,311,0,13,1,199181,747028
2023040453,1,1,1,3000,1021,1048,,15820232,,,,,61,2023,10,6,65,2,1,6,1,2,1,9,3,0,1,1,3,3,1,2,1,1,9,9,9,1,4,1,1,11,111,0,12,1,217900,631940
2023040470,1,1,2,5000,2524,,9,,,,,,20,2023,5,15,39,4,1,2,9,2,13,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,5,51,511,0,13,1,180476,662465
2023040485,1,2,1,3616,132,141,,20001,,,,,43,2023,9,16,47,2,1,7,0,3,2,8,0,3,1,1,2,3,1,6,1,1,9,9,9,0,0,9,7,77,777,0,16,1,228906,631405
2023040494,1,1,4,0,,,,,65,0,280,,12,2023,1,5,39,4,1,5,9,3,10,9,3,0,5,1,3,3,1,2,1,1,9,9,9,0,0,9,3,32,323,99,99,1,214219,715589
2023040505,1,1,2,8600,719,,46,,,,,,20,2023,7,9,24,4,5,1,9,3,10,9,0,5,1,1,3,3,6,,1,2,2,1,9,0,0,9,5,51,512,0,14,1,183051,665418
2023040510,1,2,3,0,,,,,55,5505,132,7157,41,2023,4,18,23,4,5,3,1,3,2,8,0,3,4,1,2,3,10,2,1,1,9,9,9,0,0,9,7,77,777,99,99,1,200473,677015
2023040524,1,1,2,4000,1161,,3,,,,,,11,2023,9,4,27,4,5,2,9,3,3,8,1,0,3,1,5,3,6,,1,1,9,9,9,0,0,9,3,31,311,0,13,1,198657,748235
2023040544,1,1,3,0,,,,,406,0,1905,10408,34,2023,6,30,75,4,1,6,1,3,2,8,0,3,5,1,3,3,1,2,1,1,9,9,9,0,0,9,6,62,623,99,99,1,180111,577388
2023040570,1,1,2,473,,,9999,,,,,,12,2023,3,22,67,4,1,4,9,3,1,9,1,0,1,3,1,1,11,,9,9,9,9,9,1,2,9,2,24,245,99,27,2,216161,762851
2023040577,1,1,3,0,,,,,531,0,115,10295,51,2023,4,30,51,4,1,1,1,3,2,8,0,3,1,1,4,3,1,2,1,1,9,9,9,0,0,9,4,42,421,99,99,1,190829,675271
2023040579,1,2,3,0,,,,,60,3174,513,10658,43,2023,4,28,63,4,1,6,9,3,11,9,3,0,1,1,2,5,1,,9,1,9,9,9,0,0,9,7,77,777,99,99,1,212835,602747
2023040587,1,1,2,8400,6523,,9999,,,,,,52,2023,2,7,56,4,1,3,9,3,1,9,3,0,1,1,1,3,1,,2,2,9,9,7,0,0,9,4,44,441,0,14,2,182493,642449
2023040589,1,1,2,3000,1508,,39,,,,,,61,2023,5,24,85,4,5,4,9,3,11,9,0,2,1,1,1,3,3,,1,1,9,9,9,0,0,9,1,11,111,0,12,1,221041,631100
2023040598,1,1,1,3000,4113,,,,,,,,61,2023,7,10,66,4,1,2,1,3,1,9,1,0,2,1,3,3,1,2,1,1,9,9,9,3,4,2,1,11,111,0,12,3,222134,634089
2023040610,1,1,3,0,,,,,89,866,442,1471,12,2023,6,24,81,4,5,7,9,2,8,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,2,21,212,99,99,1,241770,765926
2023040629,1,1,2,7900,593,,2,,,,,,51,2023,8,28,51,4,1,2,9,3,2,8,3,0,1,1,3,3,1,,1,1,9,9,9,0,0,9,4,42,422,0,13,1,191255,664530
2023040632,1,1,2,70,759,,9999,,,,,,38,2023,1,10,54,4,1,3,9,2,1,8,3,0,1,1,4,4,1,,1,1,9,9,9,1,2,2,6,61,613,0,13,3,168135,633100
2023040660,1,1,4,0,,,,,431,0,195,,52,2023,8,9,62,4,1,4,9,2,1,8,1,0,6,1,5,4,1,,1,1,9,9,9,1,2,2,4,43,432,99,99,1,185167,647585
2023040674,1,2,1,3616,201,211,,130073,,,,,43,2023,5,21,52,4,1,1,0,3,2,8,0,3,3,1,5,3,1,1,1,1,9,9,9,0,0,9,7,77,777,0,16,1,231397,633889
2023040683,1,1,1,3000,1714,1757,,510533,,,,,61,2023,2,26,60,4,1,1,1,3,2,8,3,0,1,1,3,3,1,2,1,1,9,9,9,0,0,9,1,11,111,0,12,1,221126,629286
2023040693,1,1,3,0,,,,,412,1,161,7,52,2023,1,2,41,4,1,2,0,2,10,2,1,0,1,1,2,3,1,1,9,1,6,1,9,0,0,9,4,43,432,99,99,1,184677,657240
2023040699,1,1,1,3000,4194,4340,,24260723,,,,,61,2023,5,1,31,4,1,2,0,3,1,8,2,0,1,1,2,3,1,1,1,1,9,9,9,3,3,9,1,11,111,0,12,1,222858,633835
2023040702,1,1,2,6200,9000,,1,,,,,,20,2023,8,18,75,4,1,6,9,3,3,8,3,0,1,1,2,3,11,,9,9,9,9,9,0,0,9,5,51,513,0,14,2,176515,658597
2023040711,1,1,4,0,,,,,1,0,380,,61,2023,12,12,77,4,5,3,9,2,4,9,3,0,7,1,2,4,6,3,9,5,9,9,9,0,0,9,1,11,111,99,99,1,202100,636206
2023040729,1,1,1,6900,852,594,,13030310,,,,,51,2023,3,4,53,4,1,7,0,3,1,9,0,1,1,1,2,3,1,1,1,1,9,9,9,4,3,1,4,42,421,0,14,1,192591,675642
2023040734,1,1,2,6200,304,,16,,,,,,20,2023,1,27,24,4,5,6,9,1,11,8,3,0,1,1,2,3,6,,1,1,9,9,9,0,0,9,5,51,513,0,14,1,176318,657922
2023040746,1,1,2,6400,421,,9999,,,,,,20,2023,12,10,34,4,1,1,9,3,1,9,3,0,1,1,0,3,1,7,9,1,9,9,9,0,0,9,5,51,511,0,14,3,185533,674656
2023040751,1,1,4,0,,,,,7,0,192,,52,2023,5,5,63,4,1,6,9,2,2,8,0,3,5,1,4,3,1,2,1,1,9,9,9,0,0,9,4,44,441,99,99,1,184931,634607
2023040757,1,1,2,7700,385,,19,,,,,,14,2023,5,28,12,4,5,1,9,2,1,8,1,0,1,1,3,3,6,,1,1,9,9,7,0,0,9,2,23,234,0,15,1,228140,723847
2023040762,1,1,3,0,,,,,44,0,291,3461,52,2023,8,12,74,4,1,7,1,3,10,8,0,2,3,1,5,3,1,2,1,1,9,9,9,0,0,9,4,44,442,99,99,1,185821,652343
2023040778,1,1,4,0,,,,,383,0,152,,61,2023,7,2,77,4,1,1,9,2,5,5,3,0,1,1,2,3,1,,1,1,9,9,9,0,0,9,1,11,112,99,99,1,192274,624949
2023040801,1,1,2,6600,401,,38,,,,,,20,2023,1,18,60,4,1,4,9,2,1,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,5,51,513,0,14,1,178713,658932
2023040807,1,2,3,0,,,,,446,4653,182,7182,41,2023,4,23,51,4,1,1,9,3,5,8,3,0,4,1,2,3,1,,1,1,9,9,9,0,0,9,7,77,777,99,99,1,203982,660527
2023040835,1,1,2,6600,113,,26,,,,,,20,2023,1,31,28,4,5,3,9,2,1,8,3,0,1,1,2,3,10,,1,1,9,9,7,0,0,9,5,51,513,0,14,1,181881,657735
2023040849,1,1,4,0,,,,,77,0,565,,14,2023,9,23,36,4,1,7,9,2,3,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,2,23,237,99,99,1,228164,741684
2023040852,1,1,1,4000,309,1169,,290211,,,,,11,2023,4,29,26,4,1,7,1,3,2,8,3,0,1,1,4,3,1,2,9,2,9,9,9,0,0,9,3,31,311,0,13,1,201239,745528
2023040857,1,1,1,7100,475,437,,360003,,,,,38,2023,8,14,68,4,1,2,0,3,2,8,1,0,1,1,1,3,1,5,1,1,9,9,9,0,0,9,6,61,614,0,14,1,161061,619352
2023040883,1,1,1,7100,740,,,,,,,,38,2023,2,9,44,4,1,5,0,1,2,8,0,3,3,1,5,5,1,6,1,1,9,9,9,0,0,9,6,61,614,0,14,3,157625,615733
2023040893,1,1,1,3000,4453,4479,,92871462,,,,,61,2023,10,22,85,4,5,1,0,3,1,9,3,0,7,3,2,4,6,1,9,1,9,9,9,3,3,9,1,11,111,0,12,1,217966,636425
2023040895,1,2,2,3797,226,,8,,,,,,43,2023,7,30,66,4,1,1,9,3,1,9,0,2,1,1,3,3,1,6,1,1,9,9,9,3,3,1,7,77,777,0,15,3,203552,649450
2023040932,1,1,2,5000,2263,,13,,,,,,20,2023,3,17,1,4,5,6,9,2,2,9,3,0,1,1,2,3,6,5,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178639,662287
2023040945,1,1,2,7400,532,,9999,,,,,,51,2023,3,14,75,4,5,3,9,2,7,9,0,3,1,1,2,3,3,,1,1,9,9,9,0,0,9,4,41,411,0,13,3,186608,691858
2023040970,1,1,2,3000,305,,71,,,,,,61,2023,8,18,13,4,5,6,9,3,11,9,2,0,1,0,3,3,3,,1,1,9,9,9,0,0,9,1,11,111,0,12,1,220129,633090
2023040979,1,1,1,70,217,240,,90013,,,,,38,2023,3,15,52,4,1,4,1,3,2,8,0,3,1,1,3,3,1,2,1,1,9,9,9,0,0,9,6,61,613,0,13,1,166779,633871
2023040985,1,1,2,763,109,,144,,,,,,38,2023,11,12,82,4,5,1,9,2,10,8,3,0,1,1,2,4,3,,1,1,9,9,9,0,0,9,6,61,611,33,19,3,170356,631274
2023040990,1,1,1,4000,288,367,,17850952,,,,,12,2023,9,29,67,2,1,6,1,3,2,9,0,3,3,1,3,3,1,2,1,1,9,9,9,0,0,9,3,31,311,0,13,1,204732,745496
2023041010,1,1,3,0,,,,,35,6,220,4179,38,2023,3,21,27,4,1,3,0,3,2,8,0,3,5,1,5,3,1,5,1,1,9,9,9,0,0,9,6,61,612,99,99,1,182323,612012
2023041018,1,1,2,3000,1366,,9,,,,,,61,2023,6,7,73,4,1,4,9,3,5,8,3,0,1,3,3,3,1,,1,1,9,9,9,0,0,9,1,11,111,0,12,1,220158,629507
2023041020,1,1,1,3000,4162,4601,,24310761,,,,,61,2023,10,28,52,4,1,7,1,3,2,8,3,0,1,1,4,3,1,2,1,1,9,9,9,0,0,9,1,11,111,0,12,1,222011,633818
2023041024,1,1,2,7900,107,,9999,,,,,,51,2023,9,10,82,4,5,1,9,3,2,8,0,3,1,1,1,3,3,,1,1,9,9,9,0,0,9,4,42,422,0,13,3,189797,666735
2023041045,1,1,2,5000,1620,,135,,,,,,20,2023,2,5,18,4,5,1,9,1,11,8,3,0,1,1,2,5,10,,9,2,9,9,9,0,0,9,5,51,511,0,13,1,177224,661134
2023041050,1,1,2,3000,995,,24,,,,,,61,2023,6,12,47,4,1,2,9,2,1,9,0,3,1,1,3,5,1,,9,5,9,9,9,3,9,1,1,11,111,0,12,1,217772,632772
2023041060,1,1,3,0,,,,,4,57,1466,345,51,2023,6,28,93,4,5,4,1,3,2,9,0,3,5,1,4,3,6,2,1,1,9,9,9,0,0,9,4,41,411,99,99,1,191190,692220
2023041067,1,1,2,8600,1640,,9999,,,,,,20,2023,7,12,34,4,1,4,9,3,1,8,1,0,1,1,2,3,1,7,1,1,9,9,9,3,3,9,5,51,512,0,14,3,184838,664141
2023041079,1,2,2,3750,137,,9999,,,,,,41,2023,11,28,77,4,5,3,9,3,2,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,7,77,777,99,18,3,202137,674729
2023041084,1,1,1,8700,103,225,,8330001,,,,,51,2023,4,13,3,4,5,5,1,3,2,9,0,5,1,1,2,3,3,2,2,2,9,9,9,0,0,9,4,42,421,0,15,1,188976,676217
2023041088,1,1,2,9100,404,,67,,,,,,12,2023,9,13,34,4,1,4,9,2,2,8,3,0,1,1,2,3,1,,1,1,9,9,9,0,0,9,2,24,245,0,15,1,209362,768025
2023041094,1,1,3,0,,,,,92,8697,207,1673,12,2023,11,13,52,4,1,2,0,2,2,8,3,0,4,1,2,3,1,1,1,1,9,9,9,0,0,9,2,29,293,99,99,1,261239,751968
2023041098,1,1,2,5000,2604,,113,,,,,,20,2023,4,2,66,4,1,1,9,3,15,8,1,0,1,1,4,3,1,,1,1,9,9,9,0,0,9,5,51,511,0,13,1,181879,663067
2023041125,1,1,2,654,,,9999,,,,,,12,2023,6,25,77,4,1,1,9,3,2,9,3,0,1,1,2,3,1,6,1,1,9,9,9,0,0,9,3,32,323,0,26,2,205020,712373
2023041127,1,2,4,0,,,,,90,0,2865,,43,2023,6,24,72,4,1,7,9,2,3,9,2,0,4,1,2,3,1,,1,1,9,9,9,0,0,9,7,77,777,99,99,1,247042,633737
2023041142,1,1,2,3000,1832,,20,,,,,,61,2023,7,30,60,4,1,1,9,3,5,4,3,0,1,3,3,3,1,,1,9,9,9,9,0,0,9,1,11,111,0,12,3,221668,630518
2023041155,1,1,1,3000,4113,4287,,92871279,,,,,61,2023,11,14,43,4,1,3,0,3,2,8,0,3,3,1,3,3,1,7,9,1,9,9,9,0,0,9,1,11,111,0,12,1,221937,633877
2023041166,1,1,3,0,,,,,4111,4,25,303,52,2023,9,4,74,4,1,2,1,2,4,9,9,0,0,0,0,5,11,2,9,9,9,9,9,0,0,9,4,44,441,99,99,1,174507,644120
2023041176,1,1,1,70,501,213,,9770007,,,,,38,2023,2,10,9,4,5,6,1,3,2,8,0,3,2,1,3,5,3,2,1,1,9,9,9,0,0,9,6,61,613,0,13,1,167925,635547
2023041199,1,1,1,4000,662,919,,18130001,,,,,11,2023,1,2,80,4,5,2,1,3,10,9,0,3,2,1,3,3,3,2,1,1,9,9,9,0,0,9,3,31,311,0,13,1,200473,744938
2023041204,1,1,2,8300,180,,9999,,,,,,52,2023,12,28,64,4,1,5,9,2,1,8,0,3,2,1,4,3,1,,1,1,9,9,9,1,2,2,4,44,442,0,13,3,179719,652686
2023041230,1,1,2,587,109,,44,,,,,,20,2023,1,3,33,4,1,3,9,3,5,8,3,0,1,1,2,3,1,,1,1,9,9,9,0,0,9,4,42,422,99,19,1,187782,661853
2023041238,1,1,1,26,103,115,,50001,,,,,12,2023,12,11,62,4,1,2,0,3,1,8,3,0,1,1,2,3,1,7,1,1,9,9,9,3,3,1,2,21,213,99,19,1,251679,763839
2023041251,1,1,3,0,,,,,412,0,73,3825,52,2023,6,9,95,4,5,6,0,3,8,8,0,3,1,1,2,3,3,7,1,1,9,9,9,0,0,9,4,44,442,99,99,1,181270,649866
2023041271,1,1,1,5000,1026,1021,,80431,,,,,20,2023,11,21,64,4,1,3,0,3,1,9,3,0,1,0,2,5,1,1,1,1,9,9,9,4,3,9,5,51,511,0,13,1,179764,665576
2023041279,1,2,4,0,,,,,60,0,1135,,41,2023,3,4,27,4,1,7,9,1,5,9,3,0,4,1,3,3,1,,1,1,9,9,9,0,0,9,7,77,777,99,99,1,223838,653759
2023041294,1,1,4,0,,,,,4102,0,27,,52,2023,12,29,28,4,5,6,9,2,2,9,2,0,4,1,5,3,6,5,1,1,9,9,9,0,0,9,4,44,441,99,99,1,175020,638980
2023041313,1,1,2,3000,5173,,3,,,,,,61,2023,3,6,45,2,1,2,9,3,2,8,3,0,1,1,3,1,1,,1,1,9,9,9,0,0,9,1,11,111,0,12,3,221458,636767
2023041323,1,1,3,0,,,,,4,5,1228,323,20,2023,5,7,29,4,1,1,1,3,2,9,1,0,1,1,3,3,1,2,1,1,9,9,9,0,0,9,5,51,511,99,99,1,186556,670189
2023041324,1,1,4,0,,,,,85,0,364,,12,2023,4,27,50,4,1,5,9,2,5,9,3,0,4,1,2,3,1,,1,1,9,9,9,0,0,9,2,21,212,99,99,1,242348,756806
2023041325,1,1,1,7400,813,830,,690042,,,,,51,2023,1,15,59,4,1,1,0,3,2,8,3,0,1,1,3,3,1,5,1,1,9,9,9,0,0,9,4,41,411,0,13,1,189222,691130
2023041332,1,1,4,0,,,,,4,0,974,,52,2023,5,25,9,2,5,5,9,2,8,8,0,2,7,1,5,3,3,,1,1,9,9,9,0,0,9,4,44,442,99,99,1,175642,648832
2023041341,1,1,3,0,,,,,55,444,76,3437,51,2023,5,21,71,4,1,1,1,3,2,8,0,3,5,1,3,3,11,2,1,1,9,9,9,0,0,9,4,42,421,99,99,1,196157,675365
2023041346,1,1,4,0,,,,,91,0,29,,12,2023,10,28,49,4,1,7,9,3,5,9,2,0,4,1,3,4,1,,1,1,9,9,9,0,0,9,2,21,213,99,99,1,255514,767080
2023041351,1,1,4,0,,,,,864,0,67,,12,2023,3,14,31,4,1,3,9,3,2,5,2,0,4,1,3,3,1,,2,2,9,9,9,0,0,9,2,24,243,99,99,1,232625,763381
2023041355,1,1,2,7900,622,,14,,,,,,51,2023,8,28,63,4,1,2,9,3,3,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,4,42,422,0,13,1,190414,665414
