pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,YOM_BE_HODESH,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,RAMZOR,HUMRAT_TEUNA,SUG_TEUNA,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,BAKARA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y
2023026959,1,2,4,0,,,,,4374,0,0,,43,2023,4,20,76,4,1,5,9,3,2,9,3,0,4,1,3,3,1,6,1,1,9,9,9,0,0,9,7,77,777,99,99,3,243237,633552
2023026961,1,1,4,0,,,,,6,0,960,,38,2023,6,3,31,4,1,7,9,3,10,8,0,5,5,1,2,3,1,,1,1,9,9,9,0,0,9,6,61,611,99,99,1,183534,629445
2023026972,1,1,2,5000,2045,,9999,,,,,,20,2023,5,2,79,4,5,3,9,3,1,8,1,0,1,1,2,3,10,,1,1,9,9,9,3,3,9,5,51,511,0,13,3,181602,668227
2023026992,1,1,3,0,,,,,22,781,86,9756,12,2023,11,15,65,4,1,4,1,3,2,1,1,0,5,1,0,3,1,2,1,1,9,9,9,0,0,9,3,31,311,99,99,1,208805,746687
2023026993,1,1,3,0,,,,,20,0,119,8066,20,2023,12,29,67,4,5,6,1,3,2,8,0,2,1,1,5,3,6,2,1,1,9,9,9,0,0,9,5,51,513,99,99,1,179238,660647
2023027024,1,1,4,0,,,,,436,0,0,,61,2023,10,3,89,3,5,3,9,3,3,8,3,0,3,1,4,3,3,2,1,1,9,9,9,0,0,9,7,77,777,99,99,3,216594,637572
2023027035,1,1,2,2730,,,9999,,,,,,51,2023,12,2,57,4,1,7,9,3,5,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,4,41,412,0,26,2,200809,685697
2023027036,1,1,3,0,,,,,752,70,58,1203,12,2023,9,27,48,4,1,4,1,2,2,8,1,0,3,1,4,3,1,2,1,1,9,9,9,0,0,9,3,31,311,99,99,1,206994,739830
2023027037,1,1,2,3000,1036,,1,,,,,,61,2023,6,20,59,4,1,3,9,2,3,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,1,11,111,0,12,1,218276,632177
2023027078,1,1,4,0,,,,,554,0,73,,51,2023,2,12,59,4,1,1,9,3,2,8,1,0,1,1,3,3,1,,1,1,9,9,9,0,0,9,4,42,421,99,99,1,194610,681394
2023027117,1,1,2,8600,205,,93,,,,,,20,2023,8,30,44,4,1,4,9,3,10,9,3,0,1,1,3,3,1,,1,1,8,2,9,0,0,9,5,51,512,0,14,1,182651,666186
2023027122,1,1,2,9200,169,,38,,,,,,14,2023,3,27,34,4,1,2,9,3,5,9,3,0,1,1,2,5,1,,1,1,9,9,9,0,0,9,2,23,231,0,17,1,246830,711010
2023027123,1,2,4,0,,,,,578,0,167,,41,2023,2,5,39,4,1,1,9,2,19,8,2,0,4,1,2,3,1,,1,1,9,9,9,0,0,9,7,77,777,99,99,1,247050,691382
2023027125,1,1,1,1031,216,275,,270001,,,,,38,2023,5,18,42,4,1,5,9,2,13,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,6,61,614,0,16,1,161116,604641
2023027151,1,1,4,0,,,,,70,0,589,,12,2023,1,26,77,4,5,5,9,3,3,8,3,0,1,1,2,3,3,,1,1,9,9,9,0,0,9,2,24,241,99,99,1,216169,751326
2023027169,1,1,4,0,,,,,8534,0,13,,12,2023,5,26,65,1,1,6,9,3,4,8,3,0,1,1,2,3,1,,1,1,9,9,9,0,0,9,2,24,242,99,99,1,226106,759415
2023027176,1,1,2,5000,461,,230,,,,,,20,2023,7,2,72,4,1,1,9,2,5,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,5,51,511,0,13,1,178685,666441
2023027178,1,1,1,8700,304,351,,9580001,,,,,51,2023,5,5,44,4,1,6,0,3,1,9,3,0,1,1,2,3,1,7,1,1,9,9,9,3,3,2,4,42,421,0,15,1,188914,678026
2023027184,1,1,2,4000,564,,10,,,,,,11,2023,1,4,63,4,1,4,9,3,2,8,0,5,1,1,2,3,11,6,1,1,9,9,9,0,0,9,3,31,311,0,13,1,196437,743985
2023027189,1,1,2,654,,,9999,,,,,,12,2023,7,11,83,4,5,3,9,2,1,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,3,32,323,0,26,2,205020,712373
2023027193,1,1,1,7000,421,340,,8350002,,,,,52,2023,3,29,77,4,5,4,1,3,2,8,1,0,1,1,3,3,3,2,1,1,9,9,9,0,0,9,4,43,432,0,15,1,189943,650444
2023027199,1,1,2,5000,914,,20,,,,,,20,2023,6,27,45,4,1,3,9,3,4,9,3,0,1,0,2,3,1,,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179904,666477
2023027205,1,1,1,9400,112,123,,100001,,,,,20,2023,12,6,69,4,5,4,0,2,1,5,0,3,1,1,2,3,10,5,1,1,9,9,9,3,1,9,4,42,422,0,16,1,189575,660541
2023027216,1,1,2,4000,1067,,9999,,,,,,11,2023,3,30,73,4,1,5,9,2,1,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,3,31,311,0,13,3,202305,744559
2023027250,1,1,4,0,,,,,6,0,1143,,52,2023,12,27,51,4,1,4,9,2,8,8,0,2,6,1,5,3,1,,1,1,6,4,9,0,0,9,4,43,432,99,99,1,189747,645944
2023027267,1,1,3,0,,,,,4,651,1645,369,12,2023,4,27,87,4,5,5,1,3,2,8,0,3,5,1,5,4,3,2,1,1,9,9,9,0,0,9,3,32,324,99,99,1,192720,709631
2023027272,1,1,4,0,,,,,40,0,1418,,34,2023,6,22,56,4,1,5,9,1,5,8,0,5,4,1,3,3,1,,1,1,9,9,9,0,0,9,6,62,626,99,99,1,179592,539506
2023027280,1,1,1,4000,402,403,,10910232,,,,,11,2023,6,15,42,4,1,5,0,3,1,8,3,0,1,1,5,3,1,1,1,1,9,9,9,3,3,2,3,31,311,0,13,1,199805,746516
2023027293,1,1,4,0,,,,,8900,0,570,,12,2023,9,2,70,4,1,7,9,3,2,9,2,0,4,1,3,4,1,,1,1,9,9,9,0,0,9,2,21,212,99,99,1,249023,762022
2023027301,1,1,2,538,,,9999,,,,,,12,2023,1,20,87,4,5,6,9,3,8,9,3,0,1,1,2,3,3,,1,2,8,2,9,0,0,9,2,24,241,99,28,2,222337,755044
2023027331,1,1,3,0,,,,,3,0,2377,111,38,2023,4,27,81,4,5,5,1,3,5,8,0,3,5,1,5,3,3,2,1,1,9,9,9,0,0,9,6,61,611,99,99,1,172334,623147
2023027332,1,1,1,6200,210,201,,7690023,,,,,20,2023,1,30,53,4,1,2,1,3,2,8,3,0,1,1,2,5,1,2,1,1,9,9,9,0,0,9,5,51,513,0,14,1,175879,658918
2023027370,1,1,2,6200,113,,17,,,,,,20,2023,6,20,47,4,1,3,9,3,1,8,3,0,1,1,2,3,1,,1,1,9,9,9,3,3,2,5,51,513,0,14,1,177084,659289
2023027371,1,1,1,6100,850,6003,,30041,,,,,20,2023,4,23,37,4,1,1,0,3,1,9,1,0,1,1,3,3,1,1,1,1,9,9,9,4,3,9,5,51,512,0,13,1,185131,665144
2023027379,1,1,2,6100,503,,9999,,,,,,20,2023,3,2,41,4,1,5,9,2,4,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,5,51,512,0,13,3,184495,666625
2023027391,1,2,2,3780,102,,35,,,,,,43,2023,11,27,77,4,5,2,9,3,1,8,3,0,1,1,1,2,3,,9,2,9,9,9,3,3,1,7,77,777,0,15,1,211969,623016
2023027392,1,1,2,5000,2524,,127,,,,,,20,2023,9,10,40,4,1,1,9,3,3,9,3,0,1,1,1,5,1,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180896,664809
2023027411,1,1,2,2730,,,9999,,,,,,51,2023,7,16,82,4,5,1,9,1,5,8,3,0,1,1,1,4,3,,1,6,9,9,9,0,0,9,4,41,412,0,26,2,200809,685697
2023027423,1,1,2,507,,,9999,,,,,,12,2023,7,28,86,4,5,6,9,2,4,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,2,24,245,99,27,2,215585,762096
2023027449,1,1,2,510,,,9999,,,,,,12,2023,3,7,83,1,5,3,9,2,1,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,2,24,241,99,26,2,224714,746138
2023027489,1,1,1,9000,811,221,,7860015,,,,,34,2023,1,28,57,4,1,7,1,3,2,8,0,3,2,1,3,3,1,2,1,1,9,9,9,0,0,9,6,62,623,0,13,1,180764,574567
2023027542,1,1,1,3000,1362,1346,,28040411,,,,,61,2023,4,26,84,1,5,4,1,3,2,9,3,0,8,1,3,1,6,3,9,1,9,9,9,0,0,9,1,11,111,0,12,1,218030,628506
2023027549,1,1,2,3000,3038,,34,,,,,,61,2023,7,25,62,4,1,3,9,3,5,9,3,0,6,1,4,3,11,,9,1,9,9,9,0,0,9,1,11,111,0,12,3,223078,638338
2023027553,1,1,2,8700,550,,2,,,,,,51,2023,7,17,59,4,1,2,9,3,1,10,1,0,1,1,4,3,1,,1,1,9,9,7,8,0,9,4,42,421,0,15,3,189828,675860
2023027564,1,1,4,0,,,,,38,0,235,,61,2023,8,15,24,4,5,3,9,2,1,8,1,0,5,1,3,3,6,,9,1,9,9,6,0,0,9,1,11,112,99,99,1,201175,631713
2023027594,1,1,4,0,,,,,20,0,244,,20,2023,11,20,52,4,1,2,9,2,2,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,5,51,511,99,99,1,182272,672391
2023027622,1,1,2,4000,288,,18,,,,,,12,2023,4,10,79,3,5,2,9,3,11,8,3,0,1,1,5,3,6,2,1,1,9,9,9,0,0,9,3,31,311,0,13,1,205062,745545
2023027626,1,1,2,6100,237,,12,,,,,,20,2023,11,7,36,4,1,3,9,3,7,8,3,0,1,1,2,5,1,,1,1,9,9,9,0,0,9,5,51,512,0,13,1,184573,667285
2023027632,1,1,2,154,240,,25,,,,,,51,2023,8,4,69,4,1,6,9,3,2,8,3,0,1,1,3,3,1,5,1,1,9,9,9,0,0,9,4,41,411,99,17,1,191670,683870
2023027653,1,1,2,6300,503,,30,,,,,,20,2023,9,4,96,4,5,2,9,3,1,8,1,0,1,1,4,5,3,,1,1,9,9,7,0,0,9,5,51,512,0,15,1,181955,664209
2023027658,1,1,1,2600,147,109,,7460001,,,,,33,2023,8,25,75,4,1,6,0,3,2,8,0,3,0,0,2,3,1,6,1,1,9,9,9,0,0,9,6,62,625,0,15,1,194639,385189
2023027674,1,1,2,4000,512,,117,,,,,,11,2023,11,28,39,4,1,3,9,2,1,9,0,3,1,1,2,3,1,,1,1,9,9,9,3,3,2,3,31,311,0,13,1,198575,747469
2023027691,1,1,1,9000,366,346,,98340774,,,,,34,2023,4,15,52,4,1,7,1,3,2,9,0,3,2,1,2,4,1,2,1,1,9,9,9,0,0,9,6,62,623,0,13,1,178570,573204
2023027729,1,1,2,7900,263,,9999,,,,,,51,2023,12,4,53,4,1,2,9,3,2,8,0,3,1,1,0,5,1,7,1,1,9,9,9,0,0,9,4,42,422,0,13,3,188653,667731
2023027731,1,1,2,7900,221,,9999,,,,,,51,2023,7,17,53,4,1,2,9,3,1,8,0,2,1,1,4,5,1,,1,1,9,9,9,3,3,1,4,42,422,0,13,3,189527,665958
2023027732,1,1,3,0,,,,,412,0,202,10129,20,2023,3,26,57,4,1,1,1,3,2,9,3,0,5,1,0,3,1,2,1,1,9,9,9,0,0,9,5,51,512,99,99,1,188011,658874
2023027734,1,1,1,5000,2601,2958,,60350943,,,,,20,2023,12,22,74,4,5,6,1,3,1,8,3,0,1,1,3,3,3,2,1,1,9,9,9,3,4,1,5,51,511,0,13,1,182573,661892
2023027741,1,1,2,1082,104,,9999,,,,,,34,2023,8,18,6,4,5,6,9,3,4,9,3,0,1,1,2,3,3,,1,1,9,9,9,0,0,9,6,62,621,39,19,3,161917,589377
2023027742,1,1,1,8300,925,275,,20390833,,,,,52,2023,7,10,80,4,5,2,1,3,4,8,0,2,1,1,4,3,6,2,1,1,9,9,9,0,0,9,4,44,442,0,13,1,180522,653886
2023027753,1,1,2,8200,224,,9999,,,,,,12,2023,9,15,50,4,1,6,9,3,1,8,3,0,1,1,2,5,1,,1,1,9,9,9,3,3,1,3,31,311,0,16,3,208890,751477
2023027760,1,1,2,634,231,,9999,,,,,,51,2023,9,18,86,4,5,2,9,1,2,8,3,0,2,1,3,1,3,,1,1,9,9,9,0,0,9,4,42,422,0,26,3,196237,668876
2023027774,1,1,1,3000,1847,1842,,92871171,,,,,61,2023,8,7,83,4,5,2,0,3,1,9,9,0,0,0,0,5,6,1,9,9,9,9,9,3,3,2,1,11,111,0,12,1,220533,628663
2023027775,1,1,4,0,,,,,8900,0,539,,12,2023,10,19,52,4,1,5,9,3,2,5,2,0,1,1,3,3,1,,1,1,9,9,9,0,0,9,2,21,212,99,99,1,247906,763617
2023027790,1,1,2,2610,189,,9999,,,,,,61,2023,5,16,60,4,1,3,9,3,12,8,3,0,1,1,2,3,1,,1,1,9,9,9,0,0,9,1,11,112,0,14,3,200160,628534
2023027792,1,2,2,3797,211,,21,,,,,,43,2023,12,12,57,4,1,3,9,1,1,8,1,0,0,0,2,3,1,,9,1,9,9,7,8,0,9,7,77,777,0,15,1,204044,648517
2023027793,1,1,2,2660,172,,47,,,,,,52,2023,1,11,74,4,5,4,9,2,1,8,0,2,1,1,3,3,3,,1,1,9,9,9,3,3,2,4,44,441,0,15,1,176153,641925
2023027815,1,1,1,7900,920,901,,8810021,,,,,51,2023,4,4,55,4,1,3,0,3,1,8,0,3,1,1,2,3,1,1,1,1,9,9,9,3,3,1,4,42,422,0,13,1,188657,666009
2023027825,1,1,4,0,,,,,977,0,35,,12,2023,3,8,39,4,1,4,9,3,2,8,3,0,4,1,3,3,1,6,9,9,9,9,9,0,0,9,2,21,211,99,99,1,256706,785029
2023027827,1,1,1,2610,252,162,,7820001,,,,,61,2023,12,5,80,4,5,3,0,3,1,9,0,3,1,0,3,2,3,1,2,2,9,9,9,3,3,9,1,11,112,0,14,1,198282,628004
2023027833,1,1,4,0,,,,,784,0,121,,12,2023,1,12,83,4,5,5,9,3,8,9,2,0,4,1,3,3,5,,2,2,6,2,9,0,0,9,2,24,241,99,99,1,222774,749243
2023027834,1,1,1,7400,996,1020,,9950313,,,,,51,2023,4,27,63,4,1,5,1,3,1,9,0,3,2,1,0,3,1,2,1,1,9,9,9,9,0,9,4,41,411,0,13,1,185633,689682
2023027836,1,1,4,0,,,,,23,,48,,11,2023,6,3,7,4,5,7,9,1,10,8,0,5,4,1,2,4,3,,1,1,9,9,9,0,0,9,3,31,311,99,99,1,202322,743830
2023027854,1,1,1,1200,441,303,,120001,,,,,52,2023,11,5,51,4,1,1,0,2,1,8,0,4,1,1,2,3,1,6,1,1,9,9,9,3,3,1,4,43,431,0,15,1,200660,646179
2023027860,1,1,2,8900,,,9999,,,,,,12,2023,3,18,49,4,1,7,9,2,5,8,3,0,1,1,3,3,1,,1,1,9,9,9,0,0,9,2,24,241,0,26,2,218067,751042
2023027877,1,1,1,3000,833,1503,,12290151,,,,,61,2023,1,7,84,4,5,7,1,3,1,9,3,0,1,1,2,3,3,2,1,1,9,9,9,3,3,2,1,11,111,0,12,1,220644,630920
2023027887,1,1,1,4000,348,355,,7730223,,,,,11,2023,3,5,44,4,1,1,1,3,1,11,0,2,1,1,5,3,1,2,1,1,9,9,9,1,4,1,3,31,311,0,13,1,200088,747325
2023027904,1,1,2,874,126,,11,,,,,,14,2023,2,9,71,4,5,5,9,2,1,8,3,0,1,1,2,3,3,,5,1,9,9,6,9,0,9,2,23,237,0,16,1,222221,731988
2023027921,1,1,3,0,,,,,42,4311,1026,9737,52,2023,5,8,49,4,1,2,1,1,4,8,1,0,5,1,4,3,1,2,1,1,9,9,9,0,0,9,4,44,442,99,99,1,179828,651540
2023027928,1,1,2,246,211,,9999,,,,,,34,2023,6,15,82,4,5,5,9,1,2,9,0,2,1,1,2,4,3,6,1,1,9,9,9,0,0,9,6,62,621,0,16,3,160452,591162
2023027929,1,1,2,154,151,,9999,,,,,,51,2023,2,5,83,4,5,1,9,3,1,9,3,0,1,1,2,4,3,,1,1,9,9,9,4,2,9,4,41,411,99,17,3,192081,684790
2023027940,1,1,1,3000,4786,4753,,24240735,,,,,61,2023,2,28,43,4,1,3,1,3,2,8,1,0,1,1,3,3,1,2,1,1,9,9,9,0,0,9,1,11,111,0,12,1,222839,636337
2023027950,1,1,2,8400,,,9999,,,,,,52,2023,11,21,74,4,5,3,9,2,6,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,4,44,441,0,14,2,181943,644379
2023027974,1,1,4,0,,,,,98,0,76,,12,2023,1,14,53,4,1,7,9,3,11,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,2,22,221,99,99,1,261619,732447
2023027978,1,1,4,0,,,,,4,0,637,,38,2023,12,12,70,4,5,3,9,2,3,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,6,61,614,99,99,1,162353,618599
2023027992,1,1,2,2640,417,,9999,,,,,,51,2023,1,21,76,4,5,7,9,3,2,8,0,3,2,1,2,3,3,5,1,1,9,9,9,0,0,9,4,42,422,0,15,3,197311,667436
2023028003,1,1,2,874,194,,2,,,,,,14,2023,7,18,67,4,1,3,9,3,2,9,3,0,1,1,3,1,1,,1,1,9,9,9,0,0,9,2,23,237,0,16,1,223935,732911
2023028007,1,1,1,9000,964,919,,50022,,,,,34,2023,5,25,60,2,1,5,1,3,2,8,1,0,2,1,4,3,1,2,1,1,9,9,9,0,0,9,6,62,623,0,13,1,180130,572395
2023028043,1,1,1,70,335,704,,9470321,,,,,38,2023,4,4,89,4,5,3,0,1,2,8,0,3,1,1,3,3,3,1,1,1,9,9,9,0,0,9,6,61,613,0,13,1,167095,631847
2023028044,1,1,2,2730,,,9999,,,,,,51,2023,2,24,53,4,1,6,9,3,2,8,0,3,1,1,2,3,11,2,1,1,9,9,9,0,0,9,4,41,412,0,26,2,200809,685697
2023028062,1,1,2,5000,2245,,9999,,,,,,20,2023,2,27,80,4,5,2,9,2,1,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,5,51,511,0,13,3,179729,662759
2023028071,1,1,4,0,,,,,7276,0,47,,14,2023,3,6,65,2,1,2,9,3,2,8,3,0,2,1,3,3,1,,1,1,9,9,9,0,0,9,2,23,233,99,99,1,239634,728134
2023028075,1,1,1,5000,1011,1005,,9980413,,,,,20,2023,12,25,64,4,1,2,1,3,2,11,1,0,1,1,0,3,1,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180829,666513
2023028091,1,1,1,2800,312,407,,7470001,,,,,12,2023,9,24,57,2,1,1,0,2,4,8,3,0,1,1,3,4,1,1,1,1,9,9,9,0,0,9,2,21,211,0,16,1,253750,790625
2023028093,1,1,1,9100,228,223,,14970040,,,,,12,2023,7,1,58,4,1,7,9,3,1,9,0,2,3,1,3,3,1,,1,1,9,9,9,3,3,1,2,24,245,0,15,1,209645,767860
2023028107,1,1,2,6300,101,,136,,,,,,20,2023,3,6,43,2,1,2,9,3,1,9,1,0,1,1,0,3,1,,1,1,9,9,9,3,3,1,5,51,512,0,15,1,182811,664829
2023028125,1,1,1,6200,216,201,,90023,,,,,20,2023,6,16,40,4,1,6,0,3,2,8,1,0,1,1,2,3,1,5,1,1,9,9,9,0,0,9,5,51,513,0,14,1,175667,658910
2023028141,1,1,4,0,,,,,325,0,99,,34,2023,5,5,51,4,1,6,9,3,5,8,3,0,4,1,3,3,1,,1,1,9,9,9,0,0,9,6,62,623,99,99,1,187524,588052
2023028158,1,1,2,3000,5231,,9999,,,,,,61,2023,3,14,41,4,1,3,9,3,3,9,3,0,6,1,4,3,11,,9,5,9,9,9,0,0,9,1,11,111,0,12,3,222422,627342
2023028169,1,1,2,4000,991,,13,,,,,,11,2023,12,17,37,4,1,1,9,3,2,8,3,0,1,1,5,3,1,,1,1,9,9,9,0,0,9,3,31,311,0,13,1,199503,744280
2023028184,1,1,2,3000,4647,,14,,,,,,61,2023,11,5,58,4,1,1,9,3,2,8,3,0,1,1,2,3,1,6,1,1,9,9,9,0,0,9,1,11,111,0,12,3,221363,637668
2023028203,1,1,3,0,,,,,90,91,4436,1621,12,2023,1,8,70,4,5,1,1,3,2,9,0,2,5,1,3,3,6,2,1,1,9,9,9,0,0,9,2,21,213,99,99,1,252807,766194
2023028235,1,1,2,4000,239,,9999,,,,,,12,2023,5,16,59,4,1,3,9,2,2,8,3,0,1,1,5,3,1,,1,1,9,9,9,0,0,9,3,31,311,0,13,3,205716,748867
2023028236,1,1,4,0,,,,,2,0,380,,51,2023,9,27,68,4,1,4,9,3,3,9,3,0,5,1,3,3,1,7,1,1,9,9,9,0,0,9,4,41,411,99,99,1,186482,686709
2023028241,1,1,1,5000,1135,1309,,12960556,,,,,20,2023,3,15,43,4,1,4,1,3,1,9,3,0,1,1,2,5,1,2,1,1,9,9,9,3,4,1,5,51,511,0,13,1,178743,663343
2023028261,1,1,1,3000,4393,4129,,7232440,,,,,61,2023,9,22,42,4,1,6,1,3,2,9,9,0,0,0,0,5,11,2,9,9,9,9,9,0,0,9,1,11,111,0,12,1,222457,633617
2023028277,1,1,4,0,,,,,4,0,1622,,12,2023,9,18,27,4,5,2,9,2,3,8,0,2,5,1,3,3,6,,1,1,9,9,9,0,0,9,3,32,324,99,99,1,191835,707600
2023028288,1,1,2,3000,4968,,9999,,,,,,61,2023,12,26,63,4,1,3,9,3,1,9,9,0,0,0,0,5,11,,9,9,9,9,9,4,3,9,1,11,111,0,12,3,220893,634937
2023028294,1,1,2,7700,341,,7,,,,,,14,2023,5,14,73,4,1,1,9,3,1,8,1,0,1,0,5,3,1,,1,1,9,9,9,3,3,2,2,23,234,0,15,1,227483,723886
2023028300,1,1,4,0,,,,,4,0,800,,38,2023,12,29,36,4,1,6,9,2,3,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,4,44,441,99,99,1,169382,632767
2023028308,1,1,4,0,,,,,3703,0,45,,38,2023,4,7,69,3,1,6,9,3,5,9,2,0,4,1,3,3,1,,1,1,9,9,9,0,0,9,6,61,611,99,99,1,172715,627717
2023028313,1,1,3,0,,,,,859,70,53,12166,12,2023,9,13,74,4,1,4,1,3,2,8,0,2,3,1,3,3,1,2,1,1,9,9,9,0,0,9,2,24,245,99,99,1,214205,765664
2023028317,1,1,1,7100,653,1115,,9930002,,,,,38,2023,4,5,42,2,1,4,1,3,2,8,0,3,3,1,4,3,1,2,1,1,9,9,9,0,0,9,6,61,614,0,14,1,159609,618947
2023028325,1,1,1,4000,915,813,,11080422,,,,,11,2023,7,18,28,4,1,3,9,2,11,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,3,31,311,0,13,1,199458,745333
2023028337,1,1,4,0,,,,,4,0,2150,,12,2023,3,8,41,4,1,4,9,3,10,8,3,0,3,2,2,3,1,,1,1,9,9,9,0,0,9,3,31,311,99,99,1,204984,744960
2023028395,1,1,3,0,,,,,471,0,35,9175,20,2023,8,19,90,4,5,7,0,3,7,2,0,5,3,1,5,5,3,1,1,1,9,9,9,0,0,9,4,42,422,99,99,1,186942,664034
2023028413,1,1,1,3000,1307,1252,,23880254,,,,,61,2023,4,3,83,4,5,2,1,3,1,9,3,0,1,1,4,5,6,2,9,1,9,9,9,4,4,9,1,11,111,0,12,1,217445,629300
2023028418,1,1,2,1247,303,,9999,,,,,,12,2023,4,28,50,4,1,6,9,3,1,9,0,3,1,1,2,5,1,,1,1,9,9,9,3,3,9,3,32,323,0,16,3,204610,707506
2023028430,1,1,1,7100,653,507,,7900006,,,,,38,2023,7,3,78,4,1,2,1,3,2,8,0,5,3,1,4,3,1,2,1,1,9,9,9,0,0,9,6,61,614,0,14,1,161075,618842
2023028442,1,1,1,9600,161,,,,,,,,12,2023,9,3,26,4,5,1,1,3,2,11,0,2,3,1,5,3,6,2,1,1,9,9,9,0,0,9,3,31,311,0,16,3,207356,750385
2023028448,1,1,4,0,,,,,866,0,339,,12,2023,5,16,67,4,1,3,9,2,5,9,2,0,4,2,2,3,1,,1,1,9,9,9,0,0,9,2,21,212,99,99,1,240182,760193
2023028449,1,1,1,6600,304,761,,260052,,,,,20,2023,4,18,69,4,1,3,1,3,2,9,3,0,1,1,0,3,1,2,1,1,9,9,9,0,0,9,5,51,513,0,14,1,178160,658447
2023028470,1,1,1,3000,4101,4113,,92871276,,,,,61,2023,3,20,28,4,1,2,0,3,2,9,1,0,1,1,2,5,1,6,9,2,9,9,9,0,0,9,1,11,111,0,12,1,222328,634703
2023028497,1,1,2,3000,6571,,9999,,,,,,61,2023,11,21,51,4,1,3,9,2,12,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,1,11,111,0,12,3,220206,632468
2023028501,1,1,4,0,,,,,8543,0,4,,12,2023,12,22,93,4,5,6,9,1,8,8,2,0,1,1,3,3,8,,2,2,8,9,9,0,0,9,2,24,243,99,99,1,223877,761792
2023028515,1,1,2,8300,195,,9999,,,,,,52,2023,11,10,35,4,1,6,9,2,11,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,4,44,442,0,13,3,178059,653489
2023028517,1,1,2,6700,445,,4,,,,,,12,2023,10,22,64,4,1,1,9,2,1,8,0,3,1,1,3,3,1,,1,1,9,9,9,1,2,1,2,22,221,0,16,1,248720,742844
2023028522,1,1,1,6600,941,324,,10120023,,,,,20,2023,11,7,47,4,1,3,1,3,1,8,1,0,1,1,3,5,1,2,1,1,9,9,9,3,3,1,5,51,513,0,14,1,179839,657559
2023028524,1,1,4,0,,,,,652,0,51,,12,2023,12,17,33,4,1,1,9,3,2,8,2,0,3,1,3,3,1,,1,1,9,9,9,0,0,9,3,32,324,99,99,1,196185,716971
2023028544,1,1,2,4000,771,,9999,,,,,,11,2023,4,16,44,4,1,1,9,3,1,9,1,0,1,1,3,3,1,,1,1,9,9,6,0,0,9,3,31,311,0,13,3,199282,743141
2023028558,1,1,1,9000,841,701,,11400522,,,,,34,2023,8,3,80,4,5,5,1,2,2,9,9,0,0,0,0,5,6,2,9,9,9,9,9,0,0,9,6,62,623,0,13,1,181398,572669
2023028574,1,1,2,8500,301,,15,,,,,,52,2023,8,12,15,4,5,7,9,3,7,8,0,2,1,1,3,3,3,,1,1,9,9,9,0,0,9,4,43,432,0,15,1,187551,649203
2023028578,1,1,2,8400,227,,44,,,,,,52,2023,1,25,30,4,1,4,9,3,2,8,3,0,1,1,4,3,1,7,1,1,9,9,9,0,0,9,4,44,441,0,14,1,178778,644447
2023028583,1,1,3,0,,,,,9,5877,55,9987,12,2023,9,21,46,4,1,5,9,2,4,2,0,2,6,1,5,3,1,,1,1,9,9,9,0,0,9,3,32,324,99,99,1,194292,701949
2023028636,1,1,3,0,,,,,70,0,759,1243,12,2023,3,31,27,4,5,6,1,3,2,9,1,0,1,1,2,5,6,2,9,9,9,9,9,0,0,9,2,24,245,99,99,1,213824,766350
2023028656,1,1,3,0,,,,,471,0,45,12300,51,2023,9,9,43,4,1,7,1,3,2,9,0,3,1,1,2,3,1,2,1,1,9,9,9,0,0,9,4,42,422,99,99,1,189328,664198
