HODESH_TEUNA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,SUG_DEREH,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,RAMZOR,BAKARA,MEZEG_AVIR,PNE_KVISH,NAFA,KVUZA_GIL,MIN,base_risk_score,veteran_driver_years,HOUR
7,4,1,1,1,8,3,0,1,1,2,3,1,0,5.0,1,1,44,7,1,1.32,14.0,18
7,4,1,1,1,8,3,0,1,1,2,3,1,0,5.0,1,1,44,9,1,1.32,23.0,18
5,1,1,6,1,8,0,3,1,1,2,3,1,1,2.0,1,1,51,6,1,6.49,10.0,17
5,1,1,6,1,8,0,3,1,1,2,3,1,1,2.0,1,1,51,11,1,6.49,35.0,17
6,4,1,1,1,8,0,3,1,1,0,3,1,1,2.0,1,1,42,13,1,0.9,34.0,14
3,4,1,5,1,9,0,4,1,1,4,3,1,1,2.0,1,1,41,10,1,1.32,,7
3,4,1,5,1,9,0,4,1,1,4,3,1,1,2.0,1,1,41,15,1,1.32,51.0,7
9,4,1,5,1,9,9,0,0,0,0,5,11,9,,9,9,62,14,1,1.32,49.0,11
9,4,1,5,1,9,9,0,0,0,0,5,11,9,,9,9,62,4,1,1.32,2.0,11
8,4,5,5,1,9,3,0,1,0,3,3,3,0,5.0,1,1,11,5,2,2.52,8.0,23
8,4,5,5,1,9,3,0,1,0,3,3,3,0,5.0,1,1,11,4,2,2.52,4.0,23
11,4,1,4,1,9,0,3,1,0,5,3,1,1,2.0,1,1,11,5,1,2.52,6.0,12
11,4,1,4,1,9,0,3,1,0,5,3,1,1,2.0,1,1,11,8,1,2.52,19.0,12
5,4,5,4,1,9,0,3,1,1,2,3,3,0,5.0,1,1,42,8,1,2.52,22.0,22
5,4,5,4,1,9,0,3,1,1,2,3,3,0,5.0,1,1,42,8,1,2.52,15.0,22
11,4,5,2,1,8,3,0,1,1,2,3,3,0,1.0,1,1,24,4,1,0.6,3.0,23
3,1,1,3,1,8,0,2,1,1,4,3,1,1,2.0,1,1,44,15,1,3.48,44.0,13
5,4,1,2,1,9,0,3,1,1,3,3,1,1,2.0,1,1,11,6,1,1.32,5.0,8
5,4,1,2,1,9,0,3,1,1,3,3,1,1,2.0,1,1,11,10,2,1.32,19.0,8
12,4,5,4,1,8,3,0,1,1,2,3,6,0,1.0,1,6,51,8,1,2.52,19.0,16
12,4,5,4,1,8,3,0,1,1,2,3,6,0,1.0,1,6,51,99,0,2.52,,16
10,3,5,1,1,8,0,3,3,1,5,3,3,1,2.0,1,1,62,6,1,1.98,11.0,19
10,3,5,1,1,8,0,3,3,1,5,3,3,1,2.0,1,1,62,14,2,1.98,46.0,19
7,4,1,5,1,8,1,0,1,1,1,3,1,0,6.0,1,1,31,9,2,6.17,25.0,15
5,4,1,5,1,9,3,0,3,1,3,3,1,1,2.0,1,1,42,9,2,8.24,25.0,13
5,4,1,5,1,9,3,0,3,1,3,3,1,1,2.0,1,1,42,12,1,8.24,43.0,13
9,4,1,3,1,8,0,3,1,1,2,3,1,0,5.0,1,1,42,14,2,1.32,51.0,8
9,4,1,3,1,8,0,3,1,1,2,3,1,0,5.0,1,1,42,14,2,1.32,46.0,8
7,4,5,3,1,8,0,3,1,1,2,3,3,1,2.0,1,1,43,3,1,1.32,,21
7,4,5,3,1,8,0,3,1,1,2,3,3,1,2.0,1,1,43,5,1,1.32,7.0,21
11,4,1,6,1,8,0,3,1,1,4,3,1,0,5.0,1,1,42,16,2,2.52,52.0,11
11,4,1,6,1,8,0,3,1,1,4,3,1,0,5.0,1,1,42,12,1,2.52,21.0,11
3,4,1,4,1,8,0,3,1,1,5,3,1,1,2.0,1,1,11,16,1,1.32,,7
3,4,1,4,1,8,0,3,1,1,5,3,1,1,2.0,1,1,11,6,2,1.32,8.0,7
5,4,1,1,1,8,0,3,3,1,3,3,1,1,2.0,1,1,61,14,1,3.12,26.0,7
5,4,1,1,1,8,0,3,3,1,3,3,1,1,2.0,1,1,61,11,2,3.12,18.0,7
5,4,1,1,1,8,0,3,3,1,3,3,1,1,2.0,1,1,61,11,2,3.12,36.0,7
12,4,5,6,1,8,1,0,1,1,3,3,3,1,2.0,1,1,31,4,1,4.8,4.0,0
12,4,5,6,1,8,1,0,1,1,3,3,3,1,2.0,1,1,31,9,1,4.8,25.0,0
3,4,1,2,1,5,0,3,1,1,2,3,1,9,,1,1,51,14,1,3.84,46.0,7
11,4,1,1,1,9,0,2,1,1,3,3,1,1,2.0,2,2,32,9,1,10.74,30.0,12
11,4,1,1,1,9,0,2,1,1,3,3,1,1,2.0,2,2,32,10,2,10.74,16.0,12
11,4,1,1,1,9,0,2,1,1,3,3,1,1,2.0,2,2,32,6,1,10.74,3.0,12
9,1,1,2,1,8,1,0,3,1,2,3,1,0,1.0,1,1,31,14,1,0.9,52.0,7
12,4,1,1,1,9,0,3,4,1,5,3,1,1,2.0,1,1,61,7,2,5.04,14.0,11
12,4,1,1,1,9,0,3,4,1,5,3,1,1,2.0,1,1,61,16,1,5.04,51.0,11
3,4,1,1,1,8,1,0,1,1,3,3,1,0,5.0,1,1,51,7,1,2.52,18.0,7
3,4,1,1,1,8,1,0,1,1,3,3,1,0,5.0,1,1,51,5,1,2.52,4.0,7
3,4,1,1,1,8,1,0,1,1,3,3,1,0,5.0,1,1,51,99,0,2.52,,7
3,4,1,1,1,8,1,0,1,1,3,3,1,0,5.0,1,1,51,99,0,2.52,,7
12,4,1,3,1,8,3,0,1,1,1,3,11,0,5.0,1,1,41,6,1,2.52,7.0,16
12,4,1,3,1,8,3,0,1,1,1,3,11,0,5.0,1,1,41,5,2,2.52,8.0,16
2,4,5,4,1,8,3,0,1,1,4,3,3,0,1.0,1,1,42,8,1,0.6,22.0,18
10,4,5,6,1,8,0,3,1,1,0,3,6,1,2.0,1,1,42,13,2,8.24,36.0,6
10,4,5,6,1,8,0,3,1,1,0,3,6,1,2.0,1,1,42,13,1,8.24,42.0,6
1,4,5,5,1,9,9,0,0,0,0,5,6,9,,9,9,61,16,1,5.7,35.0,19
1,4,5,5,1,9,9,0,0,0,0,5,6,9,,9,9,61,7,1,5.7,8.0,19
7,4,1,4,1,9,3,0,1,1,3,3,1,0,1.0,1,1,24,12,2,0.6,34.0,14
8,4,1,4,1,9,3,0,1,1,3,3,1,0,6.0,1,1,62,6,2,1.32,8.0,8
8,4,1,4,1,9,3,0,1,1,3,3,1,0,6.0,1,1,62,7,2,1.32,14.0,8
6,4,1,2,1,8,0,3,2,1,4,3,1,1,2.0,1,1,44,7,1,1.92,16.0,15
6,4,1,2,1,8,0,3,2,1,4,3,1,1,2.0,1,1,44,10,2,1.92,32.0,15
6,4,1,2,1,8,0,3,2,1,4,3,1,1,2.0,1,1,44,14,1,1.92,34.0,15
12,4,1,6,1,9,9,0,0,0,0,5,11,0,6.0,9,9,32,11,2,1.32,35.0,9
12,4,1,6,1,9,9,0,0,0,0,5,11,0,6.0,9,9,32,10,1,1.32,32.0,9
3,4,1,1,1,8,0,3,1,1,3,3,1,1,2.0,1,9,11,6,2,1.32,2.0,12
3,4,1,1,1,8,0,3,1,1,3,3,1,1,2.0,1,9,11,5,1,1.32,3.0,12
3,4,5,4,1,8,0,2,1,1,5,3,3,1,2.0,1,1,31,6,1,5.04,3.0,21
3,4,5,4,1,8,0,2,1,1,5,3,3,1,2.0,1,1,31,16,1,5.04,54.0,21
3,4,5,3,1,8,0,3,1,1,4,3,3,1,2.0,9,2,11,11,1,3.84,33.0,21
3,4,5,3,1,8,0,3,1,1,4,3,3,1,2.0,9,2,11,6,2,3.84,10.0,21
9,4,1,4,1,8,0,3,1,1,2,3,1,0,1.0,1,1,31,15,1,0.6,47.0,13
10,4,1,6,1,8,0,4,1,1,3,4,1,0,1.0,1,1,62,11,1,0.6,28.0,14
6,4,1,4,1,8,0,3,1,1,3,3,1,1,2.0,1,1,11,7,1,4.44,15.0,14
6,4,5,4,1,8,3,0,1,1,5,3,3,1,2.0,1,1,42,5,1,6.96,7.0,23
6,4,5,4,1,8,3,0,1,1,5,3,3,1,2.0,1,1,42,11,1,6.96,35.0,23
7,4,1,6,1,8,0,3,1,1,2,3,1,9,7.0,1,1,42,6,1,0.6,6.0,6
9,4,1,5,1,8,0,2,1,1,5,4,1,1,2.0,1,1,32,5,1,10.74,7.0,15
9,4,1,5,1,8,0,2,1,1,5,4,1,1,2.0,1,1,32,5,1,10.74,6.0,15
3,4,1,1,1,8,3,0,1,1,3,3,1,0,6.0,1,1,62,16,1,2.52,59.0,10
3,4,1,1,1,8,3,0,1,1,3,3,1,0,6.0,1,1,62,17,1,2.52,65.0,10
6,4,1,6,1,8,1,0,1,1,2,3,1,0,5.0,1,1,22,5,1,2.52,4.0,15
6,4,1,6,1,8,1,0,1,1,2,3,1,0,5.0,1,1,22,10,1,2.52,31.0,15
4,4,1,3,1,9,3,0,1,1,2,3,1,0,6.0,1,1,23,16,1,1.32,60.0,11
4,4,1,3,1,9,3,0,1,1,2,3,1,0,6.0,1,1,23,5,1,1.32,5.0,11
1,4,1,1,1,9,2,0,1,0,3,1,1,1,2.0,1,1,11,7,1,0.6,17.0,15
6,4,1,2,1,8,3,0,1,1,4,3,1,0,5.0,1,1,42,8,2,1.32,20.0,15
6,4,1,2,1,8,3,0,1,1,4,3,1,0,5.0,1,1,42,4,2,1.32,3.0,15
1,4,5,2,1,8,3,0,1,1,2,3,3,0,6.0,1,1,11,5,1,1.32,3.0,18
1,4,5,2,1,8,3,0,1,1,2,3,3,0,6.0,1,1,11,15,2,1.32,52.0,18
5,4,1,2,1,8,1,0,1,1,4,5,1,1,2.0,9,1,51,4,1,3.2,,13
12,4,1,7,1,9,0,3,3,3,3,3,1,1,2.0,2,2,42,9,1,1.32,,13
12,4,1,7,1,9,0,3,3,3,3,3,1,1,2.0,2,2,42,9,1,1.32,28.0,13
2,4,1,6,1,9,0,2,1,1,3,3,1,0,7.0,1,1,24,16,1,1.32,49.0,12
2,4,1,6,1,9,0,2,1,1,3,3,1,0,7.0,1,1,24,12,2,1.32,22.0,12
8,4,1,5,1,8,1,0,1,1,2,3,1,1,2.0,1,1,11,99,0,0.6,,13
8,4,1,6,1,8,3,0,1,1,3,3,1,0,1.0,1,1,51,99,0,0.6,,14
11,4,5,4,1,8,1,0,1,1,2,3,6,0,1.0,1,1,31,14,1,0.6,50.0,19
9,4,1,2,1,9,0,1,1,1,1,3,1,0,1.0,1,1,41,10,1,0.6,30.0,8
5,4,1,5,1,9,1,0,1,1,5,3,1,1,2.0,1,1,11,4,1,3.2,5.0,14
5,4,1,5,1,9,1,0,1,1,5,3,1,1,2.0,1,1,11,7,1,3.2,16.0,14
4,4,1,3,1,8,0,3,1,1,2,3,1,1,2.0,1,1,11,7,2,1.32,9.0,12
4,4,1,3,1,8,0,3,1,1,2,3,1,1,2.0,1,1,11,13,1,1.32,43.0,12
7,4,1,5,1,9,1,0,1,1,2,3,1,0,5.0,1,1,42,6,1,1.32,14.0,9
7,4,1,5,1,9,1,0,1,1,2,3,1,0,5.0,1,1,42,7,2,1.32,14.0,9
10,4,5,2,1,9,3,0,1,1,2,3,3,0,1.0,1,1,44,10,1,1.92,30.0,17
11,4,1,3,1,8,3,0,1,1,3,3,1,0,6.0,1,1,41,13,1,1.92,34.0,12
11,4,1,3,1,8,3,0,1,1,3,3,1,0,6.0,1,1,41,9,1,1.92,25.0,12
11,4,1,3,1,8,3,0,1,1,3,3,1,0,6.0,1,1,41,8,1,1.92,21.0,12
7,4,1,5,1,9,0,3,1,1,2,3,1,1,2.0,1,1,32,5,1,8.24,7.0,17
7,4,1,5,1,9,0,3,1,1,2,3,1,1,2.0,1,1,32,6,1,8.24,10.0,17
6,4,1,3,1,9,9,0,0,0,0,5,11,9,,9,9,43,6,1,3.2,9.0,16
6,4,1,3,1,9,9,0,0,0,0,5,11,9,,9,9,43,11,2,3.2,36.0,16
6,4,1,4,1,9,3,0,1,1,2,3,1,0,7.0,1,1,42,7,1,0.6,11.0,10
10,4,1,4,1,8,1,0,1,1,2,4,1,0,1.0,1,1,11,7,1,0.6,15.0,8
6,4,1,5,1,8,3,0,1,1,3,3,1,1,2.0,1,1,62,15,1,1.32,25.0,18
6,4,1,5,1,8,3,0,1,1,3,3,1,1,2.0,1,1,62,6,2,1.32,11.0,18
10,4,1,3,1,8,0,3,1,1,3,3,1,0,1.0,1,1,22,5,1,1.32,6.0,11
10,4,1,3,1,8,0,3,1,1,3,3,1,0,1.0,1,1,22,11,2,1.32,36.0,11
5,4,1,2,1,8,0,3,1,1,2,3,1,9,7.0,1,1,62,11,2,0.6,33.0,11
4,4,5,1,1,9,0,3,1,1,2,3,3,1,2.0,5,1,23,9,1,1.32,28.0,22
4,4,5,1,1,9,0,3,1,1,2,3,3,1,2.0,5,1,23,5,2,1.32,6.0,22
1,4,5,2,1,10,3,0,1,1,2,3,6,0,5.0,1,1,51,6,2,1.98,9.0,22
1,4,5,2,1,10,3,0,1,1,2,3,6,0,5.0,1,1,51,10,1,1.98,31.0,22
11,4,5,1,1,8,1,0,1,1,2,3,3,1,3.0,1,1,51,9,1,4.5,23.0,22
11,4,5,1,1,8,1,0,1,1,2,3,3,1,3.0,1,1,51,9,1,4.5,25.0,22
2,4,1,1,1,9,3,0,1,1,3,5,1,0,1.0,1,1,51,16,2,3.8,57.0,13
2,4,1,1,1,9,3,0,1,1,3,5,1,0,1.0,1,1,51,8,1,3.8,,13
9,2,1,1,1,8,3,0,1,1,4,3,1,0,1.0,1,1,51,11,1,0.6,37.0,10
4,4,1,1,1,9,0,3,2,1,5,4,1,1,2.0,1,1,62,8,1,5.04,5.0,7
4,4,1,1,1,9,0,3,2,1,5,4,1,1,2.0,1,1,62,12,1,5.04,40.0,7
4,4,1,1,1,9,0,3,2,1,5,4,1,1,2.0,1,1,62,7,2,5.04,15.0,7
9,4,5,7,1,8,0,3,1,1,4,3,3,1,2.0,1,1,42,8,2,6.96,19.0,20
9,4,5,7,1,8,0,3,1,1,4,3,3,1,2.0,1,1,42,12,2,6.96,33.0,20
12,4,5,2,1,8,0,2,1,1,3,3,3,1,2.0,1,1,22,12,2,5.1,40.0,20
12,4,5,2,1,8,0,2,1,1,3,3,3,1,2.0,1,1,22,8,1,5.1,19.0,20
6,4,1,5,1,8,3,0,1,0,2,3,1,0,5.0,1,1,31,12,2,2.52,24.0,14
6,4,1,5,1,8,3,0,1,0,2,3,1,0,5.0,1,1,31,10,1,2.52,34.0,14
1,4,1,6,1,9,0,3,1,1,4,3,1,0,6.0,1,1,42,7,1,1.98,18.0,12
1,4,1,6,1,9,0,3,1,1,4,3,1,0,6.0,1,1,42,14,1,1.98,50.0,12
7,4,1,1,1,8,3,0,1,1,2,3,1,0,6.0,1,1,62,9,1,0.6,25.0,17
9,4,1,2,1,8,1,0,1,1,3,3,1,1,2.0,1,1,31,11,2,1.32,35.0,7
9,4,1,2,1,8,1,0,1,1,3,3,1,1,2.0,1,1,31,7,2,1.32,16.0,7
5,4,1,3,1,8,0,3,1,1,5,3,1,1,2.0,1,1,61,7,2,5.04,13.0,8
5,4,1,3,1,8,0,3,1,1,5,3,1,1,2.0,1,1,61,8,1,5.04,19.0,8
3,4,1,1,1,8,3,0,1,1,3,3,1,1,2.0,1,1,11,18,1,0.6,31.0,12
2,4,1,1,1,8,0,3,3,1,4,3,1,1,2.0,1,1,62,6,1,2.22,12.0,8
2,4,1,1,1,8,0,3,3,1,4,3,1,1,2.0,1,1,62,8,1,2.22,21.0,8
10,4,5,5,1,8,0,5,2,1,2,3,6,0,1.0,1,1,31,5,1,0.9,5.0,3
6,4,5,6,1,9,3,0,1,1,3,3,3,1,2.0,1,1,11,9,1,2.52,20.0,1
6,4,5,6,1,9,3,0,1,1,3,3,3,1,2.0,1,1,11,4,1,2.52,3.0,1
6,4,1,6,1,8,0,3,3,1,5,3,1,1,2.0,1,1,61,8,1,5.04,19.0,18
6,4,1,6,1,8,0,3,3,1,5,3,1,1,2.0,1,1,61,12,1,5.04,31.0,18
8,4,5,1,1,9,9,0,0,0,0,5,6,1,2.0,9,9,22,4,1,0.9,4.0,19
1,4,1,2,1,8,0,3,1,1,4,3,1,0,1.0,1,1,11,7,1,0.6,12.0,16
2,4,5,1,1,8,0,3,1,1,5,4,3,1,2.0,1,1,31,5,2,3.12,5.0,1
2,4,5,1,1,8,0,3,1,1,5,4,3,1,2.0,1,1,31,5,1,3.12,6.0,1
2,4,5,1,1,8,0,3,1,1,5,4,3,1,2.0,1,1,31,7,1,3.12,6.0,1
3,4,5,4,1,8,3,0,1,1,2,3,3,0,5.0,1,1,11,5,1,2.52,4.0,20
3,4,5,4,1,8,3,0,1,1,2,3,3,0,5.0,1,1,11,9,2,2.52,9.0,20
1,4,1,1,1,8,0,2,1,1,2,3,1,0,7.0,1,1,43,16,2,0.6,49.0,13
7,4,1,3,1,8,3,0,1,1,3,2,1,0,1.0,1,1,51,10,1,0.9,33.0,11
6,4,1,2,1,8,3,0,1,1,2,3,1,0,6.0,1,1,32,6,2,1.32,9.0,18
12,4,1,6,1,8,1,0,1,1,4,3,1,1,2.0,1,1,51,4,1,5.1,2.0,12
12,4,1,6,1,8,1,0,1,1,4,3,1,1,2.0,1,1,51,7,1,5.1,13.0,12
12,4,1,5,1,8,0,3,3,1,3,3,1,1,2.0,1,1,61,16,1,3.97,30.0,10
12,4,1,5,1,8,0,3,3,1,3,3,1,1,2.0,1,1,61,6,1,3.97,9.0,10
1,4,5,2,1,9,0,3,1,1,2,3,3,0,1.0,1,1,32,12,1,0.9,41.0,18
2,4,1,5,1,8,2,0,1,1,3,3,1,9,7.0,1,1,11,7,1,2.52,17.0,15
2,4,1,5,1,8,2,0,1,1,3,3,1,9,7.0,1,1,11,8,1,2.52,13.0,15
1,4,1,4,1,9,0,3,2,1,3,3,1,1,2.0,1,1,31,11,1,1.92,38.0,7
1,4,1,4,1,9,0,3,2,1,3,3,1,1,2.0,1,1,31,99,2,1.92,4.0,7
2,4,1,1,1,8,1,0,1,1,2,3,1,0,6.0,1,1,62,12,1,0.6,35.0,13
2,4,5,3,1,9,0,3,1,1,3,3,3,9,,1,1,31,10,1,0.6,33.0,20
6,4,5,2,1,9,0,3,1,1,4,3,3,0,7.0,1,1,61,18,1,2.58,66.0,20
6,4,5,2,1,9,0,3,1,1,4,3,3,0,7.0,1,1,61,4,2,2.58,,20
2,4,5,3,1,8,3,0,1,1,2,3,3,0,1.0,1,1,11,6,2,0.6,4.0,23
12,4,1,4,1,9,0,3,3,1,5,4,1,1,2.0,1,1,62,14,1,3.2,40.0,15
12,4,1,4,1,9,0,3,3,1,5,4,1,1,2.0,1,1,62,5,1,3.2,8.0,15
6,4,1,1,1,8,0,3,2,1,0,3,1,1,2.0,1,1,44,9,1,1.32,12.0,15
6,4,1,1,1,8,0,3,2,1,0,3,1,1,2.0,1,1,44,12,1,1.32,7.0,15
9,4,1,6,1,9,3,0,1,1,3,3,1,0,6.0,1,1,11,11,2,3.12,34.0,13
9,4,1,6,1,9,3,0,1,1,3,3,1,0,6.0,1,1,11,12,1,3.12,25.0,13
12,4,5,1,1,8,3,0,1,1,2,3,6,1,2.0,1,1,11,7,2,0.6,14.0,16
10,4,1,6,1,8,0,3,2,1,4,3,1,1,2.0,1,1,42,15,1,5.04,59.0,17
10,4,1,6,1,8,0,3,2,1,4,3,1,1,2.0,1,1,42,5,1,5.04,6.0,17
10,4,1,6,1,8,0,3,2,1,4,3,1,1,2.0,1,1,42,8,1,5.04,21.0,17
6,4,1,1,1,9,9,0,0,0,0,5,11,9,,9,9,32,10,1,2.88,3.0,14
3,4,1,1,1,8,0,3,1,1,3,3,1,1,2.0,1,1,44,8,1,1.32,15.0,10
3,4,1,1,1,8,0,3,1,1,3,3,1,1,2.0,1,1,44,6,2,1.32,11.0,10
3,4,5,6,1,5,0,3,1,1,2,3,3,0,1.0,5,1,23,5,1,1.32,6.0,23
11,4,1,5,1,8,3,0,1,1,2,3,1,1,2.0,1,1,51,99,0,1.32,,13
11,4,1,5,1,8,3,0,1,1,2,3,1,1,2.0,1,1,51,6,2,1.32,7.0,13
1,4,5,1,1,9,0,3,1,1,4,3,3,1,2.0,1,1,42,4,1,1.98,,18
1,4,5,1,1,9,0,3,1,1,4,3,3,1,2.0,1,1,42,99,0,1.98,,18
4,4,1,5,1,8,1,0,1,1,3,3,1,0,1.0,1,1,51,11,1,0.9,35.0,13
2,4,1,6,1,8,3,0,6,3,4,5,11,1,3.0,2,1,51,10,1,1.92,28.0,16
9,4,5,1,1,9,1,0,1,1,2,3,6,0,6.0,1,1,62,14,2,5.04,46.0,18
9,4,5,1,1,9,1,0,1,1,2,3,6,0,6.0,1,1,62,6,1,5.04,8.0,18
8,4,5,3,1,8,3,0,1,1,2,3,3,1,2.0,1,1,31,5,1,8.52,6.0,20
8,4,5,3,1,8,3,0,1,1,2,3,3,1,2.0,1,1,31,11,1,8.52,38.0,20
7,4,1,2,1,8,0,3,1,1,3,3,11,1,2.0,1,1,61,15,1,2.52,55.0,19
7,4,1,2,1,8,0,3,1,1,3,3,11,1,2.0,1,1,61,7,1,2.52,17.0,19
3,4,1,3,1,8,0,3,1,1,3,3,1,1,2.0,1,6,61,5,2,2.52,9.0,16
3,4,1,3,1,8,0,3,1,1,3,3,1,1,2.0,1,6,61,10,2,2.52,29.0,16
12,4,1,3,1,8,3,0,1,0,0,2,1,0,1.0,1,1,77,5,1,0.6,6.0,15
3,4,1,4,1,8,3,0,1,1,4,3,1,1,2.0,1,1,42,6,1,3.8,7.0,12
3,4,1,4,1,8,3,0,1,1,4,3,1,1,2.0,1,1,42,5,2,3.8,6.0,12
8,4,1,1,1,9,3,0,1,1,2,3,1,0,1.0,1,1,51,15,1,0.6,56.0,8
12,4,5,6,1,8,0,3,1,1,5,3,3,1,2.0,1,1,11,11,1,3.84,34.0,16
12,4,5,6,1,8,0,3,1,1,5,3,3,1,2.0,1,1,11,13,1,3.84,46.0,16
9,4,1,4,1,8,1,0,1,1,1,3,1,0,1.0,1,1,51,8,2,1.32,23.0,7
9,4,1,4,1,8,1,0,1,1,1,3,1,0,1.0,1,1,51,3,1,1.32,,7
9,4,1,2,1,9,3,0,6,1,2,5,2,1,2.0,9,5,11,6,2,5.04,5.0,16
1,4,1,1,1,9,3,0,1,0,2,5,1,0,7.0,1,1,51,99,0,1.32,,7
1,4,1,1,1,9,3,0,1,0,2,5,1,0,7.0,1,1,51,99,0,1.32,,7
7,4,5,5,1,8,1,0,1,1,2,3,6,1,2.0,1,1,51,11,1,2.52,38.0,20
7,4,5,5,1,8,1,0,1,1,2,3,6,1,2.0,1,1,51,6,1,2.52,10.0,20
6,4,1,6,1,9,0,4,1,1,5,5,1,0,1.0,1,1,61,13,1,1.92,47.0,18
6,4,1,6,1,9,0,4,1,1,5,5,1,0,1.0,1,1,61,6,1,1.92,6.0,18
8,4,1,1,1,8,0,2,1,1,4,3,1,0,1.0,1,1,42,14,1,1.92,29.0,7
8,4,1,1,1,8,0,2,1,1,4,3,1,0,1.0,1,1,42,6,1,1.92,,7
10,1,5,7,1,9,0,2,1,1,5,3,3,1,2.0,1,1,44,5,1,1.98,6.0,3
10,1,5,7,1,9,0,2,1,1,5,3,3,1,2.0,1,1,44,7,1,1.98,11.0,3
5,4,1,5,1,9,9,0,0,0,0,5,11,9,,9,9,61,14,1,0.9,50.0,10
5,4,1,6,1,9,3,0,1,1,2,3,1,0,7.0,1,1,42,16,1,0.6,63.0,10
3,4,5,4,1,8,1,0,1,1,3,3,3,1,2.0,1,1,43,8,2,1.32,22.0,19
3,4,5,4,1,8,1,0,1,1,3,3,3,1,2.0,1,1,43,6,1,1.32,11.0,19
12,4,5,4,1,5,0,3,1,1,2,3,10,0,5.0,1,1,42,14,1,0.9,29.0,17
6,4,1,5,1,8,3,0,1,1,5,3,1,0,1.0,1,1,31,7,2,0.6,13.0,10
1,4,1,2,1,8,3,0,1,1,2,5,1,1,2.0,1,1,51,14,1,2.52,48.0,13
1,4,1,2,1,8,3,0,1,1,2,5,1,1,2.0,1,1,51,9,2,2.52,23.0,13
4,4,1,1,1,9,1,0,1,1,3,3,1,0,1.0,1,1,51,6,1,0.6,5.0,9
1,4,1,7,1,8,0,3,2,1,3,3,1,1,2.0,1,1,62,10,1,1.32,17.0,14
1,4,1,7,1,8,0,3,2,1,3,3,1,1,2.0,1,1,62,13,1,1.32,34.0,14
4,1,5,4,1,9,3,0,8,1,3,1,6,1,3.0,9,1,11,10,1,10.76,28.0,20
4,1,5,4,1,9,3,0,8,1,3,1,6,1,3.0,9,1,11,6,1,10.76,13.0,20
8,4,1,6,1,8,0,3,0,0,2,3,1,0,6.0,1,1,62,4,1,2.52,4.0,18
8,4,1,6,1,8,0,3,0,0,2,3,1,0,6.0,1,1,62,5,2,2.52,7.0,18
4,4,1,7,1,9,0,3,2,1,2,4,1,1,2.0,1,1,62,9,2,1.32,26.0,12
4,4,1,7,1,9,0,3,2,1,2,4,1,1,2.0,1,1,62,15,1,1.32,47.0,12
12,4,5,6,1,8,3,0,1,1,3,3,3,1,2.0,1,1,51,14,2,3.97,46.0,18
7,4,5,2,1,8,0,2,1,1,4,3,6,1,2.0,1,1,44,9,1,1.32,28.0,19
7,4,5,2,1,8,0,2,1,1,4,3,6,1,2.0,1,1,44,13,2,1.32,27.0,19
8,4,5,2,1,9,9,0,0,0,0,5,6,0,1.0,9,9,11,13,1,0.6,41.0,20
4,4,1,3,1,8,0,3,1,1,2,3,1,0,1.0,1,1,42,16,1,0.6,54.0,13
12,4,5,3,1,9,0,3,1,0,3,2,3,0,1.0,2,2,11,14,1,0.6,49.0,19
4,4,1,5,1,9,0,3,2,1,0,3,1,1,2.0,1,1,41,12,1,4.5,41.0,15
4,4,1,5,1,9,0,3,2,1,0,3,1,1,2.0,1,1,41,10,2,4.5,6.0,15
11,4,1,1,1,8,0,4,1,1,2,3,1,0,6.0,1,1,43,4,2,2.82,3.0,12
1,4,5,7,1,9,3,0,1,1,2,3,3,1,2.0,1,1,11,16,1,0.6,55.0,20
3,4,1,1,1,11,0,2,1,1,5,3,1,1,2.0,1,1,31,13,1,3.8,36.0,10
2,4,1,3,1,8,1,0,1,1,3,3,1,1,2.0,1,1,11,7,1,1.32,17.0,10
2,4,1,3,1,8,1,0,1,1,3,3,1,1,2.0,1,1,11,7,1,1.32,12.0,10
5,2,1,5,1,8,1,0,2,1,4,3,1,1,2.0,1,1,62,9,1,1.32,10.0,14
5,2,1,5,1,8,1,0,2,1,4,3,1,1,2.0,1,1,62,8,1,1.32,16.0,14
4,4,5,3,1,8,0,3,1,1,3,3,3,0,1.0,1,1,61,4,2,3.97,4.0,22
4,4,5,3,1,8,0,3,1,1,3,3,3,0,1.0,1,1,61,10,1,3.97,34.0,22
12,4,1,2,1,11,1,0,1,1,0,3,1,1,2.0,1,1,51,9,1,5.64,24.0,15
12,4,1,2,1,11,1,0,1,1,0,3,1,1,2.0,1,1,51,6,1,5.64,4.0,15
9,2,1,1,1,8,3,0,1,1,3,4,1,0,1.0,1,1,21,5,1,1.98,4.0,14
9,2,1,1,1,8,3,0,1,1,3,4,1,0,1.0,1,1,21,9,1,1.98,26.0,14
7,4,1,7,1,9,0,2,3,1,3,3,1,9,,1,1,24,14,1,2.52,47.0,14
6,4,1,6,1,8,1,0,1,1,2,3,1,0,5.0,1,1,51,15,1,1.32,30.0,9
6,4,1,6,1,8,1,0,1,1,2,3,1,0,5.0,1,1,51,8,1,1.32,,9
3,4,1,4,1,9,3,0,1,1,2,5,1,1,2.0,1,1,51,99,0,0.6,,10
9,4,1,6,1,9,9,0,0,0,0,5,11,1,2.0,9,9,11,14,2,1.92,43.0,10
