HODESH_TEUNA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,SUG_DEREH,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,RAMZOR,BAKARA,MEZEG_AVIR,PNE_KVISH,NAFA,KVUZA_GIL,MIN,base_risk_score,veteran_driver_years,HOUR
4,4,1,1,1,9,9,0,0,0,0,5,11,9,,9,9,61,6,1,1.98,,18
11,4,5,3,1,8,1,0,6,1,4,3,6,1,3.0,9,1,11,5,2,0.6,5.0,19
2,4,1,6,1,9,9,0,0,0,0,5,11,1,2.0,9,9,44,6,2,3.8,14.0,14
2,4,1,6,1,9,9,0,0,0,0,5,11,1,2.0,9,9,44,99,0,3.8,,14
10,4,5,1,1,8,1,0,2,1,4,3,3,1,2.0,1,1,51,9,1,7.62,25.0,1
10,4,5,1,1,8,1,0,2,1,4,3,3,1,2.0,1,1,51,4,1,7.62,,1
6,4,5,3,1,9,9,0,0,0,0,5,6,9,,9,9,11,99,0,0.9,,20
2,4,5,7,1,9,0,3,5,1,3,3,3,1,2.0,1,1,11,4,1,1.98,3.0,18
2,4,5,7,1,9,0,3,5,1,3,3,3,1,2.0,1,1,11,9,1,1.98,22.0,18
4,3,5,6,1,9,0,2,1,1,2,3,3,1,2.0,1,1,32,5,1,1.92,5.0,2
4,3,5,6,1,9,0,2,1,1,2,3,3,1,2.0,1,1,32,4,1,1.92,3.0,2
2,4,1,6,1,8,3,0,1,1,3,3,1,0,1.0,1,1,42,14,1,0.6,50.0,7
9,2,1,6,1,8,1,0,1,3,3,3,1,1,2.0,1,1,51,6,2,3.42,11.0,15
9,2,1,6,1,8,1,0,1,3,3,3,1,1,2.0,1,1,51,6,1,3.42,14.0,15
6,4,5,5,1,8,0,3,1,1,2,1,3,0,1.0,1,1,11,4,1,0.6,4.0,21
6,4,1,7,1,8,1,0,1,1,4,3,1,1,2.0,1,1,51,5,1,1.98,4.0,10
6,4,1,7,1,8,1,0,1,1,4,3,1,1,2.0,1,1,51,13,1,1.98,21.0,10
3,4,5,2,1,8,3,0,1,1,4,3,3,1,2.0,1,1,42,8,2,1.32,22.0,20
3,4,5,2,1,8,3,0,1,1,4,3,3,1,2.0,1,1,42,9,1,1.32,26.0,20
7,4,5,5,1,8,0,3,1,1,4,3,3,1,2.0,1,1,31,6,1,1.32,7.0,22
7,4,5,5,1,8,0,3,1,1,4,3,3,1,2.0,1,1,31,9,2,1.32,25.0,22
7,4,1,5,1,8,3,0,1,1,3,3,1,0,1.0,1,1,11,12,1,0.6,38.0,12
3,4,1,1,1,8,2,0,1,1,2,3,1,1,2.0,1,1,31,17,1,1.6,47.0,13
1,4,1,1,1,9,0,3,1,1,3,3,1,0,1.0,1,1,32,5,2,0.6,6.0,7
3,4,5,3,1,8,1,0,2,1,2,3,3,1,2.0,1,1,31,5,2,3.12,5.0,6
3,4,5,3,1,8,1,0,2,1,2,3,3,1,2.0,1,1,31,11,1,3.12,4.0,6
6,4,1,5,1,9,0,3,1,1,3,3,1,1,3.0,1,1,11,4,1,0.9,4.0,7
5,4,1,6,1,9,3,0,1,1,2,3,1,0,1.0,1,1,41,8,1,0.6,17.0,13
9,4,1,3,1,8,3,0,1,1,2,3,1,0,6.0,1,1,61,7,1,3.84,8.0,17
9,4,1,3,1,8,3,0,1,1,2,3,1,0,6.0,1,1,61,6,1,3.84,8.0,17
10,4,1,6,1,8,3,0,1,1,3,3,1,1,2.0,1,1,51,8,1,3.12,23.0,17
10,4,1,6,1,8,3,0,1,1,3,3,1,1,2.0,1,1,51,12,2,3.12,17.0,17
11,4,5,1,1,9,1,0,1,1,2,3,3,0,5.0,1,1,41,6,2,1.32,6.0,19
11,4,5,1,1,9,1,0,1,1,2,3,3,0,5.0,1,1,41,5,1,1.32,7.0,19
8,4,5,4,1,9,3,0,1,1,0,5,3,0,6.0,1,1,51,5,1,1.32,6.0,21
8,4,5,4,1,9,3,0,1,1,0,5,3,0,6.0,1,1,51,10,2,1.32,24.0,21
7,4,5,6,1,8,3,0,1,0,3,3,6,0,5.0,1,1,51,5,1,1.32,4.0,23
7,4,5,6,1,8,3,0,1,0,3,3,6,0,5.0,1,1,51,13,1,1.32,19.0,23
10,4,1,3,1,9,9,0,0,0,0,5,11,0,1.0,9,9,23,7,2,1.32,7.0,8
11,4,1,4,1,8,0,2,1,1,3,3,1,1,2.0,1,1,51,5,1,1.98,6.0,15
11,4,1,4,1,8,0,2,1,1,3,3,1,1,2.0,1,1,51,3,1,1.98,,15
2,4,1,4,1,9,0,3,1,1,2,3,1,1,2.0,1,1,42,12,2,3.84,32.0,8
2,4,1,4,1,9,0,3,1,1,2,3,1,1,2.0,1,1,42,8,2,3.84,19.0,8
6,4,5,5,1,9,0,3,1,1,4,3,3,1,2.0,1,1,11,5,1,2.52,8.0,22
6,4,5,5,1,9,0,3,1,1,4,3,3,1,2.0,1,1,11,6,1,2.52,3.0,22
8,4,1,6,1,8,0,3,1,1,5,3,1,9,7.0,1,1,42,99,0,1.32,,14
8,4,1,6,1,8,0,3,1,1,5,3,1,9,7.0,1,1,42,11,2,1.32,12.0,14
4,3,5,6,1,8,0,3,2,1,3,3,3,9,,1,1,44,7,2,1.32,16.0,22
4,3,5,6,1,8,0,3,2,1,3,3,3,9,,1,1,44,11,1,1.32,,22
9,4,5,4,1,8,3,0,1,1,2,3,6,0,1.0,1,1,42,13,1,2.52,44.0,19
9,4,5,4,1,8,3,0,1,1,2,3,6,0,1.0,1,1,42,6,1,2.52,13.0,19
12,4,1,2,1,8,3,0,1,1,3,3,1,0,1.0,1,1,42,16,1,0.6,58.0,7
1,4,5,4,1,8,1,0,1,1,2,3,3,1,2.0,1,1,51,11,2,1.92,35.0,4
1,4,5,4,1,8,1,0,1,1,2,3,3,1,2.0,1,1,51,13,1,1.92,9.0,4
8,4,5,2,1,8,3,0,1,1,2,3,3,1,2.0,2,1,31,6,1,2.58,7.0,22
12,4,5,4,1,9,0,3,1,1,3,5,3,1,2.0,1,1,41,5,1,4.5,6.0,22
12,4,5,4,1,9,0,3,1,1,3,5,3,1,2.0,1,1,41,5,1,4.5,8.0,22
12,4,5,4,1,8,1,0,1,1,3,3,3,1,2.0,1,1,42,11,1,1.98,29.0,18
12,4,5,4,1,8,1,0,1,1,3,3,3,1,2.0,1,1,42,7,2,1.98,18.0,18
5,4,1,1,1,9,3,0,1,1,2,3,1,1,2.0,1,1,42,12,1,0.6,35.0,7
4,4,1,2,1,9,0,4,1,1,5,3,1,9,7.0,1,1,41,11,1,0.6,35.0,10
5,4,5,2,1,9,0,3,3,0,5,3,3,1,2.0,1,1,11,4,1,1.32,2.0,23
5,4,5,2,1,9,0,3,3,0,5,3,3,1,2.0,1,1,11,8,1,1.32,9.0,23
12,4,1,4,1,9,9,0,0,0,0,5,11,0,1.0,9,9,11,6,1,1.32,10.0,15
12,4,1,4,1,9,9,0,0,0,0,5,11,0,1.0,9,9,11,11,1,1.32,29.0,15
11,4,5,6,1,8,0,3,1,1,5,3,3,1,2.0,1,1,31,9,1,4.5,25.0,0
11,4,5,6,1,8,0,3,1,1,5,3,3,1,2.0,1,1,31,7,2,4.5,13.0,0
3,4,5,6,1,8,3,0,1,1,3,3,3,1,2.0,1,1,51,7,1,3.84,10.0,21
3,4,5,6,1,8,3,0,1,1,3,3,3,1,2.0,1,1,51,16,1,3.84,53.0,21
3,4,5,6,1,8,3,0,1,1,3,3,3,1,2.0,1,1,51,6,1,3.84,12.0,21
1,4,1,2,1,9,0,3,1,1,3,3,1,1,2.0,1,1,44,14,1,2.52,49.0,13
1,4,1,2,1,9,0,3,1,1,3,3,1,1,2.0,1,1,44,8,2,2.52,20.0,13
7,4,1,4,1,8,3,0,1,1,0,3,1,1,2.0,1,6,51,4,1,2.82,4.0,14
7,4,1,4,1,8,3,0,1,1,0,3,1,1,2.0,1,6,51,7,1,2.82,16.0,14
7,4,1,4,1,8,3,0,1,1,0,3,1,1,2.0,1,6,51,15,1,2.82,57.0,14
5,4,1,2,1,8,3,0,1,1,3,3,1,1,2.0,1,1,51,16,2,0.6,52.0,13
8,4,1,3,1,8,0,5,2,1,3,3,1,0,1.0,1,1,31,16,1,5.04,56.0,18
8,4,1,3,1,8,0,5,2,1,3,3,1,0,1.0,1,1,31,10,1,5.04,33.0,18
6,4,1,1,1,8,3,0,1,1,3,3,1,1,2.0,1,1,11,5,2,1.32,9.0,14
6,4,1,1,1,8,3,0,1,1,3,3,1,1,2.0,1,1,11,13,1,1.32,43.0,14
12,4,5,1,1,9,0,3,1,1,4,3,3,0,1.0,1,1,31,15,1,0.6,52.0,18
4,4,1,2,1,9,3,0,1,1,4,3,2,1,2.0,9,1,11,12,1,1.25,42.0,15
8,4,1,5,1,8,3,0,1,1,3,3,1,0,1.0,1,1,42,15,1,1.32,51.0,15
2,4,1,3,1,8,1,0,1,1,2,3,2,0,1.0,2,2,11,99,0,0.6,,9
9,4,1,3,1,9,0,2,2,1,3,3,1,1,2.0,1,1,42,5,1,1.92,5.0,10
9,4,1,3,1,9,0,2,2,1,3,3,1,1,2.0,1,1,42,9,1,1.92,29.0,10
3,4,1,5,1,9,2,0,1,1,2,1,1,1,2.0,1,1,11,4,1,1.32,5.0,15
3,4,1,5,1,9,2,0,1,1,2,1,1,1,2.0,1,1,11,5,1,1.32,7.0,15
2,4,5,1,1,9,3,0,1,1,0,5,8,0,1.0,1,1,51,5,1,1.98,6.0,19
2,4,5,1,1,9,3,0,1,1,0,5,8,0,1.0,1,1,51,99,0,1.98,,19
1,4,1,2,1,8,3,0,1,1,2,3,1,0,6.0,1,1,31,5,1,2.52,8.0,12
1,4,1,2,1,8,3,0,1,1,2,3,1,0,6.0,1,1,31,6,1,2.52,5.0,12
3,4,1,6,1,9,0,3,1,1,2,3,1,1,2.0,1,1,41,7,1,1.92,14.0,14
8,4,1,6,1,8,1,0,1,1,2,3,1,1,2.0,1,1,51,99,0,1.32,,12
8,4,1,6,1,8,1,0,1,1,2,3,1,1,2.0,1,1,51,3,1,1.32,,12
10,3,1,2,1,8,3,0,1,1,3,3,1,1,2.0,1,1,11,12,1,10.76,21.0,8
10,3,1,2,1,8,3,0,1,1,3,3,1,1,2.0,1,1,11,15,1,10.76,37.0,8
11,4,1,6,1,9,3,0,1,0,3,3,1,0,1.0,1,1,11,6,1,0.6,5.0,8
3,4,5,7,1,9,3,0,2,1,0,5,3,1,2.0,1,1,51,6,2,2.22,10.0,22
3,4,5,7,1,9,3,0,2,1,0,5,3,1,2.0,1,1,51,6,1,2.22,5.0,22
2,4,1,1,1,9,9,0,0,0,0,5,11,1,2.0,9,9,51,17,1,11.4,63.0,11
2,4,1,1,1,9,9,0,0,0,0,5,11,1,2.0,9,9,51,12,1,11.4,41.0,11
5,4,1,5,1,8,0,3,1,1,3,3,1,1,2.0,1,1,41,12,2,7.56,40.0,14
5,4,1,5,1,8,0,3,1,1,3,3,1,1,2.0,1,1,41,7,2,7.56,7.0,14
4,4,1,4,1,8,3,0,1,1,4,3,1,0,1.0,1,1,11,13,1,0.6,27.0,7
4,4,5,1,1,9,3,0,1,0,2,3,6,1,2.0,1,1,51,8,1,8.58,21.0,20
10,4,1,4,1,9,0,3,2,1,3,3,1,1,2.0,1,1,31,11,1,2.52,34.0,16
10,4,1,4,1,9,0,3,2,1,3,3,1,1,2.0,1,1,31,15,1,2.52,49.0,16
5,4,1,2,1,8,2,0,1,1,3,3,1,1,2.0,1,1,31,8,1,3.8,24.0,15
2,4,5,3,1,8,1,0,1,1,3,3,3,0,1.0,1,1,23,7,1,1.32,17.0,20
7,4,1,4,1,8,0,3,1,1,4,3,1,1,2.0,1,1,42,7,1,1.32,19.0,17
7,4,1,4,1,8,0,3,1,1,4,3,1,1,2.0,1,1,42,11,1,1.32,38.0,17
3,4,1,5,1,9,3,0,1,1,2,3,1,0,1.0,1,1,31,6,1,0.6,7.0,14
8,4,1,5,1,9,3,0,1,1,2,3,1,9,7.0,1,1,41,16,1,0.6,57.0,7
10,4,1,3,1,8,1,0,1,1,3,3,1,1,2.0,1,1,11,12,2,10.76,34.0,11
10,4,1,3,1,8,1,0,1,1,3,3,1,1,2.0,1,1,11,9,1,10.76,26.0,11
5,4,1,4,1,9,3,0,1,1,4,3,1,0,1.0,1,1,44,18,1,1.92,46.0,14
5,4,1,4,1,9,3,0,1,1,4,3,1,0,1.0,1,1,44,4,2,1.92,3.0,14
5,4,1,4,1,9,3,0,1,1,4,3,1,0,1.0,1,1,44,12,1,1.92,40.0,14
2,4,5,4,1,8,0,5,1,1,1,3,3,9,7.0,2,2,61,6,1,0.6,8.0,20
1,4,1,1,1,9,3,0,7,1,3,3,1,1,2.0,1,1,11,6,1,3.12,14.0,11
9,1,5,2,1,9,3,0,1,1,3,3,3,0,5.0,1,1,62,5,1,1.32,7.0,21
9,1,5,2,1,9,3,0,1,1,3,3,3,0,5.0,1,1,62,5,1,1.32,6.0,21
11,4,1,3,1,9,9,0,0,0,0,5,11,9,,9,9,62,6,2,2.88,8.0,13
11,4,1,3,1,9,9,0,0,0,0,5,11,9,,9,9,62,5,1,2.88,4.0,13
11,4,1,3,1,9,9,0,0,0,0,5,11,9,,9,9,62,10,2,2.88,31.0,13
1,4,5,4,1,9,1,0,1,0,3,3,3,1,2.0,1,1,51,10,1,11.4,32.0,18
1,4,5,4,1,9,1,0,1,0,3,3,3,1,2.0,1,1,51,5,1,11.4,6.0,18
4,4,1,7,1,9,0,3,2,1,3,3,1,1,2.0,1,1,31,16,2,2.52,49.0,13
4,4,1,7,1,9,0,3,2,1,3,3,1,1,2.0,1,1,31,5,1,2.52,6.0,13
8,4,1,7,1,8,3,0,1,1,2,3,1,0,6.0,1,1,24,4,1,0.9,,15
6,4,1,6,1,8,1,0,1,1,4,3,1,1,2.0,1,1,51,5,1,1.32,3.0,6
6,4,1,6,1,8,1,0,1,1,4,3,1,1,2.0,1,1,51,9,1,1.32,26.0,6
8,4,5,5,1,8,0,2,2,1,5,3,3,1,2.0,1,1,21,4,1,1.98,3.0,22
8,4,5,5,1,8,0,2,2,1,5,3,3,1,2.0,1,1,21,7,1,1.98,16.0,22
7,4,5,2,1,8,0,3,1,1,2,3,3,0,6.0,1,1,61,14,1,1.32,33.0,5
3,4,1,1,1,8,3,0,1,1,2,3,1,0,6.0,1,1,61,6,1,2.52,14.0,17
3,4,1,1,1,8,3,0,1,1,2,3,1,0,6.0,1,1,61,9,2,2.52,26.0,17
5,4,1,4,1,8,1,0,1,1,2,3,11,0,1.0,1,1,44,99,0,0.6,,14
3,4,5,3,1,9,0,3,1,1,2,3,3,0,1.0,1,1,31,10,1,2.52,30.0,0
3,4,5,3,1,9,0,3,1,1,2,3,3,0,1.0,1,1,31,99,0,2.52,,0
3,4,1,7,1,8,3,0,1,1,3,3,1,0,6.0,1,1,24,17,1,1.98,57.0,16
3,4,1,7,1,8,3,0,1,1,3,3,1,0,6.0,1,1,24,4,2,1.98,4.0,16
2,4,1,7,1,8,0,3,3,1,3,3,1,0,6.0,2,2,43,8,2,0.6,7.0,10
2,4,1,6,1,8,0,5,1,1,3,3,1,0,5.0,9,1,61,12,1,3.84,31.0,13
2,4,1,6,1,8,0,5,1,1,3,3,1,0,5.0,9,1,61,12,1,3.84,42.0,13
7,4,1,1,1,9,3,0,1,1,5,3,1,1,2.0,1,1,42,12,2,1.6,39.0,7
4,4,5,2,1,9,0,3,3,1,3,3,3,1,2.0,1,1,44,6,1,1.92,11.0,20
4,4,5,2,1,9,0,3,3,1,3,3,3,1,2.0,1,1,44,7,1,1.92,16.0,20
4,4,5,2,1,9,0,3,3,1,3,3,3,1,2.0,1,1,44,99,0,1.92,,20
2,4,5,4,1,8,1,0,1,1,2,4,3,1,2.0,1,1,11,99,0,0.6,,19
12,4,5,4,1,8,3,0,1,1,2,3,3,0,6.0,2,2,62,15,1,1.32,54.0,17
12,4,5,4,1,8,3,0,1,1,2,3,3,0,6.0,2,2,62,5,1,1.32,8.0,17
1,4,5,2,1,8,3,0,1,1,2,3,3,0,6.0,1,1,31,12,2,1.98,30.0,18
1,4,5,2,1,8,3,0,1,1,2,3,3,0,6.0,1,1,31,11,2,1.98,32.0,18
10,4,1,2,1,8,0,4,1,0,3,3,1,0,7.0,1,1,62,13,2,1.92,42.0,10
5,4,1,4,1,8,0,2,1,1,2,3,1,1,2.0,1,1,51,10,1,1.92,32.0,6
9,4,5,6,1,9,0,3,1,1,2,4,3,9,,1,1,22,5,1,0.9,5.0,21
2,4,1,6,1,9,0,3,3,1,4,3,1,1,2.0,1,1,61,9,1,6.36,25.0,13
2,4,1,6,1,9,0,3,3,1,4,3,1,1,2.0,1,1,61,12,2,6.36,10.0,13
6,4,1,5,1,9,1,0,1,1,2,3,1,1,2.0,1,1,51,6,1,4.38,10.0,9
1,4,1,4,1,8,0,5,3,1,3,5,1,1,2.0,9,1,61,12,2,8.52,34.0,14
1,4,1,4,1,8,0,5,3,1,3,5,1,1,2.0,9,1,61,15,1,8.52,34.0,14
2,4,5,1,1,9,0,3,1,1,2,3,3,1,2.0,1,1,42,11,1,8.24,35.0,6
2,4,5,1,1,9,0,3,1,1,2,3,3,1,2.0,1,1,42,17,1,8.24,56.0,6
6,4,1,6,1,9,0,3,1,1,2,3,1,0,1.0,1,1,61,5,1,1.92,9.0,18
5,4,5,7,1,8,0,3,1,1,3,3,3,1,2.0,1,1,51,99,0,2.52,,2
5,4,5,7,1,8,0,3,1,1,3,3,3,1,2.0,1,1,51,6,2,2.52,11.0,2
6,4,5,2,1,9,3,0,1,1,2,5,3,1,2.0,1,1,11,7,1,1.32,12.0,22
6,4,5,2,1,9,3,0,1,1,2,5,3,1,2.0,1,1,11,8,1,1.32,7.0,22
3,4,1,3,1,9,0,3,1,1,5,3,1,0,1.0,1,1,41,13,1,7.56,,14
3,4,1,3,1,9,0,3,1,1,5,3,1,0,1.0,1,1,41,99,0,7.56,,14
12,4,5,2,1,8,0,3,1,1,2,3,6,0,1.0,2,2,23,14,1,0.6,29.0,16
6,4,1,4,1,9,0,3,2,1,3,3,1,1,2.0,1,1,11,6,2,1.32,9.0,10
6,4,1,4,1,9,0,3,2,1,3,3,1,1,2.0,1,1,11,12,1,1.32,42.0,10
11,4,1,5,1,9,3,0,1,0,1,2,11,0,1.0,1,1,31,14,1,0.6,51.0,15
8,4,5,3,1,9,9,0,0,0,0,5,6,1,2.0,9,9,51,7,1,1.32,16.0,0
8,4,5,3,1,9,9,0,0,0,0,5,6,1,2.0,9,9,51,99,0,1.32,,0
7,4,1,2,1,8,1,0,1,3,2,3,1,1,2.0,1,1,51,3,2,1.98,,13
7,4,1,2,1,8,1,0,1,3,2,3,1,1,2.0,1,1,51,16,1,1.98,60.0,13
4,4,1,1,1,8,3,0,1,1,3,3,1,1,2.0,1,1,11,7,1,0.6,9.0,18
6,4,1,2,1,8,1,0,1,1,3,3,1,0,6.0,1,1,62,8,1,5.04,12.0,7
6,4,1,2,1,8,1,0,1,1,3,3,1,0,6.0,1,1,62,8,1,5.04,16.0,7
1,4,5,1,1,8,0,3,1,1,2,3,3,1,2.0,1,1,51,11,2,1.32,24.0,0
1,4,5,1,1,8,0,3,1,1,2,3,3,1,2.0,1,1,51,5,1,1.32,5.0,0
3,2,1,2,1,9,1,0,1,0,2,3,1,1,2.0,1,1,51,13,1,1.32,49.0,7
3,2,1,2,1,9,1,0,1,0,2,3,1,1,2.0,1,1,51,7,1,1.32,,7
10,4,1,2,1,8,0,5,1,1,2,3,1,1,2.0,1,1,31,15,2,2.22,52.0,13
4,4,1,1,1,8,0,3,1,1,3,3,1,1,2.0,1,1,31,6,2,3.2,7.0,11
4,4,1,1,1,8,0,3,1,1,3,3,1,1,2.0,1,1,31,11,1,3.2,39.0,11
3,4,1,5,1,9,1,0,1,1,0,3,1,9,,1,1,51,12,1,11.4,,17
3,4,1,5,1,9,1,0,1,1,0,3,1,9,,1,1,51,10,1,11.4,30.0,17
11,4,5,2,1,9,0,3,3,0,0,3,4,1,2.0,1,1,62,13,1,7.62,29.0,18
11,4,5,2,1,9,0,3,3,0,0,3,4,1,2.0,1,1,62,6,1,7.62,13.0,18
12,4,5,2,1,8,0,3,3,1,4,3,3,1,2.0,1,1,61,4,1,8.16,4.0,21
12,4,5,2,1,8,0,3,3,1,4,3,3,1,2.0,1,1,61,14,2,8.16,28.0,21
1,4,1,5,1,8,3,0,1,1,3,3,1,0,1.0,1,9,42,15,1,0.6,57.0,14
3,4,1,2,1,8,0,3,1,1,2,1,2,0,1.0,1,1,51,14,1,1.6,48.0,7
3,4,5,6,1,8,1,0,1,1,2,3,3,0,6.0,1,1,51,5,2,1.98,5.0,1
3,4,5,6,1,8,1,0,1,1,2,3,3,0,6.0,1,1,51,7,2,1.98,2.0,1
9,4,1,6,1,8,0,5,1,1,2,5,1,0,1.0,1,1,31,12,1,0.6,43.0,11
9,4,1,4,1,8,1,0,1,1,3,3,1,1,2.0,1,1,51,8,1,3.2,21.0,15
9,4,1,4,1,8,1,0,1,1,3,3,1,1,2.0,1,1,51,15,1,3.2,50.0,15
5,1,5,6,1,9,3,0,1,1,2,3,3,0,1.0,1,1,11,4,1,3.12,1.0,22
5,1,5,6,1,9,3,0,1,1,2,3,3,0,1.0,1,1,11,8,2,3.12,18.0,22
2,4,5,2,1,8,3,0,1,1,3,3,3,0,7.0,2,2,42,8,1,1.92,21.0,18
9,2,1,6,1,8,3,0,1,1,4,3,1,0,6.0,1,1,24,13,2,1.32,33.0,8
9,2,1,6,1,8,3,0,1,1,4,3,1,0,6.0,1,1,24,11,1,1.32,32.0,8
9,4,1,1,1,8,3,0,1,1,2,3,1,0,1.0,1,1,51,11,1,0.9,29.0,6
7,4,1,7,1,9,0,2,3,1,5,3,1,1,2.0,1,1,44,4,1,2.52,,11
7,4,1,7,1,9,0,2,3,1,5,3,1,1,2.0,1,1,44,16,1,2.52,58.0,11
9,4,1,6,1,8,3,0,1,1,4,3,1,0,1.0,1,9,41,10,1,1.32,13.0,8
9,4,1,6,1,8,3,0,1,1,4,3,1,0,1.0,1,9,41,9,1,1.32,25.0,8
4,4,1,4,1,8,0,4,1,1,0,3,1,1,2.0,1,1,51,13,2,1.32,6.0,9
4,4,1,4,1,8,0,4,1,1,0,3,1,1,2.0,1,1,51,15,1,1.32,56.0,9
3,4,1,5,1,8,1,0,1,1,2,3,1,0,6.0,1,1,62,7,2,1.32,8.0,9
3,4,1,5,1,8,1,0,1,1,2,3,1,0,6.0,1,1,62,5,1,1.32,9.0,9
4,3,1,6,1,8,0,3,1,1,5,4,1,0,1.0,1,1,61,5,2,2.52,4.0,15
4,3,1,6,1,8,0,3,1,1,5,4,1,0,1.0,1,1,61,9,1,2.52,26.0,15
10,4,1,5,1,9,0,3,1,1,3,3,1,1,2.0,1,1,42,14,1,3.84,27.0,12
10,4,1,5,1,9,0,3,1,1,3,3,1,1,2.0,1,1,42,9,1,3.84,27.0,12
9,4,5,5,1,8,3,0,1,1,1,3,3,0,1.0,1,1,42,16,1,1.25,60.0,5
9,4,1,5,1,9,1,0,1,1,2,3,1,0,1.0,1,1,42,99,0,1.92,,8
9,4,1,5,1,8,0,3,1,1,3,3,1,0,6.0,1,1,32,13,1,0.6,31.0,15
5,4,5,3,1,9,0,3,1,1,5,3,3,1,2.0,1,1,41,5,1,2.52,3.0,21
5,4,5,3,1,9,0,3,1,1,5,3,3,1,2.0,1,1,41,7,2,2.52,7.0,21
5,4,5,7,1,8,0,3,1,1,5,4,3,1,2.0,1,1,31,7,1,1.32,13.0,21
5,4,5,7,1,8,0,3,1,1,5,4,3,1,2.0,1,1,31,7,2,1.32,12.0,21
8,4,1,3,1,9,0,3,2,1,5,4,1,1,2.0,1,1,62,8,2,1.32,19.0,18
8,4,1,3,1,9,0,3,2,1,5,4,1,1,2.0,1,1,62,7,1,1.32,4.0,18
9,4,5,7,1,8,3,0,1,1,1,3,6,0,1.0,1,1,42,16,2,0.6,35.0,19
9,4,1,6,1,9,1,0,1,1,1,3,1,0,7.0,1,1,23,16,1,0.6,35.0,10
2,4,5,3,1,9,3,0,1,1,3,3,3,0,1.0,1,1,11,13,1,0.6,31.0,18
7,4,5,4,1,9,0,3,3,1,4,3,3,1,2.0,1,1,61,8,2,3.12,18.0,20
7,4,5,4,1,9,0,3,3,1,4,3,3,1,2.0,1,1,61,10,2,3.12,24.0,20
2,4,5,4,1,8,3,0,1,1,3,3,3,1,3.0,2,1,51,8,1,0.6,17.0,18
9,4,1,5,1,8,0,3,3,1,2,3,1,1,2.0,1,1,51,4,1,8.58,,8
9,4,1,5,1,8,0,3,3,1,2,3,1,1,2.0,1,1,51,10,2,8.58,29.0,8
2,4,5,3,1,8,3,0,1,1,3,3,3,1,2.0,2,2,11,5,1,1.32,4.0,17
2,4,5,3,1,8,3,0,1,1,3,3,3,1,2.0,2,2,11,12,1,1.32,41.0,17
4,3,5,7,1,9,2,0,1,1,4,3,3,0,1.0,1,1,11,5,2,5.1,6.0,20
4,3,5,7,1,9,2,0,1,1,4,3,3,0,1.0,1,1,11,8,2,5.1,12.0,20
12,4,5,6,1,9,0,3,1,1,2,3,3,1,2.0,1,1,41,5,1,1.32,4.0,0
12,4,5,6,1,9,0,3,1,1,2,3,3,1,2.0,1,1,41,4,2,1.32,4.0,0
9,4,1,5,1,9,3,0,1,1,2,3,1,0,6.0,1,1,62,7,2,1.32,16.0,8
9,4,1,5,1,9,3,0,1,1,2,3,1,0,6.0,1,1,62,6,2,1.32,6.0,8
1,4,1,7,1,9,3,0,1,1,3,3,1,0,6.0,1,1,62,12,1,1.32,42.0,13
1,4,1,7,1,9,3,0,1,1,3,3,1,0,6.0,1,1,62,12,1,1.32,30.0,13
4,4,5,3,1,8,0,3,1,1,2,3,3,0,6.0,1,1,43,15,1,0.6,46.0,19
2,4,5,1,1,9,9,0,0,0,0,5,6,9,,9,9,51,7,1,1.6,15.0,0
3,4,5,1,1,8,2,0,1,1,3,3,3,0,1.0,1,1,32,7,1,1.32,15.0,18
12,4,5,4,1,8,1,0,1,1,3,3,3,1,2.0,1,1,51,5,1,1.98,3.0,0
12,4,5,4,1,8,1,0,1,1,3,3,3,1,2.0,1,1,51,4,1,1.98,4.0,0
11,4,1,5,1,8,0,3,1,1,2,3,1,0,7.0,1,1,11,10,1,0.6,16.0,8
5,4,5,4,1,9,0,2,1,1,3,3,3,1,2.0,1,1,11,11,1,5.72,32.0,19
9,4,1,3,1,9,3,0,1,1,0,3,1,0,5.0,1,1,51,12,1,1.32,36.0,9
9,4,1,3,1,9,3,0,1,1,0,3,1,0,5.0,1,1,51,5,1,1.32,6.0,9
12,4,5,3,1,9,9,0,0,0,0,5,6,1,2.0,9,9,42,7,1,1.92,10.0,23
12,4,5,3,1,9,9,0,0,0,0,5,6,1,2.0,9,9,42,4,1,1.92,4.0,23
12,4,5,3,1,9,9,0,0,0,0,5,6,1,2.0,9,9,42,10,1,1.92,24.0,23
2,4,5,1,1,9,3,0,1,1,0,5,6,1,2.0,1,1,51,6,1,3.12,12.0,18
4,4,1,3,1,9,3,0,1,1,3,3,1,0,1.0,1,1,41,8,1,1.32,18.0,12
4,4,1,3,1,9,3,0,1,1,3,3,1,0,1.0,1,1,41,11,1,1.32,36.0,12
6,4,5,2,1,9,0,3,1,1,2,3,3,9,,1,1,62,16,1,0.6,58.0,20
6,4,1,6,1,9,0,3,1,1,2,5,1,0,6.0,1,1,44,9,1,1.92,18.0,13
6,4,1,6,1,9,0,3,1,1,2,5,1,0,6.0,1,1,44,9,1,1.92,27.0,13
6,4,1,6,1,9,0,3,1,1,2,5,1,0,6.0,1,1,44,99,0,1.92,,13
