pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,YOM_BE_HODESH,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,RAMZOR,HUMRAT_TEUNA,SUG_TEUNA,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,BAKARA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y,MISPAR_REHEV_fikt,ZEHUT_fikt,SUG_MEORAV,SHNAT_HOZAA,KVUZA_GIL,MIN,SUG_REHEV_NASA_LMS,EMZAE_BETIHUT,SEMEL_YISHUV_MEGURIM,HUMRAT_PGIA,SUG_NIFGA_LMS,PEULAT_NIFGA_LMS,KVUTZAT_OHLUSIYA_LMS,MAHOZ_MEGURIM,NAFA_MEGURIM,EZOR_TIVI_MEGURIM,MAAMAD_MINIZIPALI_MEGURIM,ZURAT_ISHUV_MEGURIM,SUG_TIK,ShimushBeAvizareyBetihut_LMS,PtiraMeuheret_LMS,severity_score,component_1,total_acc,fatal_acc,severe_acc,light_acc,weightedAccCount,base_risk_score,risk_score_per_row
2023063495,1,1,1,4000,667.0,669.0,,18380386.0,,,,,11,2023,8,6,50,4,1,1,0,3,2,9,1,0,1,1,1,3,1,1.0,1,1,9,9,9,0,0,9,3,31,311,0.0,13,1,198815.0,744684.0,1,2,1,1963,16,1,1.0,5,0,0,0,8,1,,99,,,,1,,,1,2,4,0,0,4,4,0.1379,2.14
2023063495,1,1,1,4000,667.0,669.0,,18380386.0,,,,,11,2023,8,6,50,4,1,1,0,3,2,9,1,0,1,1,1,3,1,1.0,1,1,9,9,9,0,0,9,3,31,311,0.0,13,1,198815.0,744684.0,2,1,2,2016,6,1,1.0,1,481,3,2,1,2,2.0,22,222.0,0.0,26.0,1,,,1,2,4,0,0,4,4,0.1379,2.14
2023063502,1,1,1,3000,116.0,123.0,,92870548.0,,,,,61,2023,4,8,83,3,5,7,0,2,1,9,3,0,1,1,2,3,3,1.0,1,1,9,9,9,4,1,9,1,11,111,0.0,12,1,221224.0,633329.0,1,2,1,2011,8,1,11.0,1,3000,0,0,8,2,1.0,11,111.0,0.0,12.0,1,,,2,4,1,0,1,0,3,0.1034,4.1
2023063531,1,1,1,1200,173.0,176.0,,170001.0,,,,,52,2023,1,4,24,4,5,4,0,2,1,8,0,3,1,1,3,3,6,6.0,9,1,9,9,9,3,3,2,4,43,431,0.0,15,1,200780.0,646098.0,1,2,1,1985,12,1,1.0,1,1200,0,0,8,1,4.0,43,431.0,0.0,15.0,1,,,2,4,1,0,1,0,3,0.1034,4.1
2023063614,1,1,1,1034,101.0,103.0,,18310004.0,,,,,38,2023,5,5,74,4,1,6,0,3,2,9,0,3,1,1,2,3,1,6.0,1,1,9,9,9,0,0,9,6,61,611,0.0,16,1,175938.0,626391.0,1,2,2,0,2,1,14.0,5,739,3,2,1,1,6.0,61,611.0,33.0,31.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023063614,1,1,1,1034,101.0,103.0,,18310004.0,,,,,38,2023,5,5,74,4,1,6,0,3,2,9,0,3,1,1,2,3,1,6.0,1,1,9,9,9,0,0,9,6,61,611,0.0,16,1,175938.0,626391.0,2,1,1,2010,7,1,1.0,5,1034,0,0,8,1,6.0,61,611.0,0.0,16.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023063663,1,1,1,5000,738.0,404.0,,8580344.0,,,,,20,2023,1,4,48,4,1,4,1,3,1,9,1,0,1,1,3,3,1,2.0,1,1,9,9,9,3,4,1,5,51,511,0.0,13,1,178994.0,664697.0,1,1,1,2003,8,1,11.0,1,494,0,0,8,2,3.0,31,311.0,99.0,27.0,1,,,1,2,3,0,0,3,3,0.1034,2.1
2023063705,1,1,1,6600,111.0,117.0,,9660011.0,,,,,20,2023,12,27,61,4,1,4,1,3,2,9,9,0,0,0,0,5,11,2.0,9,9,9,9,9,0,0,9,5,51,513,0.0,14,1,181462.0,658425.0,1,1,2,2014,6,1,10.0,5,6600,3,4,1,1,5.0,51,513.0,0.0,14.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023063705,1,1,1,6600,111.0,117.0,,9660011.0,,,,,20,2023,12,27,61,4,1,4,1,3,2,9,9,0,0,0,0,5,11,2.0,9,9,9,9,9,0,0,9,5,51,513,0.0,14,1,181462.0,658425.0,2,2,1,2015,6,1,24.0,5,8300,0,0,8,1,4.0,44,442.0,0.0,13.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023063716,1,1,1,7900,1217.0,1229.0,,20031.0,,,,,51,2023,3,13,35,4,1,2,0,3,10,9,0,4,1,1,2,3,1,1.0,1,1,9,9,9,0,0,9,4,42,422,0.0,13,1,188435.0,665434.0,1,1,2,1996,16,2,1.0,5,7900,3,2,1,1,4.0,42,422.0,0.0,13.0,1,,,1,2,1,0,0,1,1,0.0345,2.03
2023063799,1,1,1,3000,5011.0,4464.0,,25520724.0,,,,,61,2023,7,19,65,4,1,4,0,3,2,9,0,3,1,1,5,3,1,1.0,1,1,9,9,9,0,0,9,1,11,111,0.0,12,1,218466.0,636008.0,1,2,1,2011,6,1,3.0,1,3730,0,0,8,1,7.0,74,740.0,99.0,16.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023063799,1,1,1,3000,5011.0,4464.0,,25520724.0,,,,,61,2023,7,19,65,4,1,4,0,3,2,9,0,3,1,1,5,3,1,1.0,1,1,9,9,9,0,0,9,1,11,111,0.0,12,1,218466.0,636008.0,2,1,2,2019,7,2,1.0,1,3000,3,2,1,1,1.0,11,111.0,0.0,12.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023063819,1,1,1,7100,653.0,1115.0,,9930002.0,,,,,38,2023,9,17,81,1,5,1,1,3,5,9,0,4,3,1,5,5,6,2.0,9,1,9,9,9,0,0,9,6,61,614,0.0,14,1,159609.0,618947.0,1,1,2,1990,16,1,1.0,5,7100,3,2,1,1,6.0,61,614.0,0.0,14.0,1,,,1,2,13,0,0,13,13,0.4483,2.45
2023063819,1,1,1,7100,653.0,1115.0,,9930002.0,,,,,38,2023,9,17,81,1,5,1,1,3,5,9,0,4,3,1,5,5,6,2.0,9,1,9,9,9,0,0,9,6,61,614,0.0,14,1,159609.0,618947.0,2,4,2,2020,5,1,1.0,5,1161,3,2,1,2,6.0,62,623.0,0.0,25.0,1,,,1,2,13,0,0,13,13,0.4483,2.45
2023063821,1,1,1,7900,111.0,144.0,,11720111.0,,,,,51,2023,4,13,89,4,5,5,1,3,2,8,0,3,1,1,5,3,3,2.0,1,1,9,9,9,0,0,9,4,42,422,0.0,13,1,190334.0,667793.0,1,3,2,2019,5,1,1.0,5,1309,3,2,1,1,4.0,42,422.0,0.0,16.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023063821,1,1,1,7900,111.0,144.0,,11720111.0,,,,,51,2023,4,13,89,4,5,5,1,3,2,8,0,3,1,1,5,3,3,2.0,1,1,9,9,9,0,0,9,4,42,422,0.0,13,1,190334.0,667793.0,2,1,2,2019,8,2,1.0,5,7900,3,2,1,1,4.0,42,422.0,0.0,13.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023063867,1,1,1,70,189.0,580.0,,8900001.0,,,,,38,2023,5,22,33,4,1,2,1,3,1,8,0,3,1,1,4,3,1,2.0,1,1,9,9,9,3,4,2,6,61,613,0.0,13,1,166036.0,633113.0,1,2,1,2017,7,2,1.0,5,70,0,0,8,1,6.0,61,613.0,0.0,13.0,1,,,1,2,7,0,0,7,7,0.2414,2.24
2023063873,1,1,1,9600,161.0,237.0,,15680110.0,,,,,12,2023,8,28,89,4,5,2,1,3,2,9,0,2,3,1,2,3,3,2.0,1,1,9,9,9,0,0,9,3,31,311,0.0,16,1,208108.0,751804.0,1,1,1,2015,7,2,1.0,5,7600,0,0,8,1,2.0,24,246.0,0.0,15.0,1,,,1,2,10,0,0,10,10,0.3448,2.34
2023063873,1,1,1,9600,161.0,237.0,,15680110.0,,,,,12,2023,8,28,89,4,5,2,1,3,2,9,0,2,3,1,2,3,3,2.0,1,1,9,9,9,0,0,9,3,31,311,0.0,16,1,208108.0,751804.0,2,2,2,1983,12,2,1.0,5,6900,3,2,1,1,4.0,42,421.0,0.0,14.0,1,,,1,2,10,0,0,10,10,0.3448,2.34
2023063889,1,1,1,7700,328.0,395.0,,8360001.0,,,,,14,2023,2,4,86,4,5,7,1,3,2,8,3,0,1,1,5,3,3,2.0,2,2,9,9,9,0,0,9,2,23,234,0.0,15,1,229365.0,725055.0,1,3,2,2014,6,1,1.0,5,7700,3,2,1,1,2.0,23,234.0,0.0,15.0,1,,,1,2,3,0,0,3,3,0.1034,2.1
2023063889,1,1,1,7700,328.0,395.0,,8360001.0,,,,,14,2023,2,4,86,4,5,7,1,3,2,8,3,0,1,1,5,3,3,2.0,2,2,9,9,9,0,0,9,2,23,234,0.0,15,1,229365.0,725055.0,2,2,2,2019,6,1,1.0,5,7700,3,2,1,1,2.0,23,234.0,0.0,15.0,1,,,1,2,3,0,0,3,3,0.1034,2.1
2023063889,1,1,1,7700,328.0,395.0,,8360001.0,,,,,14,2023,2,4,86,4,5,7,1,3,2,8,3,0,1,1,5,3,3,2.0,2,2,9,9,9,0,0,9,2,23,234,0.0,15,1,229365.0,725055.0,3,1,1,1997,9,1,1.0,5,874,0,0,8,1,2.0,23,237.0,0.0,16.0,1,,,1,2,3,0,0,3,3,0.1034,2.1
2023064060,1,1,1,5000,1352.0,1601.0,,23870532.0,,,,,20,2023,6,10,84,4,5,7,1,3,4,8,3,0,1,1,3,3,3,2.0,1,1,9,9,9,0,0,9,5,51,511,0.0,13,1,177866.0,662829.0,1,2,1,2019,5,1,1.0,5,3797,0,0,8,1,7.0,74,740.0,0.0,15.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023064060,1,1,1,5000,1352.0,1601.0,,23870532.0,,,,,20,2023,6,10,84,4,5,7,1,3,4,8,3,0,1,1,3,3,3,2.0,1,1,9,9,9,0,0,9,5,51,511,0.0,13,1,177866.0,662829.0,2,1,2,2019,5,1,10.0,5,5000,3,4,1,2,5.0,51,511.0,0.0,13.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023064069,1,2,1,3616,118.0,130.0,,40001.0,,,,,43,2023,2,12,35,4,1,1,9,3,2,8,3,0,1,1,4,3,1,7.0,1,2,9,9,9,0,0,9,7,77,777,0.0,16,1,228404.0,631866.0,1,2,2,2000,10,2,1.0,5,3616,3,2,1,1,7.0,76,760.0,0.0,16.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023064069,1,2,1,3616,118.0,130.0,,40001.0,,,,,43,2023,2,12,35,4,1,1,9,3,2,8,3,0,1,1,4,3,1,7.0,1,2,9,9,9,0,0,9,7,77,777,0.0,16,1,228404.0,631866.0,2,1,1,2017,5,1,11.0,5,3000,0,0,8,2,1.0,11,111.0,0.0,12.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023064076,1,1,1,5000,2309.0,2426.0,,14730823.0,,,,,20,2023,2,19,51,4,1,1,0,3,3,8,1,0,1,1,3,4,1,1.0,1,1,9,9,9,0,0,9,5,51,511,0.0,13,1,179453.0,661644.0,1,2,1,2019,13,1,11.0,5,6200,0,0,8,3,5.0,51,513.0,0.0,14.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023064076,1,1,1,5000,2309.0,2426.0,,14730823.0,,,,,20,2023,2,19,51,4,1,1,0,3,3,8,1,0,1,1,3,4,1,1.0,1,1,9,9,9,0,0,9,5,51,511,0.0,13,1,179453.0,661644.0,2,1,2,1992,10,2,1.0,5,5000,3,2,1,1,5.0,51,511.0,0.0,13.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023064094,1,1,1,432,101.0,112.0,,2.0,,,,,12,2023,9,26,59,4,1,3,0,3,4,8,3,0,1,1,3,3,1,5.0,1,1,9,9,9,0,0,9,2,24,246,4.0,33,1,209319.0,761626.0,1,2,2,1998,11,2,1.0,1,658,3,2,1,2,2.0,24,243.0,4.0,29.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023064094,1,1,1,432,101.0,112.0,,2.0,,,,,12,2023,9,26,59,4,1,3,0,3,4,8,3,0,1,1,3,3,1,5.0,1,1,9,9,9,0,0,9,2,24,246,4.0,33,1,209319.0,761626.0,2,1,1,1978,14,2,1.0,1,9100,0,0,8,1,2.0,24,245.0,0.0,15.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023064180,1,1,1,7400,235.0,311.0,,8190021.0,,,,,51,2023,6,11,57,4,1,1,0,3,1,8,0,3,1,1,2,3,11,1.0,1,1,9,9,9,3,3,1,4,41,411,0.0,13,1,187356.0,694265.0,1,2,1,1965,17,1,12.0,5,8300,0,0,8,1,4.0,44,442.0,0.0,13.0,1,,,1,2,1,0,0,1,1,0.0345,2.03
2023064288,1,1,1,6600,317.0,304.0,,9170022.0,,,,,20,2023,2,24,43,4,1,6,1,3,2,9,1,0,1,1,2,3,1,2.0,1,1,9,9,9,0,0,9,5,51,513,0.0,14,1,179749.0,658110.0,1,3,1,1968,17,1,1.0,1,6600,0,0,8,1,5.0,51,513.0,0.0,14.0,1,,,1,2,4,0,0,4,4,0.1379,2.14
2023064288,1,1,1,6600,317.0,304.0,,9170022.0,,,,,20,2023,2,24,43,4,1,6,1,3,2,9,1,0,1,1,2,3,1,2.0,1,1,9,9,9,0,0,9,5,51,513,0.0,14,1,179749.0,658110.0,2,4,1,1984,12,1,2.0,5,6600,0,0,8,1,5.0,51,513.0,0.0,14.0,1,,,1,2,4,0,0,4,4,0.1379,2.14
2023064288,1,1,1,6600,317.0,304.0,,9170022.0,,,,,20,2023,2,24,43,4,1,6,1,3,2,9,1,0,1,1,2,3,1,2.0,1,1,9,9,9,0,0,9,5,51,513,0.0,14,1,179749.0,658110.0,3,2,1,0,99,0,1.0,5,0,0,0,8,1,,99,,,,1,,,1,2,4,0,0,4,4,0.1379,2.14
2023064358,1,1,1,9000,404.0,811.0,,7900041.0,,,,,34,2023,11,9,66,4,1,5,1,3,1,9,0,3,0,0,0,5,1,2.0,9,9,9,9,9,3,4,1,6,62,623,0.0,13,1,180729.0,573831.0,1,1,1,2018,6,1,1.0,5,963,0,0,8,2,6.0,62,623.0,,46.0,1,,,1,2,1,0,0,1,1,0.0345,2.03
2023064428,1,1,1,6500,230.0,303.0,,9800053.0,,,,,12,2023,8,10,41,4,1,5,0,3,2,9,3,0,1,1,3,3,1,5.0,1,1,9,9,9,0,0,9,3,32,324,0.0,14,1,192714.0,705680.0,1,2,2,2019,5,2,1.0,1,6500,3,2,1,1,3.0,32,324.0,0.0,14.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023064428,1,1,1,6500,230.0,303.0,,9800053.0,,,,,12,2023,8,10,41,4,1,5,0,3,2,9,3,0,1,1,3,3,1,5.0,1,1,9,9,9,0,0,9,3,32,324,0.0,14,1,192714.0,705680.0,2,1,1,2015,7,2,1.0,1,1020,0,0,8,1,3.0,32,324.0,0.0,16.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023064474,1,1,1,3000,1508.0,429.0,,92870668.0,,,,,61,2023,9,29,53,2,1,6,0,3,2,9,1,0,7,1,2,5,11,1.0,9,5,9,9,9,0,0,9,1,11,111,0.0,12,1,220715.0,631394.0,1,3,1,2016,6,1,1.0,1,3000,0,0,8,1,1.0,11,111.0,0.0,12.0,1,,,1,2,8,0,0,8,8,0.2759,2.28
2023064474,1,1,1,3000,1508.0,429.0,,92870668.0,,,,,61,2023,9,29,53,2,1,6,0,3,2,9,1,0,7,1,2,5,11,1.0,9,5,9,9,9,0,0,9,1,11,111,0.0,12,1,220715.0,631394.0,2,1,1,1994,10,1,12.0,1,7900,0,0,8,1,4.0,42,422.0,0.0,13.0,1,,,1,2,8,0,0,8,8,0.2759,2.28
2023064528,1,1,1,9700,344.0,382.0,,22430174.0,,,,,51,2023,5,14,79,4,5,1,9,3,1,9,3,0,1,1,2,3,6,7.0,1,1,9,9,9,3,3,9,4,42,421,0.0,15,1,191398.0,674745.0,1,2,1,1992,10,1,1.0,5,9700,0,0,8,1,4.0,42,421.0,0.0,15.0,1,,,1,2,1,0,0,1,1,0.0345,2.03
2023064554,1,1,1,2500,138.0,192.0,,15550001.0,,,,,11,2023,7,30,45,4,1,1,0,3,2,8,0,3,1,1,2,3,1,5.0,1,1,9,9,9,0,0,9,3,31,311,0.0,16,1,204721.0,741289.0,1,3,2,2001,14,2,1.0,1,122,3,2,1,1,2.0,23,235.0,99.0,18.0,1,,,1,2,7,0,0,7,7,0.2414,2.24
2023064554,1,1,1,2500,138.0,192.0,,15550001.0,,,,,11,2023,7,30,45,4,1,1,0,3,2,8,0,3,1,1,2,3,1,5.0,1,1,9,9,9,0,0,9,3,31,311,0.0,16,1,204721.0,741289.0,2,4,1,1983,13,1,2.0,5,494,0,0,8,2,3.0,31,311.0,99.0,27.0,1,,,1,2,7,0,0,7,7,0.2414,2.24
2023064554,1,1,1,2500,138.0,192.0,,15550001.0,,,,,11,2023,7,30,45,4,1,1,0,3,2,8,0,3,1,1,2,3,1,5.0,1,1,9,9,9,0,0,9,3,31,311,0.0,16,1,204721.0,741289.0,3,1,2,2015,6,1,1.0,5,504,3,2,1,2,2.0,24,241.0,99.0,27.0,1,,,1,2,7,0,0,7,7,0.2414,2.24
2023064628,1,1,1,9000,244.0,225.0,,320012.0,,,,,34,2023,2,4,68,4,1,7,0,3,2,8,3,0,1,1,2,3,1,6.0,1,1,9,9,9,0,0,9,6,62,623,0.0,13,1,180589.0,575744.0,1,3,2,2018,7,1,1.0,1,1161,3,2,1,2,6.0,62,623.0,0.0,25.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023064628,1,1,1,9000,244.0,225.0,,320012.0,,,,,34,2023,2,4,68,4,1,7,0,3,2,8,3,0,1,1,2,3,1,6.0,1,1,9,9,9,0,0,9,6,62,623,0.0,13,1,180589.0,575744.0,2,1,2,2002,9,2,1.0,1,9000,3,2,1,1,6.0,62,623.0,0.0,13.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023064710,1,1,1,4000,360.0,357.0,,130223.0,,,,,11,2023,9,13,39,4,1,4,0,3,1,8,1,0,1,1,2,3,1,1.0,1,1,9,9,9,3,3,1,3,31,311,0.0,13,1,199820.0,747254.0,1,1,1,1980,14,1,12.0,5,9500,0,0,8,1,3.0,31,311.0,0.0,16.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023064796,1,1,1,4000,822.0,910.0,,50515.0,,,,,11,2023,12,31,65,4,1,1,0,3,1,8,1,0,1,1,2,3,1,1.0,1,1,9,9,9,3,3,2,3,31,311,0.0,13,1,199990.0,745624.0,1,1,1,2022,15,1,1.0,5,4000,0,0,8,1,3.0,31,311.0,0.0,13.0,1,,,1,2,1,0,0,1,1,0.0345,2.03
2023064893,1,1,1,8600,108.0,307.0,,10050111.0,,,,,20,2023,10,11,40,4,1,4,1,2,2,8,3,0,1,1,2,3,1,2.0,1,1,9,9,9,0,0,9,5,51,512,0.0,14,1,183112.0,666911.0,1,2,2,1981,12,1,19.0,5,8600,2,4,1,1,5.0,51,512.0,0.0,14.0,1,3.0,,2,4,10,0,7,3,24,0.8276,4.83
2023064893,1,1,1,8600,108.0,307.0,,10050111.0,,,,,20,2023,10,11,40,4,1,4,1,2,2,8,3,0,1,1,2,3,1,2.0,1,1,9,9,9,0,0,9,5,51,512,0.0,14,1,183112.0,666911.0,2,1,1,1969,15,1,1.0,5,8600,0,0,8,1,5.0,51,512.0,0.0,14.0,1,,,2,4,10,0,7,3,24,0.8276,4.83
2023064909,1,1,1,70,165.0,340.0,,8820071.0,,,,,38,2023,6,11,45,4,1,1,1,3,2,8,0,3,3,1,5,3,1,2.0,1,1,9,9,9,0,0,9,6,61,613,0.0,13,1,166297.0,632247.0,1,1,2,2022,5,1,1.0,5,70,3,2,1,1,6.0,61,613.0,0.0,13.0,1,,,1,2,4,0,0,4,4,0.1379,2.14
2023064909,1,1,1,70,165.0,340.0,,8820071.0,,,,,38,2023,6,11,45,4,1,1,1,3,2,8,0,3,3,1,5,3,1,2.0,1,1,9,9,9,0,0,9,6,61,613,0.0,13,1,166297.0,632247.0,2,2,2,2001,15,1,1.0,5,70,3,2,1,1,6.0,61,613.0,0.0,13.0,1,1.0,,1,2,4,0,0,4,4,0.1379,2.14
2023064921,1,1,1,4000,850.0,845.0,,10280523.0,,,,,11,2023,2,2,90,4,5,5,0,3,1,9,1,0,1,1,3,2,3,1.0,2,2,9,9,9,3,3,2,3,31,311,0.0,13,1,199759.0,746346.0,1,1,1,2015,7,1,1.0,1,4000,0,0,8,1,3.0,31,311.0,0.0,13.0,1,,,1,2,1,0,0,1,1,0.0345,2.03
2023064930,1,1,1,7900,107.0,256.0,,11200014.0,,,,,51,2023,12,12,96,4,5,3,0,3,2,9,1,0,1,0,2,3,6,1.0,2,2,9,9,9,0,0,9,4,42,422,0.0,13,1,189770.0,666710.0,1,1,2,2014,7,2,1.0,5,7900,3,2,1,1,4.0,42,422.0,0.0,13.0,1,,,1,2,3,0,0,3,3,0.1034,2.1
2023064930,1,1,1,7900,107.0,256.0,,11200014.0,,,,,51,2023,12,12,96,4,5,3,0,3,2,9,1,0,1,0,2,3,6,1.0,2,2,9,9,9,0,0,9,4,42,422,0.0,13,1,189770.0,666710.0,2,2,2,2019,5,2,1.0,5,7900,3,2,1,1,4.0,42,422.0,0.0,13.0,1,,,1,2,3,0,0,3,3,0.1034,2.1
2023064936,1,1,1,7400,219.0,214.0,,7080022.0,,,,,51,2023,7,8,91,4,5,7,9,2,1,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,4,41,411,0.0,13,1,187100.0,695429.0,1,1,1,2010,7,1,19.0,5,224,0,0,8,1,4.0,41,411.0,16.0,35.0,1,,,2,4,1,0,1,0,3,0.1034,4.1
2023064958,1,1,1,9600,118.0,101.0,,15680011.0,,,,,12,2023,8,16,65,4,1,4,0,3,2,8,1,0,1,1,2,3,1,5.0,1,1,9,9,9,0,0,9,3,31,311,0.0,16,1,206630.0,750815.0,1,2,2,1997,9,1,1.0,1,9600,3,2,1,1,3.0,31,311.0,0.0,16.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023064958,1,1,1,9600,118.0,101.0,,15680011.0,,,,,12,2023,8,16,65,4,1,4,0,3,2,8,1,0,1,1,2,3,1,5.0,1,1,9,9,9,0,0,9,3,31,311,0.0,16,1,206630.0,750815.0,2,1,2,2015,6,2,1.0,1,9600,3,2,1,1,3.0,31,311.0,0.0,16.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023065010,1,1,1,7900,216.0,214.0,,9490041.0,,,,,51,2023,11,9,93,4,5,5,0,3,2,9,1,0,1,1,2,3,3,5.0,1,1,9,9,9,0,0,9,4,42,422,0.0,13,1,189058.0,666104.0,1,1,2,2010,7,2,1.0,5,70,3,2,1,1,6.0,61,613.0,0.0,13.0,1,,,1,2,4,0,0,4,4,0.1379,2.14
2023065010,1,1,1,7900,216.0,214.0,,9490041.0,,,,,51,2023,11,9,93,4,5,5,0,3,2,9,1,0,1,1,2,3,3,5.0,1,1,9,9,9,0,0,9,4,42,422,0.0,13,1,189058.0,666104.0,2,2,2,2012,7,1,1.0,1,6100,3,2,1,1,5.0,51,512.0,0.0,13.0,1,,,1,2,4,0,0,4,4,0.1379,2.14
2023065105,1,1,1,7100,451.0,471.0,,600003.0,,,,,38,2023,2,16,65,4,1,5,0,3,1,8,0,5,1,1,3,3,1,6.0,1,1,9,9,9,3,3,1,6,61,614,0.0,14,1,160615.0,619197.0,1,2,1,2021,11,2,1.0,1,7100,0,0,8,1,6.0,61,614.0,0.0,14.0,1,,,1,2,1,0,0,1,1,0.0345,2.03
2023065140,1,1,1,4000,1135.0,1136.0,,18380605.0,,,,,11,2023,2,20,63,4,1,2,0,3,1,9,3,0,1,1,5,3,1,6.0,1,1,9,9,9,3,3,2,3,31,311,0.0,13,1,202847.0,742351.0,1,1,1,1985,13,2,1.0,1,4000,0,0,8,1,3.0,31,311.0,0.0,13.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023065180,1,1,1,3000,4199.0,4162.0,,28080741.0,,,,,61,2023,9,9,56,4,1,7,0,2,1,8,3,0,1,2,3,3,1,1.0,1,1,9,9,2,8,0,9,1,11,111,0.0,12,1,221768.0,633234.0,1,1,1,2020,7,1,1.0,4,3000,0,0,8,2,1.0,11,111.0,0.0,12.0,1,,,2,4,1,0,1,0,3,0.1034,4.1
2023065240,1,1,1,7900,199.0,153.0,,99970575.0,,,,,51,2023,1,23,38,4,1,2,0,3,1,8,0,3,1,1,1,4,1,1.0,1,1,9,9,9,3,3,9,4,42,422,0.0,13,1,190102.0,667410.0,1,2,1,0,99,0,17.0,5,0,0,0,8,1,,99,,,,1,,,1,2,1,0,0,1,1,0.0345,2.03
2023065249,1,1,1,6100,216.0,201.0,,8260012.0,,,,,20,2023,5,21,32,4,1,1,0,3,4,8,1,0,1,3,2,3,1,5.0,1,1,9,9,9,0,0,9,5,51,512,0.0,13,1,185059.0,666974.0,1,2,1,2008,7,1,1.0,1,0,0,0,8,1,,99,,,,1,,,1,2,2,0,0,2,2,0.069,2.07
2023065249,1,1,1,6100,216.0,201.0,,8260012.0,,,,,20,2023,5,21,32,4,1,1,0,3,4,8,1,0,1,3,2,3,1,5.0,1,1,9,9,9,0,0,9,5,51,512,0.0,13,1,185059.0,666974.0,2,1,2,2017,6,1,23.0,4,6100,3,8,1,1,5.0,51,512.0,0.0,13.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023065251,1,1,1,9700,101.0,191.0,,21800004.0,,,,,51,2023,10,1,29,3,1,1,1,3,2,9,0,3,1,1,4,3,1,2.0,1,1,9,9,9,0,0,9,4,42,421,0.0,15,1,190329.0,671692.0,1,2,2,2004,11,1,1.0,5,9700,3,2,1,1,4.0,42,421.0,0.0,15.0,1,,,1,2,5,0,0,5,5,0.1724,2.17
2023065251,1,1,1,9700,101.0,191.0,,21800004.0,,,,,51,2023,10,1,29,3,1,1,1,3,2,9,0,3,1,1,4,3,1,2.0,1,1,9,9,9,0,0,9,4,42,421,0.0,15,1,190329.0,671692.0,2,1,2,1968,16,1,1.0,5,7900,3,2,1,1,4.0,42,422.0,0.0,13.0,1,,,1,2,5,0,0,5,5,0.1724,2.17
2023065277,1,1,1,3000,4794.0,4753.0,,25840735.0,,,,,61,2023,11,3,48,4,1,6,1,2,1,8,3,0,1,1,2,3,1,2.0,1,1,9,9,9,3,4,9,1,11,111,0.0,12,1,222319.0,637804.0,1,2,1,2008,8,2,1.0,1,3000,0,0,8,1,1.0,11,111.0,0.0,12.0,1,,,2,4,1,0,1,0,3,0.1034,4.1
2023065316,1,1,1,3000,4773.0,4452.0,,24530725.0,,,,,61,2023,8,27,48,4,1,1,0,3,4,9,0,3,2,0,3,3,1,1.0,1,1,9,9,9,0,0,9,1,11,111,0.0,12,1,219462.0,635130.0,1,2,1,1999,10,1,1.0,5,3000,0,0,8,1,1.0,11,111.0,0.0,12.0,1,,,1,2,10,0,2,8,14,0.4828,2.48
