pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,YOM_BE_HODESH,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,RAMZOR,HUMRAT_TEUNA,SUG_TEUNA,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,BAKARA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y,MISPAR_REHEV_fikt,ZEHUT_fikt,SUG_MEORAV,SHNAT_HOZAA,KVUZA_GIL,MIN,SUG_REHEV_NASA_LMS,EMZAE_BETIHUT,SEMEL_YISHUV_MEGURIM,HUMRAT_PGIA,SUG_NIFGA_LMS,PEULAT_NIFGA_LMS,KVUTZAT_OHLUSIYA_LMS,MAHOZ_MEGURIM,NAFA_MEGURIM,EZOR_TIVI_MEGURIM,MAAMAD_MINIZIPALI_MEGURIM,ZURAT_ISHUV_MEGURIM,SUG_TIK,ShimushBeAvizareyBetihut_LMS,PtiraMeuheret_LMS,severity_score,component_1,total_acc,fatal_acc,severe_acc,light_acc,weightedAccCount,base_risk_score,risk_score_per_row
2023000040,1,1,1,6200,312.0,221.0,,7810031.0,,,,,20,2023,1,29,40,4,1,1,1,3,2,8,0,3,1,1,3,3,1,2.0,1,1,9,9,9,0,0,9,5,51,513,0.0,14,1,175748.0,657646.0,1,1,1,2017,10,2,1.0,1,6200,0,0,8,1,5.0,51,513.0,0.0,14.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000040,1,1,1,6200,312.0,221.0,,7810031.0,,,,,20,2023,1,29,40,4,1,1,1,3,2,8,0,3,1,1,3,3,1,2.0,1,1,9,9,9,0,0,9,5,51,513,0.0,14,1,175748.0,657646.0,2,2,2,2017,7,1,10.0,2,6600,3,4,1,3,5.0,51,513.0,0.0,14.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000059,1,1,1,7600,505.0,205.0,,7620005.0,,,,,12,2023,3,9,54,4,1,5,0,3,1,8,1,0,1,1,2,3,1,1.0,1,1,9,9,9,3,3,1,2,24,246,0.0,15,1,207762.0,759167.0,1,1,1,2000,9,1,11.0,1,944,0,0,8,2,2.0,23,237.0,99.0,28.0,1,,,1,2,1,0,0,1,1,0.0345,2.03
2023000073,1,1,1,6100,825.0,856.0,,9520041.0,,,,,20,2023,5,1,74,4,1,2,0,3,1,8,1,0,1,1,2,3,1,1.0,1,1,9,9,9,4,3,9,5,51,512,0.0,13,1,185084.0,665378.0,1,1,1,2022,5,1,12.0,5,6100,0,0,8,1,5.0,51,512.0,0.0,13.0,1,,,1,2,1,0,0,1,1,0.0345,2.03
2023000076,1,1,1,70,715.0,704.0,,8730052.0,,,,,38,2023,9,18,54,4,1,2,0,3,2,8,3,0,1,1,3,3,1,6.0,1,1,9,9,9,0,0,9,6,61,613,0.0,13,1,166862.0,632180.0,1,1,2,2020,8,2,1.0,1,70,3,2,1,3,6.0,61,613.0,0.0,13.0,1,,,1,2,4,0,0,4,4,0.1379,2.14
2023000076,1,1,1,70,715.0,704.0,,8730052.0,,,,,38,2023,9,18,54,4,1,2,0,3,2,8,3,0,1,1,3,3,1,6.0,1,1,9,9,9,0,0,9,6,61,613,0.0,13,1,166862.0,632180.0,2,2,2,2017,5,2,1.0,1,70,3,2,1,1,6.0,61,613.0,0.0,13.0,1,,,1,2,4,0,0,4,4,0.1379,2.14
2023000118,1,1,1,2600,372.0,384.0,,8080004.0,,,,,33,2023,9,3,35,4,1,1,0,3,2,8,3,0,1,1,5,4,1,1.0,1,1,9,9,9,0,0,9,6,62,625,0.0,15,1,193783.0,385959.0,1,1,1,1989,13,1,1.0,1,2600,0,0,8,1,6.0,62,625.0,0.0,15.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000118,1,1,1,2600,372.0,384.0,,8080004.0,,,,,33,2023,9,3,35,4,1,1,0,3,2,8,3,0,1,1,5,4,1,1.0,1,1,9,9,9,0,0,9,6,62,625,0.0,15,1,193783.0,385959.0,2,2,2,2016,6,1,10.0,2,2600,3,4,1,1,6.0,62,625.0,0.0,15.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000186,1,1,1,8700,204.0,367.0,,220001.0,,,,,51,2023,8,3,87,4,5,5,1,3,2,8,0,3,1,1,4,3,3,2.0,1,1,9,9,9,0,0,9,4,42,421,0.0,15,1,189213.0,677607.0,1,2,2,1974,14,1,1.0,5,8700,3,2,1,1,4.0,42,421.0,0.0,15.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000186,1,1,1,8700,204.0,367.0,,220001.0,,,,,51,2023,8,3,87,4,5,5,1,3,2,8,0,3,1,1,4,3,3,2.0,1,1,9,9,9,0,0,9,4,42,421,0.0,15,1,189213.0,677607.0,2,1,1,2012,6,1,1.0,5,2720,0,0,8,2,4.0,41,412.0,0.0,26.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000208,1,1,1,3000,1093.0,1121.0,,92870888.0,,,,,61,2023,2,20,42,4,1,2,1,3,2,8,3,0,1,1,2,3,1,2.0,1,1,9,9,9,0,0,9,1,11,111,0.0,12,1,217745.0,631262.0,1,2,2,1973,15,1,1.0,5,2610,3,2,1,1,1.0,11,112.0,0.0,14.0,1,,,1,2,6,0,0,6,6,0.2069,2.21
2023000208,1,1,1,3000,1093.0,1121.0,,92870888.0,,,,,61,2023,2,20,42,4,1,2,1,3,2,8,3,0,1,1,2,3,1,2.0,1,1,9,9,9,0,0,9,1,11,111,0.0,12,1,217745.0,631262.0,2,1,2,1997,10,1,2.0,1,456,3,2,1,1,1.0,11,111.0,26.0,32.0,1,,,1,2,6,0,0,6,6,0.2069,2.21
2023000288,1,1,1,7800,502.0,508.0,,8840179.0,,,,,12,2023,1,27,51,4,1,6,0,3,2,8,3,0,1,1,2,3,1,5.0,1,1,9,9,9,0,0,9,3,32,324,99.0,16,1,199966.0,708702.0,1,2,2,2003,8,1,1.0,1,7800,3,2,1,1,3.0,32,324.0,99.0,16.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000288,1,1,1,7800,502.0,508.0,,8840179.0,,,,,12,2023,1,27,51,4,1,6,0,3,2,8,3,0,1,1,2,3,1,5.0,1,1,9,9,9,0,0,9,3,32,324,99.0,16,1,199966.0,708702.0,2,1,1,1996,10,2,1.0,1,7800,0,0,8,1,3.0,32,324.0,99.0,16.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000317,1,1,1,7900,136.0,118.0,,8310012.0,,,,,51,2023,9,27,57,4,1,4,1,2,2,9,0,3,1,1,2,3,1,2.0,1,1,9,9,9,0,0,9,4,42,422,0.0,13,1,188962.0,667223.0,1,2,1,1980,13,1,3.0,1,7900,0,0,8,1,4.0,42,422.0,0.0,13.0,1,,,2,4,2,0,2,0,6,0.2069,4.21
2023000317,1,1,1,7900,136.0,118.0,,8310012.0,,,,,51,2023,9,27,57,4,1,4,1,2,2,9,0,3,1,1,2,3,1,2.0,1,1,9,9,9,0,0,9,4,42,422,0.0,13,1,188962.0,667223.0,2,1,2,1999,12,1,1.0,1,7900,2,2,1,3,4.0,42,422.0,0.0,13.0,1,,,2,4,2,0,2,0,6,0.2069,4.21
2023000344,1,1,1,666,126.0,116.0,,100001.0,,,,,34,2023,9,21,60,4,1,5,0,3,2,8,3,0,1,1,1,3,1,5.0,1,1,9,9,9,0,0,9,6,62,623,99.0,18,1,185647.0,575134.0,1,1,2,2005,8,2,1.0,1,666,3,2,1,1,6.0,62,623.0,99.0,18.0,1,1.0,,1,2,2,0,0,2,2,0.069,2.07
2023000344,1,1,1,666,126.0,116.0,,100001.0,,,,,34,2023,9,21,60,4,1,5,0,3,2,8,3,0,1,1,1,3,1,5.0,1,1,9,9,9,0,0,9,6,62,623,99.0,18,1,185647.0,575134.0,2,2,1,2000,9,1,1.0,1,3730,0,0,8,1,7.0,74,740.0,99.0,16.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000395,1,1,1,3000,1346.0,1362.0,,28040411.0,,,,,61,2023,1,6,43,4,1,6,1,3,2,8,0,3,1,1,4,3,2,2.0,2,2,9,9,9,0,0,9,1,11,111,0.0,12,1,218030.0,628506.0,1,3,1,2021,5,1,1.0,1,3780,0,0,8,1,7.0,76,760.0,0.0,15.0,1,,,1,2,16,0,2,14,20,0.6897,2.69
2023000395,1,1,1,3000,1346.0,1362.0,,28040411.0,,,,,61,2023,1,6,43,4,1,6,1,3,2,8,0,3,1,1,4,3,2,2.0,2,2,9,9,9,0,0,9,1,11,111,0.0,12,1,218030.0,628506.0,2,4,1,2005,8,1,1.0,1,3603,0,0,8,1,7.0,76,760.0,76.0,37.0,1,,,1,2,16,0,2,14,20,0.6897,2.69
2023000404,1,1,1,5000,400.0,168.0,,16540221.0,,,,,20,2023,7,3,83,4,5,2,1,3,2,8,1,0,3,1,3,3,3,2.0,1,1,9,9,9,0,0,9,5,51,511,0.0,13,1,183582.0,670124.0,1,2,2,0,7,1,23.0,4,5000,3,8,1,1,5.0,51,511.0,0.0,13.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000404,1,1,1,5000,400.0,168.0,,16540221.0,,,,,20,2023,7,3,83,4,5,2,1,3,2,8,1,0,3,1,3,3,3,2.0,1,1,9,9,9,0,0,9,5,51,511,0.0,13,1,183582.0,670124.0,2,1,1,2022,4,2,1.0,1,5000,0,0,8,1,5.0,51,511.0,0.0,13.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000407,1,1,1,7400,418.0,169.0,,7970012.0,,,,,51,2023,12,7,89,4,5,5,1,3,2,8,3,0,1,1,3,3,3,2.0,1,1,9,9,9,0,0,9,4,41,411,0.0,13,1,187283.0,692584.0,1,1,2,2023,4,2,1.0,1,7400,3,2,1,1,4.0,41,411.0,0.0,13.0,1,1.0,,1,2,6,0,0,6,6,0.2069,2.21
2023000407,1,1,1,7400,418.0,169.0,,7970012.0,,,,,51,2023,12,7,89,4,5,5,1,3,2,8,3,0,1,1,3,3,3,2.0,1,1,9,9,9,0,0,9,4,41,411,0.0,13,1,187283.0,692584.0,2,4,1,2022,4,2,1.0,1,41,0,0,8,1,4.0,41,411.0,99.0,19.0,1,,,1,2,6,0,0,6,6,0.2069,2.21
2023000440,1,1,1,6100,503.0,518.0,,7930014.0,,,,,20,2023,6,25,67,4,1,1,9,2,1,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,5,51,512,0.0,13,1,184423.0,666612.0,1,2,1,2021,4,1,10.0,2,6100,0,0,8,1,5.0,51,512.0,0.0,13.0,1,,,2,4,3,0,2,1,7,0.2414,4.24
2023000481,1,1,1,3000,1630.0,1610.0,,13590511.0,,,,,61,2023,12,2,80,4,5,7,0,3,5,9,3,0,1,1,4,5,6,1.0,1,1,9,9,9,0,0,9,1,11,111,0.0,12,1,219796.0,630241.0,1,3,1,2003,10,1,1.0,5,3000,0,0,8,1,1.0,11,111.0,0.0,12.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000481,1,1,1,3000,1630.0,1610.0,,13590511.0,,,,,61,2023,12,2,80,4,5,7,0,3,5,9,3,0,1,1,4,5,6,1.0,1,1,9,9,9,0,0,9,1,11,111,0.0,12,1,219796.0,630241.0,2,2,2,2001,9,2,1.0,1,3000,3,2,1,1,1.0,11,111.0,0.0,12.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000517,1,1,1,8400,403.0,116.0,,290004.0,,,,,52,2023,11,26,55,4,1,1,9,3,4,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,4,44,441,0.0,14,1,182769.0,643441.0,1,1,2,2004,12,2,9.0,2,8400,3,4,1,1,4.0,44,441.0,0.0,14.0,1,,,1,2,4,0,0,4,4,0.1379,2.14
2023000517,1,1,1,8400,403.0,116.0,,290004.0,,,,,52,2023,11,26,55,4,1,1,9,3,4,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,4,44,441,0.0,14,1,182769.0,643441.0,2,2,1,1977,13,1,12.0,5,2530,0,0,8,1,4.0,43,432.0,0.0,16.0,1,,,1,2,4,0,0,4,4,0.1379,2.14
2023000520,1,1,1,70,701.0,704.0,,8880052.0,,,,,38,2023,9,19,59,4,1,3,0,2,1,8,0,3,1,1,2,3,1,6.0,1,1,9,9,9,3,3,1,6,61,613,0.0,13,1,166778.0,632339.0,1,1,1,2000,11,1,18.0,1,7100,0,0,8,1,6.0,61,614.0,0.0,14.0,1,,,2,4,1,0,1,0,3,0.1034,4.1
2023000521,1,1,1,6600,968.0,942.0,,10170071.0,,,,,20,2023,9,10,65,4,1,1,1,3,1,8,0,3,1,1,3,3,1,2.0,1,1,9,9,9,3,4,9,5,51,513,0.0,14,1,179888.0,656963.0,1,2,1,2006,8,1,1.0,5,3000,0,0,8,2,1.0,11,111.0,0.0,12.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000536,1,1,1,5000,461.0,934.0,,80150483.0,,,,,20,2023,4,13,76,4,1,5,1,2,1,8,0,3,1,1,2,3,1,2.0,1,1,9,9,5,8,0,9,5,51,511,0.0,13,1,178539.0,666134.0,1,2,1,2014,11,2,1.0,1,5000,0,0,8,1,5.0,51,511.0,0.0,13.0,1,,,2,4,1,0,1,0,3,0.1034,4.1
2023000679,1,1,1,6300,403.0,412.0,,47860028.0,,,,,20,2023,10,19,85,4,5,5,1,3,2,8,1,0,1,1,4,3,6,2.0,1,1,9,9,9,0,0,9,5,51,512,0.0,15,1,181332.0,664474.0,1,3,2,2006,8,1,1.0,1,481,3,2,1,2,2.0,22,222.0,0.0,26.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000679,1,1,1,6300,403.0,412.0,,47860028.0,,,,,20,2023,10,19,85,4,5,5,1,3,2,8,1,0,1,1,4,3,6,2.0,1,1,9,9,9,0,0,9,5,51,512,0.0,15,1,181332.0,664474.0,2,2,2,2002,8,1,1.0,1,6300,3,2,1,1,5.0,51,512.0,0.0,15.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000730,1,1,1,6500,612.0,701.0,,7730007.0,,,,,12,2023,5,17,59,4,1,4,0,3,2,8,3,0,1,1,2,3,1,6.0,1,1,9,9,9,0,0,9,3,32,324,0.0,14,1,193110.0,704401.0,1,2,1,2000,10,2,1.0,5,6500,0,0,8,1,3.0,32,324.0,0.0,14.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000730,1,1,1,6500,612.0,701.0,,7730007.0,,,,,12,2023,5,17,59,4,1,4,0,3,2,8,3,0,1,1,2,3,1,6.0,1,1,9,9,9,0,0,9,3,32,324,0.0,14,1,193110.0,704401.0,2,1,2,1995,12,1,1.0,5,6500,3,2,1,1,3.0,32,324.0,0.0,14.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000731,1,1,1,9700,186.0,101.0,,7970002.0,,,,,51,2023,12,18,39,4,1,2,1,3,2,9,0,5,1,1,1,3,1,2.0,1,1,9,9,9,0,0,9,4,42,421,0.0,15,1,190236.0,673048.0,1,2,2,1975,15,2,1.0,5,6100,3,2,1,1,5.0,51,512.0,0.0,13.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000731,1,1,1,9700,186.0,101.0,,7970002.0,,,,,51,2023,12,18,39,4,1,2,1,3,2,9,0,5,1,1,1,3,1,2.0,1,1,9,9,9,0,0,9,4,42,421,0.0,15,1,190236.0,673048.0,2,1,2,2019,6,2,1.0,5,9700,3,2,1,1,4.0,42,421.0,0.0,15.0,1,1.0,,1,2,2,0,0,2,2,0.069,2.07
2023000746,1,1,1,8600,147.0,148.0,,10610111.0,,,,,20,2023,11,12,58,4,1,1,1,2,2,8,1,0,1,1,3,3,1,2.0,1,1,9,9,9,0,0,9,5,51,512,0.0,14,1,183756.0,667285.0,1,2,2,2014,6,1,10.0,5,6000,2,4,1,2,3.0,32,324.0,0.0,26.0,1,1.0,,2,4,2,0,2,0,6,0.2069,4.21
2023000746,1,1,1,8600,147.0,148.0,,10610111.0,,,,,20,2023,11,12,58,4,1,1,1,2,2,8,1,0,1,1,3,3,1,2.0,1,1,9,9,9,0,0,9,5,51,512,0.0,14,1,183756.0,667285.0,2,1,1,1989,11,1,11.0,1,494,0,0,8,2,3.0,31,311.0,99.0,27.0,1,,,2,4,2,0,2,0,6,0.2069,4.21
2023000772,1,1,1,5000,225.0,249.0,,17120213.0,,,,,20,2023,9,14,55,4,1,5,1,3,1,8,3,0,1,1,4,4,1,2.0,1,1,9,9,9,3,4,2,5,51,511,0.0,13,1,182873.0,668988.0,1,2,1,2022,8,1,1.0,1,7400,0,0,8,3,4.0,41,411.0,0.0,13.0,1,,,1,2,1,0,0,1,1,0.0345,2.03
2023000788,1,1,1,7100,375.0,6011.0,,7990002.0,,,,,38,2023,5,16,55,4,1,3,0,3,1,9,0,3,1,1,3,3,1,6.0,1,1,9,9,9,4,3,2,6,61,614,0.0,14,1,159419.0,620250.0,1,2,2,2022,4,1,1.0,5,7100,3,2,1,1,6.0,61,614.0,0.0,14.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023000877,1,1,1,5000,3004.0,1620.0,,20420735.0,,,,,20,2023,12,11,75,4,5,2,1,3,1,8,1,0,1,3,4,3,3,2.0,1,1,9,9,9,1,4,1,5,51,511,0.0,13,1,176684.0,660184.0,1,2,1,2019,5,1,10.0,2,5000,0,0,8,2,5.0,51,511.0,0.0,13.0,1,,,1,2,9,0,2,7,13,0.4483,2.45
2023000895,1,1,1,5000,1611.0,1639.0,,14350714.0,,,,,20,2023,1,15,32,4,1,1,1,3,2,9,3,0,1,1,0,3,1,2.0,1,1,9,9,9,0,0,9,5,51,511,0.0,13,1,177902.0,661953.0,1,2,2,1996,10,1,1.0,1,5000,3,2,1,1,5.0,51,511.0,0.0,13.0,1,,,1,2,6,0,0,6,6,0.2069,2.21
2023000895,1,1,1,5000,1611.0,1639.0,,14350714.0,,,,,20,2023,1,15,32,4,1,1,1,3,2,9,3,0,1,1,0,3,1,2.0,1,1,9,9,9,0,0,9,5,51,511,0.0,13,1,177902.0,661953.0,2,3,1,0,15,1,12.0,1,8300,0,0,8,1,4.0,44,442.0,0.0,13.0,1,,,1,2,6,0,0,6,6,0.2069,2.21
2023000970,1,1,1,8600,1742.0,3112.0,,97710478.0,,,,,20,2023,6,12,45,4,1,2,0,2,1,9,3,0,1,0,3,5,1,1.0,1,1,9,9,9,3,1,9,5,51,512,0.0,14,1,184832.0,662148.0,1,2,1,1982,13,2,1.0,1,8600,0,0,8,1,5.0,51,512.0,0.0,14.0,1,,,2,4,1,0,1,0,3,0.1034,4.1
2023001000,1,1,1,70,260.0,302.0,,8070011.0,,,,,38,2023,9,12,40,4,1,3,1,3,2,8,0,3,1,1,5,3,1,2.0,1,1,9,9,9,0,0,9,6,61,613,0.0,13,1,167320.0,633180.0,1,4,2,2015,6,1,11.0,5,1343,3,2,1,2,6.0,62,623.0,69.0,45.0,1,,,1,2,8,0,3,5,14,0.4828,2.48
2023001000,1,1,1,70,260.0,302.0,,8070011.0,,,,,38,2023,9,12,40,4,1,3,1,3,2,8,0,3,1,1,5,3,1,2.0,1,1,9,9,9,0,0,9,6,61,613,0.0,13,1,167320.0,633180.0,2,1,2,1991,16,1,1.0,5,70,3,2,1,1,6.0,61,613.0,0.0,13.0,1,,,1,2,8,0,3,5,14,0.4828,2.48
2023001000,1,1,1,70,260.0,302.0,,8070011.0,,,,,38,2023,9,12,40,4,1,3,1,3,2,8,0,3,1,1,5,3,1,2.0,1,1,9,9,9,0,0,9,6,61,613,0.0,13,1,167320.0,633180.0,3,3,2,1995,10,1,12.0,5,70,3,2,1,1,6.0,61,613.0,0.0,13.0,1,,,1,2,8,0,3,5,14,0.4828,2.48
2023001159,1,1,1,5000,2263.0,2309.0,,14620713.0,,,,,20,2023,3,10,3,4,5,6,1,3,2,9,1,0,1,1,2,3,3,2.0,1,1,9,9,9,0,0,9,5,51,511,0.0,13,1,178568.0,662021.0,1,2,1,2018,5,1,1.0,5,5000,0,0,8,2,5.0,51,511.0,0.0,13.0,1,,,1,2,3,0,0,3,3,0.1034,2.1
2023001159,1,1,1,5000,2263.0,2309.0,,14620713.0,,,,,20,2023,3,10,3,4,5,6,1,3,2,9,1,0,1,1,2,3,3,2.0,1,1,9,9,9,0,0,9,5,51,511,0.0,13,1,178568.0,662021.0,2,3,2,2021,4,1,9.0,5,5000,3,4,1,2,5.0,51,511.0,0.0,13.0,1,,,1,2,3,0,0,3,3,0.1034,2.1
2023001159,1,1,1,5000,2263.0,2309.0,,14620713.0,,,,,20,2023,3,10,3,4,5,6,1,3,2,9,1,0,1,1,2,3,3,2.0,1,1,9,9,9,0,0,9,5,51,511,0.0,13,1,178568.0,662021.0,3,1,1,0,99,0,9.0,5,0,0,0,8,1,,99,,,,1,,,1,2,3,0,0,3,3,0.1034,2.1
2023001197,1,1,1,6200,221.0,443.0,,8940031.0,,,,,20,2023,9,18,64,4,1,2,1,1,1,8,3,0,1,1,4,3,1,2.0,1,1,9,9,9,1,4,1,5,51,513,0.0,14,1,175832.0,658011.0,1,3,1,1998,13,1,11.0,1,6200,0,0,8,1,5.0,51,513.0,0.0,14.0,1,,,3,6,3,1,1,1,10,0.3448,6.34
2023001255,1,1,1,7900,304.0,454.0,,9850054.0,,,,,51,2023,9,28,82,4,5,5,0,3,1,8,1,0,1,1,2,3,3,1.0,1,1,9,9,9,3,3,1,4,42,422,0.0,13,1,190940.0,665512.0,1,2,1,2009,7,2,1.0,5,734,0,0,8,1,4.0,41,412.0,16.0,31.0,1,,,1,2,3,0,0,3,3,0.1034,2.1
2023001258,1,1,1,6200,102.0,215.0,,30023.0,,,,,20,2023,5,26,51,1,1,6,9,2,2,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,5,51,513,0.0,14,1,175777.0,659141.0,1,2,1,2006,9,1,1.0,5,0,0,0,8,1,,99,,,,1,,,2,4,2,0,2,0,6,0.2069,4.21
2023001258,1,1,1,6200,102.0,215.0,,30023.0,,,,,20,2023,5,26,51,1,1,6,9,2,2,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,5,51,513,0.0,14,1,175777.0,659141.0,2,3,2,1980,13,1,10.0,2,8600,2,4,1,1,5.0,51,512.0,0.0,14.0,1,1.0,,2,4,2,0,2,0,6,0.2069,4.21
2023001265,1,1,1,5000,335.0,336.0,,550225.0,,,,,20,2023,12,10,70,4,5,1,0,3,1,8,3,0,1,1,2,3,3,7.0,1,1,9,9,9,3,3,1,5,51,511,0.0,13,1,184323.0,668576.0,1,2,1,1978,13,1,3.0,1,5000,0,0,8,1,5.0,51,511.0,0.0,13.0,1,,,1,2,1,0,0,1,1,0.0345,2.03
2023001378,1,1,1,8700,147.0,280.0,,10680048.0,,,,,51,2023,8,20,91,4,5,1,0,3,2,8,3,0,1,1,3,3,3,1.0,1,1,9,9,9,0,0,9,4,42,421,0.0,15,1,189451.0,676806.0,1,2,1,1966,16,1,1.0,1,8700,0,0,8,1,4.0,42,421.0,0.0,15.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023001378,1,1,1,8700,147.0,280.0,,10680048.0,,,,,51,2023,8,20,91,4,5,1,0,3,2,8,3,0,1,1,3,3,3,1.0,1,1,9,9,9,0,0,9,4,42,421,0.0,15,1,189451.0,676806.0,2,1,2,0,4,1,23.0,4,8700,3,8,1,1,4.0,42,421.0,0.0,15.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023001444,1,1,1,7200,103.0,212.0,,7420002.0,,,,,52,2023,4,18,46,4,1,3,1,3,2,9,0,3,1,1,3,3,1,2.0,1,1,9,9,9,0,0,9,4,44,442,0.0,15,1,181005.0,647998.0,1,1,2,1986,11,1,1.0,1,3000,3,2,1,1,1.0,11,111.0,0.0,12.0,1,,,1,2,6,0,0,6,6,0.2069,2.21
2023001444,1,1,1,7200,103.0,212.0,,7420002.0,,,,,52,2023,4,18,46,4,1,3,1,3,2,9,0,3,1,1,3,3,1,2.0,1,1,9,9,9,0,0,9,4,44,442,0.0,15,1,181005.0,647998.0,2,2,2,2020,5,2,1.0,1,8400,3,2,1,1,4.0,44,441.0,0.0,14.0,1,,,1,2,6,0,0,6,6,0.2069,2.21
2023001452,1,1,1,6600,111.0,113.0,,11100006.0,,,,,20,2023,8,21,47,4,1,2,1,3,2,9,0,5,5,1,1,3,1,2.0,1,1,9,9,9,0,0,9,5,51,513,0.0,14,1,181289.0,658132.0,1,2,2,1998,9,1,24.0,1,4000,3,2,1,1,3.0,31,311.0,0.0,13.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023001452,1,1,1,6600,111.0,113.0,,11100006.0,,,,,20,2023,8,21,47,4,1,2,1,3,2,9,0,5,5,1,1,3,1,2.0,1,1,9,9,9,0,0,9,5,51,513,0.0,14,1,181289.0,658132.0,2,1,2,2006,7,2,1.0,1,6600,3,2,1,1,5.0,51,513.0,0.0,14.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023001462,1,1,1,7100,1026.0,1062.0,,8830021.0,,,,,38,2023,6,26,68,4,1,2,0,3,2,8,3,0,1,1,2,3,11,6.0,1,1,9,9,9,0,0,9,6,61,614,0.0,14,1,160572.0,620557.0,1,2,1,2017,5,2,1.0,1,3000,0,0,8,1,1.0,11,111.0,0.0,12.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023001462,1,1,1,7100,1026.0,1062.0,,8830021.0,,,,,38,2023,6,26,68,4,1,2,0,3,2,8,3,0,1,1,2,3,11,6.0,1,1,9,9,9,0,0,9,6,61,614,0.0,14,1,160572.0,620557.0,2,1,2,1993,15,1,1.0,1,7100,3,2,1,1,6.0,61,614.0,0.0,14.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023001550,1,1,1,5000,2378.0,2216.0,,13370814.0,,,,,20,2023,4,27,64,4,1,5,1,3,1,9,3,0,1,1,0,5,1,2.0,1,1,9,9,9,3,4,1,5,51,511,0.0,13,1,178633.0,662478.0,1,2,1,0,99,0,23.0,5,0,0,0,8,1,,99,,,,1,,,1,2,3,0,0,3,3,0.1034,2.1
2023001590,1,1,1,9000,921.0,964.0,,60022.0,,,,,34,2023,12,21,72,4,5,5,1,3,2,9,9,0,0,0,0,5,6,2.0,9,9,9,9,9,0,0,9,6,62,623,0.0,13,1,180188.0,572345.0,1,1,2,1996,11,1,1.0,5,9000,3,2,1,1,6.0,62,623.0,0.0,13.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023001590,1,1,1,9000,921.0,964.0,,60022.0,,,,,34,2023,12,21,72,4,5,5,1,3,2,9,9,0,0,0,0,5,6,2.0,9,9,9,9,9,0,0,9,6,62,623,0.0,13,1,180188.0,572345.0,2,2,1,2020,5,1,1.0,5,9000,0,0,8,1,6.0,62,623.0,0.0,13.0,1,,,1,2,2,0,0,2,2,0.069,2.07
2023001712,1,1,1,8600,416.0,205.0,,97710248.0,,,,,20,2023,9,15,66,4,1,6,1,2,3,2,1,0,4,1,4,3,1,2.0,1,1,6,2,9,0,0,9,5,51,512,0.0,14,1,181260.0,665521.0,1,2,2,1987,11,1,3.0,1,6200,3,2,1,1,5.0,51,513.0,0.0,14.0,1,,,2,4,6,0,6,0,18,0.6207,4.62
